COMPAÑÍA_SV,Cliente,Unidad,Servicio,Personal_Real,Personal_Estimado,Personal_Base,Factor_Promedio,Descanseros_Total,Porcentaje_Cobertura_Total,Cobertura_Diferencial,Eficiencia_Asignacion,Personal_Faltante,Personal_Sobrante,Estado_Asignacion
J&V Resguardo S.A.C.,120289,13896,48,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,125953,13364,I98,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,197232,26649,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,75608,2665,95,29,10.67,8,0.16666666666666666,1.3333333333333333,271.79,18.33,36.79,0.0,18.33,SOBRECARGA
J&V Resguardo S.A.C.,119803,21144,J46,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,152595,23370,41,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,99378,7765,95,1,2.67,2,0.16666666666666666,0.3333333333333333,37.45,-1.67,100.0,1.67,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,80450,3038,96,9,12.0,6,0.5,3.0,75.0,-3.0,100.0,3.0,0.0,FALTA
J&V Resguardo S.A.C.,11883,25083,29,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,23418,92,O28,2,1.33,1,0.16666666666666666,0.16666666666666666,150.38,0.6699999999999999,66.5,0.0,0.6699999999999999,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,115337,12148,002,0,2.67,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,7308,14134,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,161437,24628,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,55024,21170,95,19,10.67,8,0.16666666666666666,1.3333333333333333,178.07,8.33,56.16,0.0,8.33,SOBRECARGA
J&V Resguardo S.A.C.,79127,26386,95,0,4.0,2,0.5,1.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,104702,9377,95,5,5.33,4,0.16666666666666666,0.6666666666666666,93.81,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,75608,2665,460,7,4.0,3,0.16666666666666666,0.5,175.0,3.0,57.14,0.0,3.0,SOBRECARGA
J&V Resguardo S.A.C.,162183,26679,476,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,11883,25082,29,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,159033,24637,53,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,70028,2083,59,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
Liderman Servicios S.A.C.,205725,26530,080,0,1.31,1,0.15384615384615385,0.15384615384615385,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,59493,21618,K93,0,1.0,1,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,67486,25712,95,3,4.0,2,0.5,1.0,75.0,-1.0,100.0,1.0,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,143729,19745,48,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,7592,4996,490,3,4.0,2,0.5,1.0,75.0,-1.0,100.0,1.0,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,7409,3421,41,10,10.67,8,0.16666666666666666,1.3333333333333333,93.72,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,108413,9571,41,7,2.67,2,0.16666666666666666,0.3333333333333333,262.17,4.33,38.14,0.0,4.33,SOBRECARGA
J&V Resguardo S.A.C.,63718,2365,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,7044,17137,95,4,2.67,2,0.16666666666666666,0.3333333333333333,149.81,1.33,66.75,0.0,1.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,156823,22913,95,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,113623,10973,95,5,5.33,4,0.16666666666666666,0.6666666666666666,93.81,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,88625,20448,53,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo Selva S.A.C.,70588,13234,95,7,5.33,4,0.16666666666666666,0.6666666666666666,131.33,1.67,76.14,0.0,1.67,SOBRECARGA_LEVE
Liderman Facilities S.A.C.,54553,26375,O30,2,2.0,2,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,24546,12946,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,64608,26445,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,87857,26569,95,6,5.33,4,0.16666666666666666,0.6666666666666666,112.57,0.6699999999999999,88.83,0.0,0.6699999999999999,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,93918,12226,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,75608,2667,95,11,2.67,2,0.16666666666666666,0.3333333333333333,411.99,8.33,24.27,0.0,8.33,SOBRECARGA
J&V Resguardo S.A.C.,142092,23647,95,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,23418,15942,083,0,2.0,2,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,22801,23037,398,5,4.0,2,0.5,1.0,125.0,1.0,80.0,0.0,1.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,75979,17555,41,0,2.67,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,77526,25056,95,3,4.0,2,0.5,1.0,75.0,-1.0,100.0,1.0,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,89419,20262,95,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
Liderman Servicios S.A.C.,54550,25956,F35,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,59077,11709,80,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
Liderman Servicios S.A.C.,54550,25967,L58,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,133433,15193,37,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,82747,3206,95,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,59493,17635,48,6,1.0,1,0.0,0.0,600.0,5.0,16.67,0.0,5.0,SOBRECARGA
J&V Resguardo S.A.C.,143729,19743,41,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,64608,9754,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,71965,12909,42,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,23085,675,165,0,2.67,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,150449,21294,102,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,161437,24650,42,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,24546,26542,092,0,2.67,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,75608,5421,41,1,2.67,2,0.16666666666666666,0.3333333333333333,37.45,-1.67,100.0,1.67,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,90912,26344,080,0,3.0,1,1.0,1.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,54556,611,95,5,5.33,4,0.16666666666666666,0.6666666666666666,93.81,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,59493,17635,375,2,4.0,3,0.16666666666666666,0.5,50.0,-2.0,100.0,2.0,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,59493,9692,95,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,68590,20033,49,0,1.0,1,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,119803,21144,J43,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,70588,17423,41,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,24546,7248,092,0,10.67,8,0.16666666666666666,1.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,98454,13411,95,11,13.33,10,0.16666666666666666,1.6666666666666665,82.52,-2.33,100.0,2.33,0.0,FALTA
J&V Resguardo S.A.C.,55712,1264,95,11,2.67,2,0.16666666666666666,0.3333333333333333,411.99,8.33,24.27,0.0,8.33,SOBRECARGA
Liderman Servicios S.A.C.,54550,25951,F36,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,116220,10888,O17,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,,9708,515,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,7592,4993,F91,2,4.0,2,0.5,1.0,50.0,-2.0,100.0,2.0,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,85139,4971,41,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,159033,24636,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
Liderman Servicios S.A.C.,144133,23356,M68,2,1.0,1,0.0,0.0,200.0,1.0,50.0,0.0,1.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,104702,9246,519,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,75979,6650,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,111643,18402,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,56948,1466,41,4,5.33,4,0.16666666666666666,0.6666666666666666,75.05,-1.33,100.0,1.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,156823,22615,156,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,102591,8355,16,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,75979,6554,113,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,93918,5160,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,7139,23448,95,6,5.33,4,0.16666666666666666,0.6666666666666666,112.57,0.6699999999999999,88.83,0.0,0.6699999999999999,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,64990,1892,26,0,1.0,1,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,55026,931,95,5,5.33,4,0.16666666666666666,0.6666666666666666,93.81,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,7409,6633,48,7,8.0,8,0.0,0.0,87.5,-1.0,100.0,1.0,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,119803,21147,95,5,5.33,4,0.16666666666666666,0.6666666666666666,93.81,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,124172,20570,16,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,59077,4904,151,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,70588,13403,16,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,124672,13129,95,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,23444,19342,42,2,1.33,1,0.16666666666666666,0.16666666666666666,150.38,0.6699999999999999,66.5,0.0,0.6699999999999999,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,84048,26452,48,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
Liderman Servicios S.A.C.,163872,23474,E10,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,55081,25932,95,6,4.0,2,0.5,1.0,150.0,2.0,66.67,0.0,2.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,125009,14128,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,161360,23053,41,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo Selva S.A.C.,159297,22888,113,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,77667,19014,95,1,2.67,2,0.16666666666666666,0.3333333333333333,37.45,-1.67,100.0,1.67,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,89419,20268,521,5,5.33,4,0.16666666666666666,0.6666666666666666,93.81,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,62543,1410,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,135347,16108,95,5,5.33,4,0.16666666666666666,0.6666666666666666,93.81,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,23418,1143,95,9,2.67,2,0.16666666666666666,0.3333333333333333,337.08,6.33,29.67,0.0,6.33,SOBRECARGA
J&V Resguardo S.A.C.,75608,5421,42,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,61607,1332,27,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,56913,19700,95,6,2.67,2,0.16666666666666666,0.3333333333333333,224.72,3.33,44.5,0.0,3.33,SOBRECARGA
J&V Resguardo S.A.C.,83990,19644,53,2,1.0,1,0.0,0.0,200.0,1.0,50.0,0.0,1.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,85536,20947,I95,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,7409,3420,372,2,2.0,2,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,7044,26456,124,0,1.0,1,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,56498,1616,48,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
Liderman Facilities S.A.C.,212087,26624,O30,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,23418,1143,083,0,1.0,1,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
Liderman Servicios S.A.C.,163832,23480,N16,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,24449,246,95,5,5.33,4,0.16666666666666666,0.6666666666666666,93.81,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,99927,15480,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,99112,7731,005,0,2.67,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,7044,13193,48,2,1.0,1,0.0,0.0,200.0,1.0,50.0,0.0,1.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,57917,19229,O71,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,134103,15640,E29,0,4.0,2,0.5,1.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,81865,25936,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,56948,1473,42,5,1.33,1,0.16666666666666666,0.16666666666666666,375.94,3.67,26.6,0.0,3.67,SOBRECARGA
J&V Resguardo S.A.C.,99042,24377,95,4,5.33,4,0.16666666666666666,0.6666666666666666,75.05,-1.33,100.0,1.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,8795,1000,53,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,63394,20984,16,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,7006,20941,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,9463,22047,59,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,125387,13307,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,59493,22846,372,2,1.0,1,0.0,0.0,200.0,1.0,50.0,0.0,1.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,7034,2619,41,4,4.0,3,0.16666666666666666,0.5,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,7054,25572,O67,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
Liderman Servicios S.A.C.,54550,25971,L58,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,58766,21694,K23,5,5.33,4,0.16666666666666666,0.6666666666666666,93.81,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,105799,8979,165,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,68590,20033,I06,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,7409,3421,372,6,5.0,5,0.0,0.0,120.0,1.0,83.33,0.0,1.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,152595,21679,K23,14,13.33,10,0.16666666666666666,1.6666666666666665,105.03,0.6699999999999999,95.21,0.0,0.6699999999999999,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,75979,24574,41,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,97938,17908,18,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,133200,15145,95,7,5.33,4,0.16666666666666666,0.6666666666666666,131.33,1.67,76.14,0.0,1.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,83736,26664,Q54,2,4.0,2,0.5,1.0,50.0,-2.0,100.0,2.0,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,230065,26690,95,0,2.67,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,71965,12908,B80,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
Liderman Servicios S.A.C.,112043,10884,F36,0,4.0,3,0.16666666666666666,0.5,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,124672,26470,886,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,96577,24713,41,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,23085,2300,95,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
Liderman Servicios S.A.C.,186063,25037,O12,0,1.0,1,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,86429,26642,41,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo Selva S.A.C.,159297,22888,95,6,5.33,4,0.16666666666666666,0.6666666666666666,112.57,0.6699999999999999,88.83,0.0,0.6699999999999999,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,63442,7857,L48,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,71436,9696,53,2,1.0,1,0.0,0.0,200.0,1.0,50.0,0.0,1.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,77526,3054,96,26,36.0,18,0.5,9.0,72.22,-10.0,100.0,10.0,0.0,FALTA
J&V Resguardo S.A.C.,134103,25666,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,143729,19742,41,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,54554,607,113,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,70588,22610,626,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,106877,25761,95,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
Liderman Servicios S.A.C.,76629,23482,M89,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,55081,7505,151,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,63394,15975,41,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,60776,26645,42,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,59077,1279,152,2,1.33,1,0.16666666666666666,0.16666666666666666,150.38,0.6699999999999999,66.5,0.0,0.6699999999999999,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,104360,8796,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,59493,17635,42,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,22743,4121,48,5,1.0,1,0.0,0.0,500.0,4.0,20.0,0.0,4.0,SOBRECARGA
J&V Resguardo S.A.C.,110175,9666,53,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,7006,26367,95,0,2.67,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,156823,22615,M30,0,2.0,2,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,119242,21094,080,0,1.31,1,0.15384615384615385,0.15384615384615385,,,0.0,0.0,0.0,NO_PLANIFICADO
