COMPAÑÍA_SV,Cliente,Unidad,Servicio,Personal_Real,Personal_Estimado,Personal_Base,Factor_Promedio,Descanseros_Total,Porcentaje_Cobertura_Total,Cobertura_Diferencial,Eficiencia_Asignacion,Personal_Faltante,Personal_Sobrante,Estado_Asignacion
J&V Resguardo S.A.C.,94759,10287,894,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,61262,14671,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,59493,17672,42,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,76928,26131,896,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,8330,23845,95,7,5.33,4,0.16666666666666666,0.6666666666666666,131.33,1.67,76.14,0.0,1.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,65770,20301,394,2,3.13,2,0.16666666666666666,0.8,63.9,-1.13,100.0,1.13,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,23649,352,95,12,13.33,10,0.16666666666666666,1.6666666666666665,90.02,-1.33,100.0,1.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,8386,13959,165,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,24546,1207,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,104702,9377,53,2,1.0,1,0.0,0.0,200.0,1.0,50.0,0.0,1.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,56913,23410,95,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,70588,13230,95,9,5.33,4,0.16666666666666666,0.6666666666666666,168.86,3.67,59.22,0.0,3.67,SOBRECARGA
J&V Resguardo S.A.C.,82747,5032,95,5,2.67,2,0.16666666666666666,0.3333333333333333,187.27,2.33,53.4,0.0,2.33,SOBRECARGA
J&V Resguardo S.A.C.,7242,22735,53,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,102883,8424,95,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,59221,1724,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,8626,25685,42,1,2.0,1,0.5,0.5,50.0,-1.0,100.0,1.0,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,134103,26122,P82,3,4.0,2,0.5,1.0,75.0,-1.0,100.0,1.0,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,126600,26056,95,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,64990,19915,26,0,1.0,1,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,22949,17482,48,2,2.0,2,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,62007,22385,41,1,2.67,2,0.16666666666666666,0.3333333333333333,37.45,-1.67,100.0,1.67,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,85536,21753,519,0,5.33,4,0.16666666666666666,0.6666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
Liderman Servicios S.A.C.,137079,26232,080,0,1.31,1,0.15384615384615385,0.15384615384615385,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,54556,612,95,6,5.33,4,0.16666666666666666,0.6666666666666666,112.57,0.6699999999999999,88.83,0.0,0.6699999999999999,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,70588,13521,42,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,59493,9527,95,12,2.67,2,0.16666666666666666,0.3333333333333333,449.44,9.33,22.25,0.0,9.33,SOBRECARGA
J&V Resguardo S.A.C.,23418,19678,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,111592,13267,95,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,12526,20144,95,22,12.0,4,1.0,4.0,183.33,10.0,54.55,0.0,10.0,SOBRECARGA
J&V Resguardo S.A.C.,85536,20949,42,10,1.33,1,0.16666666666666666,0.16666666666666666,751.88,8.67,13.3,0.0,8.67,SOBRECARGA
J&V Resguardo S.A.C.,96577,22370,53,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,60776,26083,42,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,60776,25764,26,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,70588,2244,95,5,2.67,2,0.16666666666666666,0.3333333333333333,187.27,2.33,53.4,0.0,2.33,SOBRECARGA
J&V Resguardo S.A.C.,106877,25746,151,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,107109,22105,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,60776,26083,42,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,23085,18473,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,102591,8357,100,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,78929,22760,113,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo Selva S.A.C.,157096,22692,95,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,59493,17668,151,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,7006,19385,95,0,2.67,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,7783,25563,459,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,161360,23048,95,5,5.33,4,0.16666666666666666,0.6666666666666666,93.81,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,59493,17650,41,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,22888,375,95,4,2.67,2,0.16666666666666666,0.3333333333333333,149.81,1.33,66.75,0.0,1.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,104198,8628,A34,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,71965,12905,95,18,21.33,16,0.16666666666666666,2.6666666666666665,84.39,-3.3299999999999983,100.0,3.3299999999999983,0.0,FALTA
J&V Resguardo S.A.C.,24308,734,41,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,8795,20966,95,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,73633,26376,95,5,2.67,2,0.16666666666666666,0.3333333333333333,187.27,2.33,53.4,0.0,2.33,SOBRECARGA
J&V Resguardo S.A.C.,24549,26680,626,10,2.67,2,0.16666666666666666,0.3333333333333333,374.53,7.33,26.7,0.0,7.33,SOBRECARGA
J&V Resguardo S.A.C.,176426,24670,48,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,81865,24445,95,0,2.67,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,145649,20379,42,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,59493,17646,41,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,62594,19574,I46,3,4.0,2,0.5,1.0,75.0,-1.0,100.0,1.0,0.0,FALTA_LEVE
J&V Resguardo Selva S.A.C.,85170,19688,882,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,102591,8357,16,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,110068,9655,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,147488,20495,95,1,2.67,2,0.16666666666666666,0.3333333333333333,37.45,-1.67,100.0,1.67,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,59493,21618,K98,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,7196,1367,106,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,7044,2638,113,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,104198,8628,95,7,8.0,6,0.16666666666666666,1.0,87.5,-1.0,100.0,1.0,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,7592,5129,118,3,1.0,1,0.0,0.0,300.0,2.0,33.33,0.0,2.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,66303,7300,95,5,5.33,4,0.16666666666666666,0.6666666666666666,93.81,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,144133,21691,K23,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,85652,15038,42,2,1.33,1,0.16666666666666666,0.16666666666666666,150.38,0.6699999999999999,66.5,0.0,0.6699999999999999,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,54554,4546,82,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,87857,18964,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,56948,1468,41,7,1.33,1,0.16666666666666666,0.16666666666666666,526.32,5.67,19.0,0.0,5.67,SOBRECARGA
J&V Resguardo S.A.C.,82747,4468,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,7592,5019,16,6,2.0,1,0.5,0.5,300.0,4.0,33.33,0.0,4.0,SOBRECARGA
J&V Resguardo S.A.C.,68514,20399,30,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,7006,20139,I24,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,148588,22081,95,4,5.33,4,0.16666666666666666,0.6666666666666666,75.05,-1.33,100.0,1.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,7592,5006,F97,22,69.0,23,1.0,23.0,31.88,-47.0,100.0,47.0,0.0,FALTA
J&V Resguardo S.A.C.,62015,24667,95,9,5.33,4,0.16666666666666666,0.6666666666666666,168.86,3.67,59.22,0.0,3.67,SOBRECARGA
J&V Resguardo Selva S.A.C.,74359,26127,95,2,2.62,2,0.15384615384615385,0.3076923076923077,76.34,-0.6200000000000001,100.0,0.6200000000000001,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,7783,25566,41,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,116220,26647,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,8601,8306,96,30,4.0,2,0.5,1.0,750.0,26.0,13.33,0.0,26.0,SOBRECARGA
J&V Resguardo S.A.C.,90912,5084,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,63394,2496,701,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,143729,19749,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,23418,23391,95,1,2.67,2,0.16666666666666666,0.3333333333333333,37.45,-1.67,100.0,1.67,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,62007,26190,16,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,116220,10888,O18,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,22949,17484,95,8,8.0,6,0.16666666666666666,1.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,9416,5185,48,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,120215,12476,26,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,93918,5074,95,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,22931,393,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,75598,2578,O39,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,56948,2994,41,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,103748,8597,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,22739,26261,95,9,10.67,8,0.16666666666666666,1.3333333333333333,84.35,-1.67,100.0,1.67,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,148081,20951,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,198163,25698,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,7006,16483,42,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,70588,17423,42,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,22888,381,H99,4,1.33,1,0.16666666666666666,0.16666666666666666,300.75,2.67,33.25,0.0,2.67,SOBRECARGA
J&V Resguardo S.A.C.,70588,13239,95,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,70588,13415,41,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,23597,628,106,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,72182,10834,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,59493,9545,445,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,87857,18989,95,5,5.33,4,0.16666666666666666,0.6666666666666666,93.81,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,23418,22405,41,0,10.67,8,0.16666666666666666,1.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,72263,15679,D85,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,99927,15272,53,2,2.0,2,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
Liderman Servicios S.A.C.,144133,22396,O15,3,2.0,2,0.0,0.0,150.0,1.0,66.67,0.0,1.0,SOBRECARGA_LEVE
Liderman Servicios S.A.C.,163832,23480,F35,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,161360,24717,165,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,108413,9571,I06,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,176426,26610,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,140280,18075,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,73633,2421,95,14,5.33,4,0.16666666666666666,0.6666666666666666,262.66,8.67,38.07,0.0,8.67,SOBRECARGA
J&V Resguardo S.A.C.,9416,25044,337,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,63394,15977,41,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,141496,22586,41,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,137596,17535,Q39,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,146768,20384,41,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,63394,2492,519,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,85652,13459,462,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,68590,20033,890,6,5.33,4,0.16666666666666666,0.6666666666666666,112.57,0.6699999999999999,88.83,0.0,0.6699999999999999,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,56948,4412,41,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,64432,26046,P42,1,2.0,2,0.0,0.0,50.0,-1.0,100.0,1.0,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,59493,17639,48,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,61607,10233,41,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,97938,17911,95,5,2.67,2,0.16666666666666666,0.3333333333333333,187.27,2.33,53.4,0.0,2.33,SOBRECARGA
J&V Resguardo S.A.C.,54550,1309,41,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,143729,19746,41,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,169029,26550,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,75608,2670,95,7,2.67,2,0.16666666666666666,0.3333333333333333,262.17,4.33,38.14,0.0,4.33,SOBRECARGA
J&V Resguardo S.A.C.,60776,26351,16,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,60776,26645,42,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,23444,16134,098,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,7006,16481,42,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,24549,26607,072,0,8.0,6,0.16666666666666666,1.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,143978,19793,95,5,5.33,4,0.16666666666666666,0.6666666666666666,93.81,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,134103,15640,N38,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,111633,23348,48,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,124672,23903,521,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,98454,25172,P49,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,75604,2603,95,4,2.67,2,0.16666666666666666,0.3333333333333333,149.81,1.33,66.75,0.0,1.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,130578,14702,J74,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,8330,23859,42,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,,278,95,0,2.67,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,144638,25152,184,0,2.0,1,0.5,0.5,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,22776,15126,95,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,93918,12498,95,5,5.33,4,0.16666666666666666,0.6666666666666666,93.81,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,173850,25839,106,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,70314,26627,95,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,7006,16436,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,9932,22874,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,7592,4994,16,25,6.0,3,0.5,1.5,416.67,19.0,24.0,0.0,19.0,SOBRECARGA
J&V Resguardo S.A.C.,24546,7247,95,5,2.67,2,0.16666666666666666,0.3333333333333333,187.27,2.33,53.4,0.0,2.33,SOBRECARGA
Liderman Servicios S.A.C.,54550,25969,L58,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,75608,8350,41,0,1.33,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,68514,2170,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,69907,21464,95,2,2.67,2,0.16666666666666666,0.3333333333333333,74.91,-0.6699999999999999,100.0,0.6699999999999999,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,86810,15434,95,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,77526,3054,165,3,4.0,2,0.5,1.0,75.0,-1.0,100.0,1.0,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,9416,25044,95,3,2.67,2,0.16666666666666666,0.3333333333333333,112.36,0.33000000000000007,89.0,0.0,0.33000000000000007,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,111643,18386,41,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,7139,24490,N47,1,1.0,1,0.0,0.0,100.0,0.0,100.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,85762,21641,K28,1,1.33,1,0.16666666666666666,0.16666666666666666,75.19,-0.33000000000000007,100.0,0.33000000000000007,0.0,FALTA_LEVE
