COD CLIENTE,COD UNID,COD SERVICIO,F. Inicio,Fecha Fin,Requeridos_sum,PersonalEstimado_sum,COMPAÑÍA,CLIENTE,UNIDAD,SERVICIO,Lider Zonal,Zona,macro zona,Personal_Real,Total_Registros,COMPAÑÍA_ASIG,CLIENTE_ASIG,UNIDAD_ASIG,SERVICIO_ASIG,Registros_Duplicados,CLIENTE_FINAL,UNIDAD_FINAL,SERVICIO_FINAL
163601,23436,95,2023-05-01,2099-12-31,2,2.3333333333333335,J&V Resguardo S.A.C.,DESCARTABLES PROVEEDORES S.R.L.,DESPRO HUACHIPA,AGENTE SEGURIDAD 24 HRS L/D,ANDERSON GUTARA,ZONA C1,ZONA CENTRO,2,2,J&V Resguardo S.A.C.,DESCARTABLES PROVEEDORES S.R.L.,Despro Huachipa,AGENTE SEGURIDAD 24 HRS L/D,0,DESCARTABLES PROVEEDORES S.R.L.,DESPRO HUACHIPA,AGENTE SEGURIDAD 24 HRS L/D
205725,26014,080,2024-09-30,2099-12-31,1,1.1538461538461537,Liderman Servicios S.A.C.,GPS MANAGEMENT DEL PERU S.A.C.,GUARDIANÍA P. JOVEN SANTO CRISTO DE BAGAZAN LT. 15 IQUITOS,GUARDIAN 24 HRS L/D,LUIS FARFAN,REGION IQUITOS,REGION ORIENTE,0,,,,,,,GPS MANAGEMENT DEL PERU S.A.C.,GUARDIANÍA P. JOVEN SANTO CRISTO DE BAGAZAN LT. 15 IQUITOS,GUARDIAN 24 HRS L/D
66303,7300,113,2016-06-01,2099-12-31,2,2.3333333333333335,J&V Resguardo S.A.C.,AGP PERU S.A.C.,AGP LOCAL GUILLERMO DANSEY LIMA II,OPERADOR CENTRO CONTROL 24 HRS L/D,ALEJANDRO RIVAS,ZONA N8,ZONA NORTE,2,2,J&V Resguardo S.A.C.,AGP PERU S.A.C.,AGP Local Guillermo Dansey Lima II,OPERADOR CENTRO CONTROL 24 HRS L/D,0,AGP PERU S.A.C.,AGP LOCAL GUILLERMO DANSEY LIMA II,OPERADOR CENTRO CONTROL 24 HRS L/D
185827,25561,95,2025-05-01,2099-12-31,4,4.666666666666667,J&V Resguardo S.A.C.,ECOPACKING CLAMSHELLS S.A.,ECOPAKING CLAMSHELL LURIN,AGENTE SEGURIDAD 24 HRS L/D,FERNANDO YUCRA,ZONA S7,ZONA SUR,5,5,J&V Resguardo S.A.C.,ECOPACKING CLAMSHELLS S.A.,Ecopaking Clamshell Lurin,AGENTE SEGURIDAD 24 HRS L/D,0,ECOPACKING CLAMSHELLS S.A.,ECOPAKING CLAMSHELL LURIN,AGENTE SEGURIDAD 24 HRS L/D
81865,8593,41,2024-10-01,2099-12-31,1,1.1666666666666667,J&V Resguardo S.A.C.,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,SANNA CLÍNICA EL GOLF,AGENTE SEGURIDAD 12 HRS L/D DÍA,JHOMAR MONTENEGRO,ZONA C10,ZONA CENTRO,3,3,J&V Resguardo S.A.C.,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,Sanna Clínica El Golf,AGENTE SEGURIDAD 12 HRS L/D DÍA,0,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,SANNA CLÍNICA EL GOLF,AGENTE SEGURIDAD 12 HRS L/D DÍA
146768,20384,113,2021-07-26,2099-12-31,2,2.3333333333333335,J&V Resguardo S.A.C.,ATTKO S.A.C.,HOTEL PULLMAN MIRAFLORES,OPERADOR CENTRO CONTROL 24 HRS L/D,JHOMAR MONTENEGRO,ZONA C10,ZONA CENTRO,2,2,J&V Resguardo S.A.C.,ATTKO S.A.C.,Hotel Pullman Miraflores,OPERADOR CENTRO CONTROL 24 HRS L/D,0,ATTKO S.A.C.,HOTEL PULLMAN MIRAFLORES,OPERADOR CENTRO CONTROL 24 HRS L/D
79127,2952,Q78,2025-01-01,2099-12-31,2,3.0,J&V Resguardo S.A.C.,COMPAÑIA MINERA COIMOLACHE S.A.,MINA TANTAHUATAY,AGENTE CONDUCTOR POR CICLO NOCHE,JHIM RIVERA,REGION CAJAMARCA,REGION NORTE,0,,,,,,,COMPAÑIA MINERA COIMOLACHE S.A.,MINA TANTAHUATAY,AGENTE CONDUCTOR POR CICLO NOCHE
123598,26519,95,2025-04-01,2099-12-31,2,2.3333333333333335,J&V Resguardo S.A.C.,MANTENIMIENTO Y SUPERVISION S.A.,MYSSA LOCAL CAMPAMENTO ATOCONGO,AGENTE SEGURIDAD 24 HRS L/D,CARLOS HUAMAN,ZONA S2,ZONA SUR,3,3,J&V Resguardo S.A.C.,MANTENIMIENTO Y SUPERVISION S.A.,Myssa Local Campamento Atocongo,AGENTE SEGURIDAD 24 HRS L/D,0,MANTENIMIENTO Y SUPERVISION S.A.,MYSSA LOCAL CAMPAMENTO ATOCONGO,AGENTE SEGURIDAD 24 HRS L/D
77526,3051,95,2011-11-23,2099-12-31,4,4.666666666666667,J&V Resguardo S.A.C.,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,CMBV ALMACÉN CAMPOY,AGENTE SEGURIDAD 24 HRS L/D,RONNIE SIMON,ZONA C5,ZONA CENTRO,5,5,J&V Resguardo S.A.C.,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,CMBV Almacén Campoy,AGENTE SEGURIDAD 24 HRS L/D,0,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,CMBV ALMACÉN CAMPOY,AGENTE SEGURIDAD 24 HRS L/D
56948,1472,42,2012-10-01,2099-12-31,2,2.3333333333333335,J&V Resguardo Selva S.A.C.,AEROPUERTOS DEL PERU S.A.,ADP CIUDAD CHACHAPOYAS,AGENTE SEGURIDAD 12 HRS L/D NOCHE,DARCY SAMILLAN,REGION CHICLAYO,REGION NORTE,2,2,J&V Resguardo Selva SAC,AEROPUERTOS DEL PERU S.A.,ADP Ciudad Chachapoyas,AGENTE SEGURIDAD 12 HRS L/D NOCHE,0,AEROPUERTOS DEL PERU S.A.,ADP CIUDAD CHACHAPOYAS,AGENTE SEGURIDAD 12 HRS L/D NOCHE
75608,2680,605,2025-05-13,2099-12-31,1,1.5,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,TASA PLANTA MALABRIGO,AGENTE SEGURIDAD 12 HRS L/D (NOCHE) (ACUARTELADO),JAN INGA,REGION TRUJILLO,REGION NORTE,1,1,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,Tasa Planta Malabrigo,AGENTE SEGURIDAD 12 HRS L/D (NOCHE) (Acuartelado),0,TECNOLOGICA DE ALIMENTOS S.A.,TASA PLANTA MALABRIGO,AGENTE SEGURIDAD 12 HRS L/D (NOCHE) (ACUARTELADO)
168674,26544,B54,2025-01-01,2099-12-31,4,6.0,J&V Resguardo S.A.C.,MAERSK LOGISTICS AND SERVICES CHILE SPA,MAERSK GPS CHILE,OPERADOR GPS 24 HRS L/D,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE,7,7,J&V Resguardo S.A.C.,MAERSK LOGISTICS AND SERVICES CHILE SPA,Maersk GPS Chile,OPERADOR GPS 24 HRS L/D,0,MAERSK LOGISTICS AND SERVICES CHILE SPA,MAERSK GPS CHILE,OPERADOR GPS 24 HRS L/D
105250,8933,95,2017-10-01,2099-12-31,2,2.3333333333333335,J&V Resguardo S.A.C.,JUNTA DE PROPIETARIOS DEL CENTRO EMPRESARIAL BENAV,EDIFICIO EMPRESARIAL BENAVIDES SURCO,AGENTE SEGURIDAD 24 HRS L/D,CARLOS BRACAMONTE,ZONA C12,ZONA CENTRO,2,2,J&V Resguardo S.A.C.,JUNTA DE PROPIETARIOS DEL CENTRO EMPRESARIAL BENAVIDES,Edificio Empresarial Benavides Surco,AGENTE SEGURIDAD 24 HRS L/D,0,JUNTA DE PROPIETARIOS DEL CENTRO EMPRESARIAL BENAV,EDIFICIO EMPRESARIAL BENAVIDES SURCO,AGENTE SEGURIDAD 24 HRS L/D
143212,19632,005,2024-12-11,2099-12-31,2,3.0,J&V Resguardo S.A.C.,COMPAÑIA MINERA SANTA LUISA S.A.,MINERA SANTA LUISA PALLCA,AGENTE CONDUCTOR 12 HRS L/D NOCHE,GINO GONZALES,REGION HUARAZ,REGION NORTE,0,,,,,,,COMPAÑIA MINERA SANTA LUISA S.A.,MINERA SANTA LUISA PALLCA,AGENTE CONDUCTOR 12 HRS L/D NOCHE
22949,17492,95,2025-01-01,2099-12-31,2,2.3333333333333335,J&V Resguardo S.A.C.,MOLITALIA S.A,MOLITALIA AGENCIA HUANCAYO,AGENTE SEGURIDAD 24 HRS L/D,RICHARD CONDO,REGION JUNIN,REGION CENTRO,2,2,J&V Resguardo S.A.C.,MOLITALIA S.A,Molitalia Agencia Huancayo,AGENTE SEGURIDAD 24 HRS L/D,0,MOLITALIA S.A,MOLITALIA AGENCIA HUANCAYO,AGENTE SEGURIDAD 24 HRS L/D
62722,22831,48,2024-08-01,2099-12-31,1,1.0,J&V Resguardo S.A.C.,AUTOPISTA DEL NORTE S.A.C.,AUNOR OFICINA HUAMBACHO NVO. CHIMBOTE,AGENTE SEGURIDAD 12 HRS L/S DÍA,MIGUEL ROMERO,REGION CHIMBOTE,REGION NORTE,1,1,J&V Resguardo S.A.C.,AUTOPISTA DEL NORTE S.A.C.,AUNOR Oficina Huambacho Nvo. Chimbote,AGENTE SEGURIDAD 12 HRS L/S DÍA,0,AUTOPISTA DEL NORTE S.A.C.,AUNOR OFICINA HUAMBACHO NVO. CHIMBOTE,AGENTE SEGURIDAD 12 HRS L/S DÍA
56913,19706,95,2021-03-01,2099-12-31,2,2.3333333333333335,J&V Resguardo S.A.C.,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,BACKUS CD TALARA,AGENTE SEGURIDAD 24 HRS L/D,DARWIN BALLADARES,REGION TUMBES,REGION NORTE,2,2,J&V Resguardo S.A.C.,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SOCIEDAD ANÓNIMA,Backus CD Talara,AGENTE SEGURIDAD 24 HRS L/D,0,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,BACKUS CD TALARA,AGENTE SEGURIDAD 24 HRS L/D
144133,21690,K23,2022-05-01,2099-12-31,2,2.3333333333333335,J&V Resguardo S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CASA BIENESTAR BENAVIDES,AGENTE PREVENCIÓN 24 HRS L/D,CARLOS BRACAMONTE,ZONA C12,ZONA CENTRO,3,3,J&V Resguardo S.A.C.,ONCOCENTER PERU S.A.C.,AUNA Casa Bienestar Benavides,AGENTE PREVENCIÓN 24 HRS L/D,0,ONCOCENTER PERU S.A.C.,AUNA CASA BIENESTAR BENAVIDES,AGENTE PREVENCIÓN 24 HRS L/D
85536,20947,I95,2021-12-01,2099-12-31,1,1.1666666666666667,J&V Resguardo S.A.C.,ASOCIACION PERUANO JAPONESA,APJ SEDE CENTRAL,AGENTE REFRIGERANTE 08 HRS L/D DÍA,JOSE ESCALANTE,ZONA C11,ZONA CENTRO,0,,,,,,,ASOCIACION PERUANO JAPONESA,APJ SEDE CENTRAL,AGENTE REFRIGERANTE 08 HRS L/D DÍA
82054,15880,980,2020-09-01,2099-12-31,1,1.0,J&V Resguardo S.A.C.,AUTOSAFE S.A.C.,HUNTER LOCAL TRUJILLO,AGENTE SEGURIDAD 10 HRS L/V + SAB 04 HRS (DÍA),JAN INGA,REGION TRUJILLO,REGION NORTE,1,1,J&V Resguardo S.A.C.,AUTOSAFE S.A.C.,Hunter Local Trujillo,AGENTE SEGURIDAD 10 HRS L/V + SAB 04 HRS (DÍA),0,AUTOSAFE S.A.C.,HUNTER LOCAL TRUJILLO,AGENTE SEGURIDAD 10 HRS L/V + SAB 04 HRS (DÍA)
59493,17639,372,2024-08-16,2099-12-31,1,1.0,J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP ESTUDIOS GRALES. LETRAS EE.GG.LL,AGENTE SEGURIDAD 08 HRS L/S TARDE,ALEJANDRO RIVAS,ZONA N8,ZONA NORTE,1,1,J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP Estudios Grales. Letras EE.GG.LL,AGENTE SEGURIDAD 08 HRS L/S TARDE,0,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP ESTUDIOS GRALES. LETRAS EE.GG.LL,AGENTE SEGURIDAD 08 HRS L/S TARDE
61262,14663,95,2019-05-01,2099-12-31,2,2.3333333333333335,J&V Resguardo S.A.C.,COMPAÑIA PERUANA DE RADIODIFUSION S.A.,AMERICA TV FILIAL PIURA,AGENTE SEGURIDAD 24 HRS L/D,JUAN CRUZ,REGION PIURA,REGION NORTE,2,2,J&V Resguardo S.A.C.,COMPAÑIA PERUANA DE RADIODIFUSION S.A.,America TV Filial Piura,AGENTE SEGURIDAD 24 HRS L/D,0,COMPAÑIA PERUANA DE RADIODIFUSION S.A.,AMERICA TV FILIAL PIURA,AGENTE SEGURIDAD 24 HRS L/D
118082,11484,95,2017-07-01,2099-12-31,2,2.3333333333333335,J&V Resguardo S.A.C.,SUPERVAN S.A.C.,SUPERVAN FAUCETT,AGENTE SEGURIDAD 24 HRS L/D,SANTIAGO BRAVO,ZONA N9,ZONA NORTE,2,2,J&V Resguardo S.A.C.,SUPERVAN S.A.C.,Supervan Faucett,AGENTE SEGURIDAD 24 HRS L/D,0,SUPERVAN S.A.C.,SUPERVAN FAUCETT,AGENTE SEGURIDAD 24 HRS L/D
63394,15974,305,2022-05-01,2099-12-31,1,1.1666666666666667,J&V Resguardo S.A.C.,ADIDAS PERU S.A.C,ADIDAS 503 MBFO INOUTLET LURIN,AGENTE SEGURIDAD 10 HRS L/D (DIA),WILMAR SALAS,ZONA S4,ZONA SUR,1,1,J&V Resguardo S.A.C.,ADIDAS PERU S.A.C,Adidas 503 MBFO InOutlet Lurin,AGENTE SEGURIDAD 10 HRS L/D (DIA),0,ADIDAS PERU S.A.C,ADIDAS 503 MBFO INOUTLET LURIN,AGENTE SEGURIDAD 10 HRS L/D (DIA)
23544,292,42,2020-03-25,2099-12-31,1,1.1666666666666667,J&V Resguardo S.A.C.,BARREDA MOLLER S.CIVIL DE R.L.,RESIDENCIA ALFREDO BARRERA,AGENTE SEGURIDAD 12 HRS L/D NOCHE,LUIS CRISTOBAL,ZONA RG1,ZONA RESIDENCIAS,1,1,J&V Resguardo S.A.C.,BARREDA MOLLER S.CIVIL DE R.L.,Residencia Alfredo Barrera,AGENTE SEGURIDAD 12 HRS L/D NOCHE,0,BARREDA MOLLER S.CIVIL DE R.L.,RESIDENCIA ALFREDO BARRERA,AGENTE SEGURIDAD 12 HRS L/D NOCHE
62015,24666,165,2024-02-01,2099-12-31,2,2.3333333333333335,J&V Resguardo S.A.C.,INVERS.MARITIMAS UNIVERSALES PERU S.A,IMUPESA LOCAL NESTOR GAMBETA 5502 CALLAO,SUPERVISOR SEGURIDAD 24 HRS L/D,SANTIAGO BRAVO,ZONA N9,ZONA NORTE,2,2,J&V Resguardo S.A.C.,INVERS.MARITIMAS UNIVERSALES PERU S.A,Imupesa Local Nestor Gambeta 5502 Callao,SUPERVISOR SEGURIDAD 24 HRS L/D,0,INVERS.MARITIMAS UNIVERSALES PERU S.A,IMUPESA LOCAL NESTOR GAMBETA 5502 CALLAO,SUPERVISOR SEGURIDAD 24 HRS L/D
11883,20568,151,2025-05-01,2025-05-01,1,1.1666666666666667,J&V Resguardo S.A.C.,BANCO INTERAMERICANO DE FINANZAS,BANBIF SEDE SAN ISIDRO,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),JHOMAR MONTENEGRO,CENTRO DE CONTROL LIMA - BANBIF,ZONA CENTRO,0,,,,,,,BANCO INTERAMERICANO DE FINANZAS,BANBIF SEDE SAN ISIDRO,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA)
126663,13484,95,2022-05-01,2099-12-31,2,2.3333333333333335,J&V Resguardo S.A.C.,DESARROLLO PLAZA GRAU SOCIEDAD ANONIMA CERRADA - D,PLAZA GRAU SEDE LIMA,AGENTE SEGURIDAD 24 HRS L/D,RONNIE SIMON,ZONA C5,ZONA CENTRO,2,2,J&V Resguardo S.A.C.,DESARROLLO PLAZA GRAU SOCIEDAD ANONIMA CERRADA - DESARROLLO PLAZA,Plaza Grau Sede Lima,AGENTE SEGURIDAD 24 HRS L/D,0,DESARROLLO PLAZA GRAU SOCIEDAD ANONIMA CERRADA - D,PLAZA GRAU SEDE LIMA,AGENTE SEGURIDAD 24 HRS L/D
193407,25579,95,2024-06-10,2099-12-31,2,2.3333333333333335,J&V Resguardo S.A.C.,VARI ENERGIA S.A.C.,SERFINTEL SE CAMPAS SAN RAMÓN,AGENTE SEGURIDAD 24 HRS L/D,RICHARD CONDO,REGION JUNIN,REGION CENTRO,2,2,J&V Resguardo S.A.C.,VARI ENERGIA S.A.C.,Serfintel SE Campas San Ramón,AGENTE SEGURIDAD 24 HRS L/D,0,VARI ENERGIA S.A.C.,SERFINTEL SE CAMPAS SAN RAMÓN,AGENTE SEGURIDAD 24 HRS L/D
8330,23841,95,2023-10-16,2099-12-31,2,2.3333333333333335,J&V Resguardo S.A.C.,SAN FERNANDO S.A.,SAN FERNANDO PAB GH CORP CHANCAY,AGENTE SEGURIDAD 24 HRS L/D,JORGE ANTON,REGION HUACHO,REGION NORTE,2,2,J&V Resguardo S.A.C.,SAN FERNANDO S.A.,San Fernando PAB GH Corp Chancay,AGENTE SEGURIDAD 24 HRS L/D,0,SAN FERNANDO S.A.,SAN FERNANDO PAB GH CORP CHANCAY,AGENTE SEGURIDAD 24 HRS L/D
22888,251,95,2004-07-01,2099-12-31,4,4.666666666666667,J&V Resguardo S.A.C.,IMPORTACIONES HIRAOKA S.A.C.,HIRAOKA TIENDA MIRAFLORES,AGENTE SEGURIDAD 24 HRS L/D,CARLOS BRACAMONTE,ZONA C12,ZONA CENTRO,5,5,J&V Resguardo S.A.C.,IMPORTACIONES HIRAOKA S.A.C.,Hiraoka Tienda Miraflores,AGENTE SEGURIDAD 24 HRS L/D,0,IMPORTACIONES HIRAOKA S.A.C.,HIRAOKA TIENDA MIRAFLORES,AGENTE SEGURIDAD 24 HRS L/D
7139,23450,529,2023-07-01,2099-12-31,1,1.0,J&V Resguardo S.A.C.,BANCO DE CREDITO DEL PERU,BCP SEDE JUAN DE ARONA SAN ISIDRO,AGENTE SEGURIDAD 12 HRS D/V (DÍA),WASHINGTON CHINININ,ZONA C6,ZONA CENTRO,3,3,J&V Resguardo S.A.C.,BANCO DE CREDITO DEL PERU,BCP Sede Juan De Arona San Isidro,AGENTE SEGURIDAD 12 HRS D/V (DÍA),0,BANCO DE CREDITO DEL PERU,BCP SEDE JUAN DE ARONA SAN ISIDRO,AGENTE SEGURIDAD 12 HRS D/V (DÍA)
60031,23973,41,2023-08-01,2099-12-31,1,1.1666666666666667,J&V Resguardo S.A.C.,EQUINOX INTERNATIONAL S.A.C.,NIKE SJL,AGENTE SEGURIDAD 12 HRS L/D DÍA,RONNIE SIMON,ZONA C5,ZONA CENTRO,0,,,,,,,EQUINOX INTERNATIONAL S.A.C.,NIKE SJL,AGENTE SEGURIDAD 12 HRS L/D DÍA
7592,4992,F88,2025-01-01,2099-12-31,4,7.0,J&V Resguardo S.A.C.,COMPAÑIA MINERA ANTAMINA S.A.,ANTAMINA MINA HUARAZ,AGENTE IDENTIFICACION 08 HRS L/D DÍA,GINO GONZALES,REGION HUARAZ,REGION NORTE,4,4,J&V Resguardo S.A.C.,COMPAÑIA MINERA ANTAMINA S.A.,Antamina Mina Huaraz,AGENTE IDENTIFICACION 08 HRS L/D DÍA,0,COMPAÑIA MINERA ANTAMINA S.A.,ANTAMINA MINA HUARAZ,AGENTE IDENTIFICACION 08 HRS L/D DÍA
23251,79,95,2006-01-01,2099-12-31,6,7.0,J&V Resguardo S.A.C.,BRAEDT S.A. Ó BRSA,BRAEDT PLANTA ATE PRINCIPAL,AGENTE SEGURIDAD 24 HRS L/D,JOSE SIFUENTES,ZONA C3,ZONA CENTRO,8,8,J&V Resguardo S.A.C.,BRAEDT S.A. Ó BRSA,Braedt Planta Ate Principal,AGENTE SEGURIDAD 24 HRS L/D,0,BRAEDT S.A. Ó BRSA,BRAEDT PLANTA ATE PRINCIPAL,AGENTE SEGURIDAD 24 HRS L/D
67486,25997,398,2024-11-20,2099-12-31,2,3.0,J&V Resguardo S.A.C.,STATKRAFT PERU S.A.,STATKRAFT PROYECTO LUPI,AGENTE CONDUCTOR 24 HRS L/D,BERARDO ROMERO,REGION MOQUEGUA,REGION SUR,3,3,J&V Resguardo S.A.C.,STATKRAFT PERU S.A.,Statkraft Proyecto Lupi,AGENTE CONDUCTOR 24 HRS L/D,0,STATKRAFT PERU S.A.,STATKRAFT PROYECTO LUPI,AGENTE CONDUCTOR 24 HRS L/D
85536,20947,95,2021-10-01,2099-12-31,6,7.0,J&V Resguardo S.A.C.,ASOCIACION PERUANO JAPONESA,APJ SEDE CENTRAL,AGENTE SEGURIDAD 24 HRS L/D,JOSE ESCALANTE,ZONA C11,ZONA CENTRO,8,8,J&V Resguardo S.A.C.,ASOCIACION PERUANO JAPONESA,APJ Sede Central,AGENTE SEGURIDAD 24 HRS L/D,0,ASOCIACION PERUANO JAPONESA,APJ SEDE CENTRAL,AGENTE SEGURIDAD 24 HRS L/D
59493,17660,95,2016-08-01,2099-12-31,2,2.3333333333333335,J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP AULARIO,AGENTE SEGURIDAD 24 HRS L/D,ALEJANDRO RIVAS,ZONA N8,ZONA NORTE,3,3,J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP Aulario,AGENTE SEGURIDAD 24 HRS L/D,0,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP AULARIO,AGENTE SEGURIDAD 24 HRS L/D
64608,1888,95,2023-11-29,2099-12-31,2,2.3333333333333335,J&V Resguardo S.A.C.,DIVECENTER S.A.C.,DIVEMOTOR LOCAL TRUJILLO,AGENTE SEGURIDAD 24 HRS L/D,JAN INGA,REGION TRUJILLO,REGION NORTE,3,3,J&V Resguardo S.A.C.,DIVECENTER S.A.C.,Divemotor Local Trujillo,AGENTE SEGURIDAD 24 HRS L/D,0,DIVECENTER S.A.C.,DIVEMOTOR LOCAL TRUJILLO,AGENTE SEGURIDAD 24 HRS L/D
76629,23482,M60,2024-11-01,2099-12-31,1,1.1666666666666667,Liderman Servicios S.A.C.,ALTEK TRADING SOCIEDAD ANONIMA CERRADA-ALTEK TRADI,CC MEGA PLAZA CHIMBOTE,ADMINISTRADOR PARKING 09 HRS L/D DÍA,PERCY CONDE,ZONA PD3,ZONA PARKING Y DELIVERY,1,1,Liderman Servicios S.A.C.,ALTEK TRADING SOCIEDAD ANONIMA CERRADA-ALTEK TRADING S.A.C.,CC Mega Plaza Chimbote,ADMINISTRADOR PARKING 09 HRS L/D DÍA,0,ALTEK TRADING SOCIEDAD ANONIMA CERRADA-ALTEK TRADI,CC MEGA PLAZA CHIMBOTE,ADMINISTRADOR PARKING 09 HRS L/D DÍA
73633,13860,95,2019-04-06,2099-12-31,4,4.666666666666667,J&V Resguardo S.A.C.,FARGOLINE SOCIEDAD ANONIMA - FARGOLINE S.A.,FARGOLINE LOCAL COGORNO,AGENTE SEGURIDAD 24 HRS L/D,FREDDY CERRON,ZONA RT2,ZONA RETAIL,10,10,J&V Resguardo S.A.C.,FARGOLINE SOCIEDAD ANONIMA - FARGOLINE S.A.,Fargoline Local Cogorno,AGENTE SEGURIDAD 24 HRS L/D,0,FARGOLINE SOCIEDAD ANONIMA - FARGOLINE S.A.,FARGOLINE LOCAL COGORNO,AGENTE SEGURIDAD 24 HRS L/D
124672,13125,42,2018-04-01,2099-12-31,1,1.1666666666666667,J&V Resguardo S.A.C.,GRIO S.A.,RESIDENCIA ROMERO 8,AGENTE SEGURIDAD 12 HRS L/D NOCHE,LUIS CRISTOBAL,ZONA RG1,ZONA RESIDENCIAS,2,2,J&V Resguardo S.A.C.,GRIO S.A.,Residencia Romero 8,AGENTE SEGURIDAD 12 HRS L/D NOCHE,0,GRIO S.A.,RESIDENCIA ROMERO 8,AGENTE SEGURIDAD 12 HRS L/D NOCHE
132386,15042,95,2019-06-17,2099-12-31,2,2.3333333333333335,J&V Resguardo S.A.C.,TECNOMINA S.A.C,TECNOMINA LOCAL LURÍN,AGENTE SEGURIDAD 24 HRS L/D,CARLOS HUAMAN,ZONA S2,ZONA SUR,2,2,J&V Resguardo S.A.C.,TECNOMINA S.A.C,Tecnomina Local Lurín,AGENTE SEGURIDAD 24 HRS L/D,0,TECNOMINA S.A.C,TECNOMINA LOCAL LURÍN,AGENTE SEGURIDAD 24 HRS L/D
7006,16448,42,2022-10-01,2099-12-31,1,1.1666666666666667,J&V Resguardo S.A.C.,REPSOL COMERCIAL SAC,REPSOL CENTENARIO CALLAO,AGENTE SEGURIDAD 12 HRS L/D NOCHE,JORGE NAKANO,ZONA N1,ZONA NORTE,1,1,J&V Resguardo S.A.C.,REPSOL COMERCIAL SAC,Repsol Centenario Callao,AGENTE SEGURIDAD 12 HRS L/D NOCHE,0,REPSOL COMERCIAL SAC,REPSOL CENTENARIO CALLAO,AGENTE SEGURIDAD 12 HRS L/D NOCHE
62594,20208,708,2025-05-01,2099-12-31,6,9.0,J&V Resguardo S.A.C.,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PER",SOUTHERN PERÚ TÍA MARÍA Y VALLE TAMBO,AGENTE SEGURIDAD 24 HRS L/D - 1RA V,PERCY PEREZ,REGION AREQUIPA,REGION SUR,9,9,J&V Resguardo S.A.C.,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PERÚ",Southern Perú Tía María y Valle Tambo,AGENTE SEGURIDAD 24 HRS L/D - 1RA V,0,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PER",SOUTHERN PERÚ TÍA MARÍA Y VALLE TAMBO,AGENTE SEGURIDAD 24 HRS L/D - 1RA V
55985,19623,004,2021-02-01,2099-12-31,1,1.1666666666666667,J&V Resguardo S.A.C.,UNIMAR S A,UNIMAR SEDE CALLAO,AGENTE CONDUCTOR 12 HRS L/D DÍA,SANTIAGO BRAVO,ZONA N9,ZONA NORTE,0,,,,,,,UNIMAR S A,UNIMAR SEDE CALLAO,AGENTE CONDUCTOR 12 HRS L/D DÍA
111548,9895,95,2024-01-01,2099-12-31,2,2.3333333333333335,J&V Resguardo S.A.C.,CENTENARIO DESARROLLO URBANO S.A.C,OAC1 OFICINA MOCHE TRUJILLO,AGENTE SEGURIDAD 24 HRS L/D,JAN INGA,REGION TRUJILLO,REGION NORTE,2,2,J&V Resguardo S.A.C.,CENTENARIO DESARROLLO URBANO S.A.C,OAC1 Oficina Moche Trujillo,AGENTE SEGURIDAD 24 HRS L/D,0,CENTENARIO DESARROLLO URBANO S.A.C,OAC1 OFICINA MOCHE TRUJILLO,AGENTE SEGURIDAD 24 HRS L/D
23418,15942,092,2024-05-01,2099-12-31,4,4.666666666666667,J&V Resguardo S.A.C.,IMPALA TERMINALS PERU S.A.C.,IMPALA LOCAL MORA INSPECTORES,INSPECTOR DE PATRIMONIO 24 HRS L/D,SANTIAGO BRAVO,ZONA N9,ZONA NORTE,0,,,,,,,IMPALA TERMINALS PERU S.A.C.,IMPALA LOCAL MORA INSPECTORES,INSPECTOR DE PATRIMONIO 24 HRS L/D
