Cliente,Unidad,Servicio,Personal_Estimado,COMPAÑÍA_SV,CLIENTE_SV,UNIDAD_SV,SERVICIO_SV,Factor_Personas_Promedio,Fecha_Servicio,Registros_Agregados,Clave_Servicio,COD CLIENTE,COD UNID,COD SERVICIO,Personal_Real,COMPAÑÍA_ASIG,CLIENTE_ASIG,UNIDAD_ASIG,SERVICIO_ASIG,Total_Registros,CLIENTE_FINAL,UNIDAD_FINAL,SERVICIO_FINAL,Diferencia_Personal,Porcentaje_Cobertura,Personal_Faltante,Personal_Sobrante,Estado_Asignacion
112043,10043,M59,1,Liderman Servicios S.A.C.,112043,10043,M59,0.16666666666666666,2023-07-01,1,112043_10043_M59,,,,0,,,,,,112043,10043,M59,,,0,0,FALTA
75979,26509, 37,1,J&V Resguardo S.A.C.,75979,26509, 37,0.16666666666666666,2025-04-22,1,75979_26509_ 37,,,,0,,,,,,75979,26509, 37,,,0,0,FALTA
70588,17423, 41,1,J&V Resguardo S.A.C.,70588,17423, 41,0.16666666666666666,2025-05-10,1,70588_17423_ 41,,,,0,,,,,,70588,17423, 41,,,0,0,FALTA
180277,24584,G64,1,J&V Resguardo S.A.C.,180277,24584,G64,0.16666666666666666,2023-12-18,1,180277_24584_G64,180277,24584,G64,1,J&V Resguardo S.A.C.,"ROSALES GOMEZ, MARIA ISABEL",Rosales Gomez María Sede San Isidro,AGENTE MOTORIZADO 12 HRS L/D NOCHE,1,180277,24584,G64,0,100.0,0,0,EXACTO
73633,2439, 95,4,J&V Resguardo S.A.C.,73633,2439, 95,0.16666666666666666,2022-07-28,2,73633_2439_ 95,,,,0,,,,,,73633,2439, 95,,,0,0,FALTA
70588,13237,882,2,J&V Resguardo S.A.C.,70588,13237,882,0.16666666666666666,2018-09-01,1,70588_13237_882,70588,13237,882,3,J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,Real Plaza Primavera,PREVENCIONISTA 24 HRS L/D,3,70588,13237,882,1,150.0,0,1,SOBRECARGA
105587,8953,M10,2,J&V Resguardo S.A.C.,105587,8953,M10,0.0,2023-05-02,1,105587_8953_M10,105587,8953,M10,1,J&V Resguardo S.A.C.,UNIVERSIDAD DE LIMA,U. Lima Campus Monterrico Surco,AGENTE SEGURIDAD ADJ. 16 HRS L/S,1,105587,8953,M10,-1,50.0,1,0,FALTA
126871,13531, 95,2,J&V Resguardo S.A.C.,126871,13531, 95,0.16666666666666666,2022-05-01,1,126871_13531_ 95,,,,0,,,,,,126871,13531, 95,,,0,0,FALTA
129612,19310,B51,1,J&V Resguardo S.A.C.,129612,19310,B51,0.0,2024-03-01,1,129612_19310_B51,129612,19310,B51,1,J&V Resguardo S.A.C.,LAKASA PERU S.A.,Local Ate Cunsac,CONTROLADOR 12 HRS L/S (DÍA),1,129612,19310,B51,0,100.0,0,0,EXACTO
8330,23857, 41,1,J&V Resguardo S.A.C.,8330,23857, 41,0.16666666666666666,2025-03-01,1,8330_23857_ 41,,,,0,,,,,,8330,23857, 41,,,0,0,FALTA
70314,26627, 95,2,J&V Resguardo S.A.C.,70314,26627, 95,0.16666666666666666,2025-05-03,1,70314_26627_ 95,,,,0,,,,,,70314,26627, 95,,,0,0,FALTA
64608,26445, 95,2,J&V Resguardo S.A.C.,64608,26445, 95,0.16666666666666666,2025-03-01,1,64608_26445_ 95,,,,0,,,,,,64608,26445, 95,,,0,0,FALTA
147836,21398, 42,1,J&V Resguardo S.A.C.,147836,21398, 42,0.16666666666666666,2023-10-05,1,147836_21398_ 42,,,,0,,,,,,147836,21398, 42,,,0,0,FALTA
166570,26396,643,1,J&V Resguardo S.A.C.,166570,26396,643,0.0,2025-02-10,1,166570_26396_643,166570,26396,643,1,J&V Resguardo S.A.C.,PROMIGAS PERU S.A.,Promigas Perú San Isidro.,RESGUARDO 12 HRS L/V (DÍA),1,166570,26396,643,0,100.0,0,0,EXACTO
140625,18434, 95,2,J&V Resguardo S.A.C.,140625,18434, 95,0.16666666666666666,2023-02-01,1,140625_18434_ 95,,,,0,,,,,,140625,18434, 95,,,0,0,FALTA
23649,466, 95,4,J&V Resguardo S.A.C.,23649,466, 95,0.16666666666666666,2020-11-01,1,23649_466_ 95,,,,0,,,,,,23649,466, 95,,,0,0,FALTA
75599,2584,L79,1,J&V Resguardo S.A.C.,75599,2584,L79,0.5,2023-02-03,1,75599_2584_L79,75599,2584,L79,1,J&V Resguardo S.A.C.,CIA MINERA RAURA S A,Mina Raura,SUPERVISOR PREVENCIONISTA SSO 12 HRS L/D DÍA,1,75599,2584,L79,0,100.0,0,0,EXACTO
23973,124,156,1,J&V Resguardo S.A.C.,23973,124,156,0.0,2006-01-01,1,23973_124_156,23973,124,156,1,J&V Resguardo S.A.C.,MEDIFARMA S A,Medifarma Local Argentina,SUPERVISOR SEGURIDAD 12 HRS L/S (DIA),1,23973,124,156,0,100.0,0,0,EXACTO
67486,8162,O99,1,J&V Resguardo S.A.C.,67486,8162,O99,0.0,2024-08-01,1,67486_8162_O99,,,,0,,,,,,67486,8162,O99,,,0,0,FALTA
79130,2954,398,2,J&V Resguardo S.A.C.,79130,2954,398,0.5,2022-10-01,1,79130_2954_398,79130,2954,398,3,J&V Resguardo S.A.C.,MINERA LA ZANJA S.R.L.,Minera La Zanja,AGENTE CONDUCTOR 24 HRS L/D,3,79130,2954,398,1,150.0,0,1,SOBRECARGA
9463,22020, 95,2,J&V Resguardo S.A.C.,9463,22020, 95,0.16666666666666666,2022-08-01,1,9463_22020_ 95,,,,0,,,,,,9463,22020, 95,,,0,0,FALTA
70588,13230, 95,8,J&V Resguardo S.A.C.,70588,13230, 95,0.16666666666666666,2018-09-01,3,70588_13230_ 95,,,,0,,,,,,70588,13230, 95,,,0,0,FALTA
23093,3887,459,1,J&V Resguardo S.A.C.,23093,3887,459,0.16666666666666666,2014-11-01,1,23093_3887_459,23093,3887,459,2,J&V Resguardo S.A.C.,ABBOTT LABORATORIOS SA,Abbott Lab. San Isidro,OPERADOR CENTRO CONTROL 12 HRS L/D (NOCHE),2,23093,3887,459,1,200.0,0,1,SOBRECARGA
9463,26648, 41,1,J&V Resguardo S.A.C.,9463,26648, 41,0.16666666666666666,2025-05-11,1,9463_26648_ 41,,,,0,,,,,,9463,26648, 41,,,0,0,FALTA
67142,19387,098,1,J&V Resguardo S.A.C.,67142,19387,098,0.16666666666666666,2020-11-15,1,67142_19387_098,,,,0,,,,,,67142,19387,098,,,0,0,FALTA
23649,4924,080,1,J&V Resguardo S.A.C.,23649,4924,080,0.15384615384615385,2014-03-03,1,23649_4924_080,,,,0,,,,,,23649,4924,080,,,0,0,FALTA
106877,25750, 95,8,J&V Resguardo S.A.C.,106877,25750, 95,0.16666666666666666,2024-08-15,1,106877_25750_ 95,,,,0,,,,,,106877,25750, 95,,,0,0,FALTA
22888,3911, 41,1,J&V Resguardo S.A.C.,22888,3911, 41,0.16666666666666666,2016-05-03,1,22888_3911_ 41,,,,0,,,,,,22888,3911, 41,,,0,0,FALTA
55024,21154, 95,10,J&V Resguardo S.A.C.,55024,21154, 95,0.16666666666666666,2025-01-01,1,55024_21154_ 95,,,,0,,,,,,55024,21154, 95,,,0,0,FALTA
23444,26439,899,1,J&V Resguardo S.A.C.,23444,26439,899,0.0,2025-05-09,1,23444_26439_899,23444,26439,899,1,J&V Resguardo S.A.C.,DISTRIBUIDORA EXCLUSIVA DE PRODUCTOS DE CALIDAD SOCIEDAD ANONIMA,Local Huacho,AGENTE SEGURIDAD 12 HRS D/V NOCHE,1,23444,26439,899,0,100.0,0,0,EXACTO
82747,22169, 95,2,J&V Resguardo S.A.C.,82747,22169, 95,0.16666666666666666,2022-08-22,1,82747_22169_ 95,,,,0,,,,,,82747,22169, 95,,,0,0,FALTA
86429,26507, 95,4,J&V Resguardo S.A.C.,86429,26507, 95,0.16666666666666666,2025-05-10,2,86429_26507_ 95,,,,0,,,,,,86429,26507, 95,,,0,0,FALTA
62803,21907, 27,1,J&V Resguardo S.A.C.,62803,21907, 27,0.0,2024-07-01,1,62803_21907_ 27,,,,0,,,,,,62803,21907, 27,,,0,0,FALTA
23251,79,635,1,J&V Resguardo S.A.C.,23251,79,635,0.16666666666666666,2024-05-25,1,23251_79_635,,,,0,,,,,,23251,79,635,,,0,0,FALTA
72263,3936, 95,4,J&V Resguardo S.A.C.,72263,3936, 95,0.16666666666666666,2013-06-01,2,72263_3936_ 95,,,,0,,,,,,72263,3936, 95,,,0,0,FALTA
71146,4108, 48,1,J&V Resguardo S.A.C.,71146,4108, 48,0.0,2021-02-01,1,71146_4108_ 48,,,,0,,,,,,71146,4108, 48,,,0,0,FALTA
62722,22831, 95,4,J&V Resguardo S.A.C.,62722,22831, 95,0.16666666666666666,2023-06-19,1,62722_22831_ 95,,,,0,,,,,,62722,22831, 95,,,0,0,FALTA
153728,21873, 95,2,J&V Resguardo S.A.C.,153728,21873, 95,0.16666666666666666,2022-07-11,1,153728_21873_ 95,,,,0,,,,,,153728,21873, 95,,,0,0,FALTA
111643,18382, 95,2,J&V Resguardo S.A.C.,111643,18382, 95,0.16666666666666666,2020-06-30,1,111643_18382_ 95,,,,0,,,,,,111643,18382, 95,,,0,0,FALTA
136081,16496, 95,2,J&V Resguardo S.A.C.,136081,16496, 95,0.16666666666666666,2019-11-05,1,136081_16496_ 95,,,,0,,,,,,136081,16496, 95,,,0,0,FALTA
70588,25065,882,2,J&V Resguardo S.A.C.,70588,25065,882,0.16666666666666666,2024-04-01,1,70588_25065_882,70588,25065,882,3,J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,Plaza Center Lurín,PREVENCIONISTA 24 HRS L/D,3,70588,25065,882,1,150.0,0,1,SOBRECARGA
22888,20001, 95,2,J&V Resguardo S.A.C.,22888,20001, 95,0.16666666666666666,2021-05-19,1,22888_20001_ 95,,,,0,,,,,,22888,20001, 95,,,0,0,FALTA
111548,24979, 95,2,J&V Resguardo S.A.C.,111548,24979, 95,0.16666666666666666,2024-01-01,1,111548_24979_ 95,,,,0,,,,,,111548,24979, 95,,,0,0,FALTA
133200,18909, 48,1,J&V Resguardo S.A.C.,133200,18909, 48,0.0,2023-05-13,1,133200_18909_ 48,,,,0,,,,,,133200,18909, 48,,,0,0,FALTA
,3174, 42,1,J&V Resguardo S.A.C.,,3174, 42,0.16666666666666666,2019-07-01,1,,,,,0,,,,,,,3174, 42,,,0,0,FALTA
57917,19229, 48,3,J&V Resguardo S.A.C.,57917,19229, 48,0.0,2024-06-01,1,57917_19229_ 48,,,,0,,,,,,57917,19229, 48,,,0,0,FALTA
7006,16451, 42,1,J&V Resguardo S.A.C.,7006,16451, 42,0.16666666666666666,2022-10-01,1,7006_16451_ 42,,,,0,,,,,,7006,16451, 42,,,0,0,FALTA
82747,4105, 95,8,J&V Resguardo S.A.C.,82747,4105, 95,0.16666666666666666,2013-06-01,2,82747_4105_ 95,,,,0,,,,,,82747,4105, 95,,,0,0,FALTA
8795,3181, 95,2,J&V Resguardo S.A.C.,8795,3181, 95,0.16666666666666666,2017-09-01,1,8795_3181_ 95,,,,0,,,,,,8795,3181, 95,,,0,0,FALTA
89419,26638,723,1,J&V Resguardo S.A.C.,89419,26638,723,0.0,2025-05-05,1,89419_26638_723,89419,26638,723,1,J&V Resguardo S.A.C.,PLUZ ENERGÍA PERÚ S.A.A.,Serv. Adic. Enel Pluz Energia Motorizado,AGENTE MOTORIZADO 12 HRS L/V (DÍA),1,89419,26638,723,0,100.0,0,0,EXACTO
105809,9827,151,1,J&V Resguardo S.A.C.,105809,9827,151,0.16666666666666666,2022-07-11,1,105809_9827_151,105809,9827,151,1,J&V Resguardo S.A.C.,VITAPRO S.A.,Vitapro Planta Trujillo,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),1,105809,9827,151,0,100.0,0,0,EXACTO
62544,21915,607,1,J&V Resguardo S.A.C.,62544,21915,607,0.0,2022-12-05,1,62544_21915_607,,,,0,,,,,,62544,21915,607,,,0,0,FALTA
68514,2170, 95,2,J&V Resguardo S.A.C.,68514,2170, 95,0.16666666666666666,2015-12-04,1,68514_2170_ 95,,,,0,,,,,,68514,2170, 95,,,0,0,FALTA
56913,19707, 95,4,J&V Resguardo S.A.C.,56913,19707, 95,0.16666666666666666,2021-03-01,1,56913_19707_ 95,,,,0,,,,,,56913,19707, 95,,,0,0,FALTA
65770,20312, 95,2,J&V Resguardo S.A.C.,65770,20312, 95,0.16666666666666666,2025-05-01,1,65770_20312_ 95,,,,0,,,,,,65770,20312, 95,,,0,0,FALTA
66965,22934,372,1,J&V Resguardo S.A.C.,66965,22934,372,0.0,2023-03-20,1,66965_22934_372,,,,0,,,,,,66965,22934,372,,,0,0,FALTA
22776,15131, 95,2,J&V Resguardo S.A.C.,22776,15131, 95,0.16666666666666666,2019-07-01,1,22776_15131_ 95,,,,0,,,,,,22776,15131, 95,,,0,0,FALTA
64990,10247, 26,1,J&V Resguardo S.A.C.,64990,10247, 26,0.0,2021-03-01,1,64990_10247_ 26,,,,0,,,,,,64990,10247, 26,,,0,0,FALTA
113623,10975,156,1,J&V Resguardo S.A.C.,113623,10975,156,0.0,2018-10-01,1,113623_10975_156,113623,10975,156,1,J&V Resguardo S.A.C.,COMPANIA MINERA ARES S.A.C.,Minera Ares Residencia La Planicie,SUPERVISOR SEGURIDAD 12 HRS L/S (DIA),1,113623,10975,156,0,100.0,0,0,EXACTO
113623,10973,165,2,J&V Resguardo S.A.C.,113623,10973,165,0.16666666666666666,2017-05-01,1,113623_10973_165,113623,10973,165,3,J&V Resguardo S.A.C.,COMPANIA MINERA ARES S.A.C.,Minera Ares Oficina Lima,SUPERVISOR SEGURIDAD 24 HRS L/D,3,113623,10973,165,1,150.0,0,1,SOBRECARGA
158278,24518,519,3,J&V Resguardo S.A.C.,158278,24518,519,0.16666666666666666,2025-05-09,1,158278_24518_519,,,,0,,,,,,158278,24518,519,,,0,0,FALTA
65227,1703, 95,4,J&V Resguardo S.A.C.,65227,1703, 95,0.16666666666666666,2009-12-01,1,65227_1703_ 95,,,,0,,,,,,65227,1703, 95,,,0,0,FALTA
23649,357,D50,2,J&V Resguardo S.A.C.,23649,357,D50,0.0,2019-11-01,2,23649_357_D50,23649,357,D50,3,J&V Resguardo S.A.C.,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,Edificio Principal,AGENTE SEGURIDAD 12 HRS L/V + 08 HRS SÁB DÍA,3,23649,357,D50,1,150.0,0,1,SOBRECARGA
140449,18249, 95,2,J&V Resguardo S.A.C.,140449,18249, 95,0.16666666666666666,2020-07-01,1,140449_18249_ 95,,,,0,,,,,,140449,18249, 95,,,0,0,FALTA
137219,17442, 95,2,J&V Resguardo S.A.C.,137219,17442, 95,0.16666666666666666,2019-12-19,1,137219_17442_ 95,,,,0,,,,,,137219,17442, 95,,,0,0,FALTA
59493,9567, 41,1,J&V Resguardo S.A.C.,59493,9567, 41,0.16666666666666666,2024-01-01,1,59493_9567_ 41,,,,0,,,,,,59493,9567, 41,,,0,0,FALTA
70588,13233,882,2,J&V Resguardo S.A.C.,70588,13233,882,0.16666666666666666,2018-09-01,1,70588_13233_882,70588,13233,882,2,J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,Real Plaza Trujillo,PREVENCIONISTA 24 HRS L/D,2,70588,13233,882,0,100.0,0,0,EXACTO
62007,26191, 95,2,J&V Resguardo S.A.C.,62007,26191, 95,0.16666666666666666,2024-12-06,1,62007_26191_ 95,,,,0,,,,,,62007,26191, 95,,,0,0,FALTA
62594,1404, 95,4,J&V Resguardo S.A.C.,62594,1404, 95,0.16666666666666666,2018-04-01,1,62594_1404_ 95,,,,0,,,,,,62594,1404, 95,,,0,0,FALTA
62015,24667, 41,1,J&V Resguardo S.A.C.,62015,24667, 41,0.16666666666666666,2024-02-01,1,62015_24667_ 41,,,,0,,,,,,62015,24667, 41,,,0,0,FALTA
54550,25971,L58,1,Liderman Servicios S.A.C.,54550,25971,L58,0.16666666666666666,2024-09-16,1,54550_25971_L58,54550,25971,L58,1,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,HB Uno Ventanilla Callao Parking,AGENTE PARKING 12 HRS L/D TARDE,1,54550,25971,L58,0,100.0,0,0,EXACTO
7006,16436, 95,2,J&V Resguardo S.A.C.,7006,16436, 95,0.16666666666666666,2019-11-01,1,7006_16436_ 95,,,,0,,,,,,7006,16436, 95,,,0,0,FALTA
131380,14708, 95,2,J&V Resguardo S.A.C.,131380,14708, 95,0.16666666666666666,2023-04-30,1,131380_14708_ 95,,,,0,,,,,,131380,14708, 95,,,0,0,FALTA
22801,23037,M05,1,J&V Resguardo S.A.C.,22801,23037,M05,0.0,2024-01-01,1,22801_23037_M05,22801,23037,M05,1,J&V Resguardo S.A.C.,CORPORACION ACEROS AREQUIPA S.A.,Aceros Arequipa Planta Fijo Sede Pisco,OPERADOR CONTROL ACCESOS 12 HRS L/S DÍA,1,22801,23037,M05,0,100.0,0,0,EXACTO
7006,22951, 42,1,J&V Resguardo S.A.C.,7006,22951, 42,0.16666666666666666,2023-11-08,1,7006_22951_ 42,,,,0,,,,,,7006,22951, 42,,,0,0,FALTA
64608,9672, 48,1,J&V Resguardo S.A.C.,64608,9672, 48,0.0,2023-11-29,1,64608_9672_ 48,,,,0,,,,,,64608,9672, 48,,,0,0,FALTA
132919,15084, 20,6,J&V Resguardo S.A.C.,132919,15084, 20,0.0,2025-04-20,2,132919_15084_ 20,,,,0,,,,,,132919,15084, 20,,,0,0,FALTA
146309,26619,I87,1,J&V Resguardo S.A.C.,146309,26619,I87,0.16666666666666666,2025-04-01,1,146309_26619_I87,146309,26619,I87,1,J&V Resguardo S.A.C.,ENEL GENERACION PIURA S.A.,Enel Motorizado Talara (Tareo),SUPERVISOR MOTORIZADO 12 HRS L/D DÍA,1,146309,26619,I87,0,100.0,0,0,EXACTO
144133,21685,K27,1,J&V Resguardo S.A.C.,144133,21685,K27,0.16666666666666666,2022-05-01,1,144133_21685_K27,144133,21685,K27,2,J&V Resguardo S.A.C.,ONCOCENTER PERU S.A.C.,AUNA Clínica Guardia Civil San Borja Cdra. 2,AGENTE PREVENCIÓN 14 HRS L/D DÍA,2,144133,21685,K27,1,200.0,0,1,SOBRECARGA
153728,21873,165,2,J&V Resguardo S.A.C.,153728,21873,165,0.16666666666666666,2022-07-11,1,153728_21873_165,153728,21873,165,3,J&V Resguardo S.A.C.,SUMINISTROS FERMAR S.A.C.,Fermar Sede Villa El Salvador 1,SUPERVISOR SEGURIDAD 24 HRS L/D,3,153728,21873,165,1,150.0,0,1,SOBRECARGA
76462,8952,113,2,J&V Resguardo S.A.C.,76462,8952,113,0.16666666666666666,2016-04-01,1,76462_8952_113,76462,8952,113,2,J&V Resguardo S.A.C.,FENIX POWER PERU S.A.,Fenix Power Local Chilca,OPERADOR CENTRO CONTROL 24 HRS L/D,2,76462,8952,113,0,100.0,0,0,EXACTO
68590,20033, 41,1,J&V Resguardo S.A.C.,68590,20033, 41,0.16666666666666666,2023-12-07,1,68590_20033_ 41,,,,0,,,,,,68590,20033, 41,,,0,0,FALTA
23418,25493, 95,4,J&V Resguardo S.A.C.,23418,25493, 95,0.16666666666666666,2024-04-01,1,23418_25493_ 95,,,,0,,,,,,23418,25493, 95,,,0,0,FALTA
89419,20291, 42,1,J&V Resguardo S.A.C.,89419,20291, 42,0.16666666666666666,2025-04-01,1,89419_20291_ 42,,,,0,,,,,,89419,20291, 42,,,0,0,FALTA
138382,19478,885,2,J&V Resguardo S.A.C.,138382,19478,885,0.16666666666666666,2021-08-01,1,138382_19478_885,138382,19478,885,2,J&V Resguardo S.A.C.,ROMERO GUZMAN DE MUJICA MARIANELLA MARIA DE LOURDE,Servicio de Resguardo,RESGUARDO 15 HRS L/D (DÍA),2,138382,19478,885,0,100.0,0,0,EXACTO
111643,18405, 95,2,J&V Resguardo S.A.C.,111643,18405, 95,0.16666666666666666,2020-06-30,1,111643_18405_ 95,,,,0,,,,,,111643,18405, 95,,,0,0,FALTA
99927,15272, 95,6,J&V Resguardo S.A.C.,99927,15272, 95,0.16666666666666666,2019-08-01,1,99927_15272_ 95,,,,0,,,,,,99927,15272, 95,,,0,0,FALTA
83736,26663,476,2,J&V Resguardo S.A.C.,83736,26663,476,0.5,2025-01-01,1,83736_26663_476,83736,26663,476,2,J&V Resguardo S.A.C.,MARCOBRE S.A.C.,Mina Justa,RESGUARDO 12 HRS L/D DÍA,2,83736,26663,476,0,100.0,0,0,EXACTO
54550,12099, 42,1,J&V Resguardo S.A.C.,54550,12099, 42,0.16666666666666666,2023-02-01,1,54550_12099_ 42,,,,0,,,,,,54550,12099, 42,,,0,0,FALTA
9131,19898,080,1,J&V Resguardo S.A.C.,9131,19898,080,0.15384615384615385,2021-04-20,1,9131_19898_080,,,,0,,,,,,9131,19898,080,,,0,0,FALTA
55081,13179,K94,1,J&V Resguardo S.A.C.,55081,13179,K94,0.5,2025-04-28,1,55081_13179_K94,,,,0,,,,,,55081,13179,K94,,,0,0,FALTA
134403,15736, 53,1,J&V Resguardo S.A.C.,134403,15736, 53,0.0,2019-09-03,1,134403_15736_ 53,,,,0,,,,,,134403,15736, 53,,,0,0,FALTA
146309,20297,D22,2,J&V Resguardo S.A.C.,146309,20297,D22,0.16666666666666666,2021-07-01,1,146309_20297_D22,146309,20297,D22,3,J&V Resguardo S.A.C.,ENEL GENERACION PIURA S.A.,Enel Gener. Piura Central Térmica Malacas Ronda,SUPERVISOR CONDUCTOR 24 HRS L/D,3,146309,20297,D22,1,150.0,0,1,SOBRECARGA
65227,25012, 95,2,J&V Resguardo S.A.C.,65227,25012, 95,0.16666666666666666,2024-03-12,1,65227_25012_ 95,,,,0,,,,,,65227,25012, 95,,,0,0,FALTA
89419,20320,634,1,J&V Resguardo S.A.C.,89419,20320,634,0.0,2025-04-01,1,89419_20320_634,89419,20320,634,1,J&V Resguardo S.A.C.,PLUZ ENERGÍA PERÚ S.A.A.,Enel Coordinador Lima (Tareo),ASISTENTE ADMINISTRATIVO 08 HRS L/S DÍA,1,89419,20320,634,0,100.0,0,0,EXACTO
85652,15038, 95,2,J&V Resguardo S.A.C.,85652,15038, 95,0.16666666666666666,2022-05-01,1,85652_15038_ 95,,,,0,,,,,,85652,15038, 95,,,0,0,FALTA
111643,26641, 42,1,J&V Resguardo S.A.C.,111643,26641, 42,0.16666666666666666,2025-05-09,1,111643_26641_ 42,,,,0,,,,,,111643,26641, 42,,,0,0,FALTA
89419,20263, 95,2,J&V Resguardo S.A.C.,89419,20263, 95,0.16666666666666666,2025-04-01,1,89419_20263_ 95,,,,0,,,,,,89419,20263, 95,,,0,0,FALTA
69289,26666,D20,1,J&V Resguardo S.A.C.,69289,26666,D20,0.0,2025-01-01,1,69289_26666_D20,,,,0,,,,,,69289,26666,D20,,,0,0,FALTA
136081,16495, 42,1,J&V Resguardo S.A.C.,136081,16495, 42,0.16666666666666666,2019-11-05,1,136081_16495_ 42,,,,0,,,,,,136081,16495, 42,,,0,0,FALTA
119512,26568, 64,1,J&V Resguardo S.A.C.,119512,26568, 64,0.16666666666666666,2025-01-01,1,119512_26568_ 64,,,,0,,,,,,119512,26568, 64,,,0,0,FALTA
132919,15084,H43,1,J&V Resguardo S.A.C.,132919,15084,H43,0.0,2024-06-01,1,132919_15084_H43,132919,15084,H43,1,J&V Resguardo S.A.C.,COOP. SERVICIOS EDUCACIONALES ABRAHAM LI,Colegio Abraham Lincoln La Molina,REFRIGERANTE 08 HRS L/V DÍA,1,132919,15084,H43,0,100.0,0,0,EXACTO
72263,8069, 41,1,J&V Resguardo S.A.C.,72263,8069, 41,0.16666666666666666,2021-01-31,1,72263_8069_ 41,,,,0,,,,,,72263,8069, 41,,,0,0,FALTA
158278,22810, 95,2,J&V Resguardo S.A.C.,158278,22810, 95,0.16666666666666666,2023-02-01,1,158278_22810_ 95,,,,0,,,,,,158278,22810, 95,,,0,0,FALTA
112043,23589,F36,3,Liderman Servicios S.A.C.,112043,23589,F36,0.16666666666666666,2023-07-01,1,112043_23589_F36,,,,0,,,,,,112043,23589,F36,,,0,0,FALTA
57917,19229,165,2,J&V Resguardo S.A.C.,57917,19229,165,0.16666666666666666,2024-06-01,1,57917_19229_165,57917,19229,165,2,J&V Resguardo S.A.C.,PETROLEOS DEL PERU PETROPERU SA,Petroperú Refineria Conchan,SUPERVISOR SEGURIDAD 24 HRS L/D,2,57917,19229,165,0,100.0,0,0,EXACTO
90912,5085, 95,2,J&V Resguardo S.A.C.,90912,5085, 95,0.16666666666666666,2014-05-01,1,90912_5085_ 95,,,,0,,,,,,90912,5085, 95,,,0,0,FALTA
55712,1264, 95,8,J&V Resguardo S.A.C.,55712,1264, 95,0.16666666666666666,2019-07-01,2,55712_1264_ 95,,,,0,,,,,,55712,1264, 95,,,0,0,FALTA
148588,21035, 95,4,J&V Resguardo S.A.C.,148588,21035, 95,0.16666666666666666,2021-11-01,1,148588_21035_ 95,,,,0,,,,,,148588,21035, 95,,,0,0,FALTA
144133,23356,M68,2,Liderman Servicios S.A.C.,144133,23356,M68,0.0,2023-07-01,2,144133_23356_M68,144133,23356,M68,2,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,AUNA CBA Independencia Parking,VALET PARKING 12 HRS L/V + 08 HRS SAB DÍA,2,144133,23356,M68,0,100.0,0,0,EXACTO
24097,141, 95,2,J&V Resguardo S.A.C.,24097,141, 95,0.16666666666666666,2022-03-16,1,24097_141_ 95,,,,0,,,,,,24097,141, 95,,,0,0,FALTA
7196,1367,N62,1,J&V Resguardo S.A.C.,7196,1367,N62,0.0,2024-01-01,1,7196_1367_N62,7196,1367,N62,1,J&V Resguardo S.A.C.,EMPRESA EDITORA EL COMERCIO S.A.,El Comercio Sede Principal Lima,SUPERVISOR SENIOR 12 HRS L/S DÍA,1,7196,1367,N62,0,100.0,0,0,EXACTO
102591,8358, 41,1,J&V Resguardo S.A.C.,102591,8358, 41,0.16666666666666666,2024-03-01,1,102591_8358_ 41,,,,0,,,,,,102591,8358, 41,,,0,0,FALTA
71965,12906, 95,10,J&V Resguardo S.A.C.,71965,12906, 95,0.16666666666666666,2025-01-01,1,71965_12906_ 95,,,,0,,,,,,71965,12906, 95,,,0,0,FALTA
147836,20919, 41,1,J&V Resguardo S.A.C.,147836,20919, 41,0.16666666666666666,2023-10-05,1,147836_20919_ 41,,,,0,,,,,,147836,20919, 41,,,0,0,FALTA
69289,26668, 95,36,J&V Resguardo S.A.C.,69289,26668, 95,0.5,2025-01-01,5,69289_26668_ 95,,,,0,,,,,,69289,26668, 95,,,0,0,FALTA
229191,26662, 95,4,J&V Resguardo S.A.C.,229191,26662, 95,0.16666666666666666,2025-04-01,1,229191_26662_ 95,,,,0,,,,,,229191,26662, 95,,,0,0,FALTA
54550,25951,F35,1,Liderman Servicios S.A.C.,54550,25951,F35,0.16666666666666666,2024-09-16,1,54550_25951_F35,54550,25951,F35,1,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,Tottus Chincha Ica Parking,AGENTE PARKING 08 HRS L/D TARDE,1,54550,25951,F35,0,100.0,0,0,EXACTO
22995,26502,080,3,J&V Resguardo S.A.C.,22995,26502,080,0.15384615384615385,2025-02-01,2,22995_26502_080,,,,0,,,,,,22995,26502,080,,,0,0,FALTA
54550,15954,L58,1,Liderman Servicios S.A.C.,54550,15954,L58,0.16666666666666666,2024-09-16,1,54550_15954_L58,54550,15954,L58,1,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,HB Uno Piura Grau Parking,AGENTE PARKING 12 HRS L/D TARDE,1,54550,15954,L58,0,100.0,0,0,EXACTO
