Cliente,Unidad,Servicio,Personal_Estimado,COMPAÑÍA_SV,CLIENTE_SV,UNIDAD_SV,SERVICIO_SV,Factor_Personas_Promedio,Fecha_Servicio,Registros_Agregados,Clave_Servicio,COD CLIENTE,COD UNID,COD SERVICIO,Personal_Real,COMPAÑÍA_ASIG,CLIENTE_ASIG,UNIDAD_ASIG,SERVICIO_ASIG,Total_Registros,CLIENTE_FINAL,UNIDAD_FINAL,SERVICIO_FINAL,Diferencia_Personal,Porcentaje_Cobertura,Personal_Faltante,Personal_Sobrante,Estado_Asignacion
92505,19686, 95,4,J&V Resguardo S.A.C.,92505,19686, 95,0.16666666666666666,2021-03-01,1,92505_19686_ 95,,,,0,,,,,,92505,19686, 95,,,0,0,FALTA
93918,5161, 95,2,J&V Resguardo S.A.C.,93918,5161, 95,0.16666666666666666,2014-06-01,1,93918_5161_ 95,,,,0,,,,,,93918,5161, 95,,,0,0,FALTA
60776,26083, 42,10,J&V Resguardo S.A.C.,60776,26083, 42,0.16666666666666669,2025-05-13,10,60776_26083_ 42,,,,0,,,,,,60776,26083, 42,,,0,0,FALTA
56951,12888, 95,14,J&V Resguardo S.A.C.,56951,12888, 95,0.16666666666666666,2018-05-01,1,56951_12888_ 95,,,,0,,,,,,56951,12888, 95,,,0,0,FALTA
206688,26528, 95,2,J&V Resguardo S.A.C.,206688,26528, 95,0.16666666666666666,2024-12-18,1,206688_26528_ 95,,,,0,,,,,,206688,26528, 95,,,0,0,FALTA
75608,10843, 95,2,J&V Resguardo S.A.C.,75608,10843, 95,0.16666666666666666,2024-11-03,1,75608_10843_ 95,,,,0,,,,,,75608,10843, 95,,,0,0,FALTA
85536,20948, 95,4,J&V Resguardo S.A.C.,85536,20948, 95,0.16666666666666666,2021-10-01,1,85536_20948_ 95,,,,0,,,,,,85536,20948, 95,,,0,0,FALTA
23649,19343, 95,2,J&V Resguardo S.A.C.,23649,19343, 95,0.16666666666666666,2020-11-01,1,23649_19343_ 95,,,,0,,,,,,23649,19343, 95,,,0,0,FALTA
143212,19632, 95,4,J&V Resguardo S.A.C.,143212,19632, 95,0.5,2021-02-01,1,143212_19632_ 95,,,,0,,,,,,143212,19632, 95,,,0,0,FALTA
131380,14706,113,4,J&V Resguardo S.A.C.,131380,14706,113,0.16666666666666666,2019-05-01,2,131380_14706_113,131380,14706,113,5,J&V Resguardo S.A.C.,PERUANA DE MOLDEADOS S.A.C.,Pamolsa Planta Gambetta,OPERADOR CENTRO CONTROL 24 HRS L/D,5,131380,14706,113,1,125.0,0,1,SOBRECARGA
82313,17940, 95,4,J&V Resguardo S.A.C.,82313,17940, 95,0.5,2020-06-01,1,82313_17940_ 95,,,,0,,,,,,82313,17940, 95,,,0,0,FALTA
93617,23888,K83,1,J&V Resguardo S.A.C.,93617,23888,K83,0.0,2023-04-01,1,93617_23888_K83,93617,23888,K83,1,J&V Resguardo S.A.C.,INTERCORP MANAGEMENT S.A.C,Intercorp Resguardos,RESGUARDO PRESIDENCIA 12 HRS L/S DÍA,1,93617,23888,K83,0,100.0,0,0,EXACTO
147488,20564, 95,2,J&V Resguardo S.A.C.,147488,20564, 95,0.16666666666666666,2021-09-01,1,147488_20564_ 95,,,,0,,,,,,147488,20564, 95,,,0,0,FALTA
56948,1478, 41,4,J&V Resguardo S.A.C.,56948,1478, 41,0.16666666666666666,2025-01-01,1,56948_1478_ 41,,,,0,,,,,,56948,1478, 41,,,0,0,FALTA
9416,2655, 95,8,J&V Resguardo S.A.C.,9416,2655, 95,0.16666666666666666,2012-08-01,3,9416_2655_ 95,,,,0,,,,,,9416,2655, 95,,,0,0,FALTA
61262,14672,460,3,J&V Resguardo S.A.C.,61262,14672,460,0.16666666666666666,2019-05-01,1,61262_14672_460,61262,14672,460,4,J&V Resguardo S.A.C.,COMPAÑIA PERUANA DE RADIODIFUSION S.A.,America TV Local Pachacamac,OPERADOR CENTRO CONTROL 24 HRS L/D (3 TURNOS),4,61262,14672,460,1,133.33,0,1,SOBRECARGA
54550,8256, 41,1,J&V Resguardo S.A.C.,54550,8256, 41,0.16666666666666666,2025-03-01,1,54550_8256_ 41,,,,0,,,,,,54550,8256, 41,,,0,0,FALTA
102591,8563,372,1,J&V Resguardo S.A.C.,102591,8563,372,0.0,2025-01-01,1,102591_8563_372,102591,8563,372,1,J&V Resguardo S.A.C.,UNIVERSIDAD PRIVADA DEL NORTE SAC,UPN Sede Comas,AGENTE SEGURIDAD 08 HRS L/S TARDE,1,102591,8563,372,0,100.0,0,0,EXACTO
113623,25869,F16,1,J&V Resguardo S.A.C.,113623,25869,F16,0.16666666666666666,2025-01-03,1,113623_25869_F16,113623,25869,F16,1,J&V Resguardo S.A.C.,COMPANIA MINERA ARES S.A.C.,Serv. Adic. Residencia Barranco,AGENTE SEGURIDAD 12 HRS L/D ROTATIVO,1,113623,25869,F16,0,100.0,0,0,EXACTO
56913,19725, 95,8,J&V Resguardo S.A.C.,56913,19725, 95,0.16666666666666666,2022-05-01,1,56913_19725_ 95,,,,0,,,,,,56913,19725, 95,,,0,0,FALTA
70588,13228,882,2,J&V Resguardo S.A.C.,70588,13228,882,0.16666666666666666,2018-09-01,1,70588_13228_882,70588,13228,882,2,J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,Real Plaza Cajamarca,PREVENCIONISTA 24 HRS L/D,2,70588,13228,882,0,100.0,0,0,EXACTO
134103,15687,I51,1,J&V Resguardo S.A.C.,134103,15687,I51,0.0,2025-04-01,1,134103_15687_I51,134103,15687,I51,1,J&V Resguardo S.A.C.,MINERA BOROO MISQUICHILCA S.A.,Minera Barrick Personal GD,ASISTENTE ADMINISTRATIVO 12 HRS L/S DÍA,1,134103,15687,I51,0,100.0,0,0,EXACTO
191862,25522,O79,1,J&V Resguardo S.A.C.,191862,25522,O79,0.0,2024-11-12,1,191862_25522_O79,191862,25522,O79,1,J&V Resguardo S.A.C.,NAVIMAX S.A.,Primax Pansur Lurin,OPERADOR GPS 08 HRS L/S DÍA,1,191862,25522,O79,0,100.0,0,0,EXACTO
7034,2618, 95,12,J&V Resguardo S.A.C.,7034,2618, 95,0.16666666666666666,2022-03-02,1,7034_2618_ 95,,,,0,,,,,,7034,2618, 95,,,0,0,FALTA
79127,2952,Q80,19,J&V Resguardo S.A.C.,79127,2952,Q80,0.5,2025-01-01,1,79127_2952_Q80,,,,0,,,,,,79127,2952,Q80,,,0,0,FALTA
67486,8162, 95,2,J&V Resguardo S.A.C.,67486,8162, 95,0.16666666666666666,2024-08-01,1,67486_8162_ 95,,,,0,,,,,,67486,8162, 95,,,0,0,FALTA
81865,24997,P22,2,J&V Resguardo S.A.C.,81865,24997,P22,0.0,2024-09-14,2,81865_24997_P22,81865,24997,P22,2,J&V Resguardo S.A.C.,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,Sanna Centro Médico Miraflores,AGENTE SEGURIDAD 14 HRS L/V DÍA + SAB 11 HRS DÍA,2,81865,24997,P22,0,100.0,0,0,EXACTO
62007,22379, 95,6,J&V Resguardo S.A.C.,62007,22379, 95,0.16666666666666666,2022-09-01,1,62007_22379_ 95,,,,0,,,,,,62007,22379, 95,,,0,0,FALTA
124172,26096, 95,2,J&V Resguardo S.A.C.,124172,26096, 95,0.16666666666666666,2024-11-01,1,124172_26096_ 95,,,,0,,,,,,124172,26096, 95,,,0,0,FALTA
22888,379,535,2,J&V Resguardo S.A.C.,22888,379,535,0.16666666666666666,2020-03-31,1,22888_379_535,22888,379,535,1,J&V Resguardo S.A.C.,IMPORTACIONES HIRAOKA S.A.C.,Hiraoka Tienda Abancay (Controladores),CONTROLADOR 9.A,1,22888,379,535,-1,50.0,1,0,FALTA
24546,7248, 42,1,J&V Resguardo S.A.C.,24546,7248, 42,0.16666666666666666,2023-02-18,1,24546_7248_ 42,,,,0,,,,,,24546,7248, 42,,,0,0,FALTA
67887,14111, 42,1,J&V Resguardo S.A.C.,67887,14111, 42,0.16666666666666666,2024-03-27,1,67887_14111_ 42,,,,0,,,,,,67887,14111, 42,,,0,0,FALTA
66965,22931, 95,6,J&V Resguardo S.A.C.,66965,22931, 95,0.16666666666666666,2023-03-20,3,66965_22931_ 95,,,,0,,,,,,66965,22931, 95,,,0,0,FALTA
141788,19304, 42,1,J&V Resguardo S.A.C.,141788,19304, 42,0.16666666666666666,2020-10-17,1,141788_19304_ 42,,,,0,,,,,,141788,19304, 42,,,0,0,FALTA
8330,23874, 95,2,J&V Resguardo S.A.C.,8330,23874, 95,0.16666666666666666,2023-10-16,1,8330_23874_ 95,,,,0,,,,,,8330,23874, 95,,,0,0,FALTA
98665,7870,O66,1,J&V Resguardo S.A.C.,98665,7870,O66,0.0,2025-05-01,1,98665_7870_O66,98665,7870,O66,1,J&V Resguardo S.A.C.,METSO PERU S.A.,Metso Cronos Surco,RECEPCIONISTA SENIOR 08 HRS L/V (DIA),1,98665,7870,O66,0,100.0,0,0,EXACTO
59493,17635,K93,2,J&V Resguardo S.A.C.,59493,17635,K93,0.0,2024-04-16,2,59493_17635_K93,59493,17635,K93,2,J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP Servicios Generales Campus,JEFE DE GRUPO 08 HRS L/S TARDE,2,59493,17635,K93,0,100.0,0,0,EXACTO
7139,14186,H37,5,J&V Resguardo S.A.C.,7139,14186,H37,0.16666666666666666,2024-04-01,2,7139_14186_H37,7139,14186,H37,5,J&V Resguardo S.A.C.,BANCO DE CREDITO DEL PERU,BCP Operador Miraflores 1er Grupo,ANALISTA MONITOREO 08 HRS L/D,5,7139,14186,H37,0,100.0,0,0,EXACTO
90912,26344,080,1,J&V Resguardo S.A.C.,90912,26344,080,1.0,2025-01-10,1,90912_26344_080,,,,0,,,,,,90912,26344,080,,,0,0,FALTA
22801,23044,M05,1,J&V Resguardo S.A.C.,22801,23044,M05,0.0,2024-07-02,1,22801_23044_M05,22801,23044,M05,1,J&V Resguardo S.A.C.,CORPORACION ACEROS AREQUIPA S.A.,Aceros Arequipa Planta Lurín,OPERADOR CONTROL ACCESOS 12 HRS L/S DÍA,1,22801,23044,M05,0,100.0,0,0,EXACTO
85170,19692,882,2,J&V Resguardo Selva S.A.C.,85170,19692,882,0.16666666666666666,2021-03-01,1,85170_19692_882,,,,0,,,,,,85170,19692,882,,,0,0,FALTA
63394,15973,519,1,J&V Resguardo S.A.C.,63394,15973,519,0.16666666666666666,2025-01-01,1,63394_15973_519,63394,15973,519,1,J&V Resguardo S.A.C.,ADIDAS PERU S.A.C,Adidas 501 MBFO InOutlet Faucett,AGENTE SEGURIDAD 08 HRS L/D TARDE,1,63394,15973,519,0,100.0,0,0,EXACTO
76462,8952, 20,1,J&V Resguardo S.A.C.,76462,8952, 20,0.0,2019-05-01,1,76462_8952_ 20,,,,0,,,,,,76462,8952, 20,,,0,0,FALTA
67486,8162,P01,4,J&V Resguardo S.A.C.,67486,8162,P01,0.16666666666666666,2024-08-01,1,67486_8162_P01,67486,8162,P01,4,J&V Resguardo S.A.C.,STATKRAFT PERU S.A.,C.H. Oroya,OPERADOR DE SEGURIDAD CENTRAL 24 HRS L/D,4,67486,8162,P01,0,100.0,0,0,EXACTO
104198,8628,A34,1,J&V Resguardo S.A.C.,104198,8628,A34,0.0,2017-09-22,1,104198_8628_A34,104198,8628,A34,1,J&V Resguardo S.A.C.,LA ESPERANZA DEL PERU S A,Sanna Clínica San Borja,SUPERVISOR ESPECIAL 08 HRS L/S DÍA,1,104198,8628,A34,0,100.0,0,0,EXACTO
55024,21151,J51,1,J&V Resguardo S.A.C.,55024,21151,J51,0.0,2024-11-01,1,55024_21151_J51,55024,21151,J51,1,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW Logistics Gambetta 1 Operaciones,AGENTE IDENTIFICACIONES 12 HRS L/S DÍA,1,55024,21151,J51,0,100.0,0,0,EXACTO
88625,20448, 18,2,J&V Resguardo S.A.C.,88625,20448, 18,0.0,2022-04-21,2,88625_20448_ 18,,,,0,,,,,,88625,20448, 18,,,0,0,FALTA
230065,26690, 42,1,J&V Resguardo S.A.C.,230065,26690, 42,0.16666666666666666,2025-04-26,1,230065_26690_ 42,,,,0,,,,,,230065,26690, 42,,,0,0,FALTA
55024,21157,165,2,J&V Resguardo S.A.C.,55024,21157,165,0.16666666666666666,2021-12-09,1,55024_21157_165,55024,21157,165,3,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW Logistics Paita 1 Operaciones,SUPERVISOR SEGURIDAD 24 HRS L/D,3,55024,21157,165,1,150.0,0,1,SOBRECARGA
90912,5089, 95,2,J&V Resguardo S.A.C.,90912,5089, 95,0.16666666666666666,2014-05-01,1,90912_5089_ 95,,,,0,,,,,,90912,5089, 95,,,0,0,FALTA
63394,2496, 48,1,J&V Resguardo S.A.C.,63394,2496, 48,0.0,2023-10-16,1,63394_2496_ 48,,,,0,,,,,,63394,2496, 48,,,0,0,FALTA
107998,17599, 41,1,J&V Resguardo S.A.C.,107998,17599, 41,0.16666666666666666,2025-05-01,1,107998_17599_ 41,,,,0,,,,,,107998,17599, 41,,,0,0,FALTA
7592,4992,F83,2,J&V Resguardo S.A.C.,7592,4992,F83,0.75,2025-01-01,1,7592_4992_F83,7592,4992,F83,2,J&V Resguardo S.A.C.,COMPAÑIA MINERA ANTAMINA S.A.,Antamina Mina Huaraz,SUPERVISOR MASS Y CAPACITACION 08 HRS L/D DÍA,2,7592,4992,F83,0,100.0,0,0,EXACTO
124172,14228, 95,2,J&V Resguardo S.A.C.,124172,14228, 95,0.16666666666666666,2020-01-01,1,124172_14228_ 95,,,,0,,,,,,124172,14228, 95,,,0,0,FALTA
72263,3396, 41,4,J&V Resguardo S.A.C.,72263,3396, 41,0.16666666666666666,2021-01-31,2,72263_3396_ 41,,,,0,,,,,,72263,3396, 41,,,0,0,FALTA
119803,26481, 41,1,J&V Resguardo S.A.C.,119803,26481, 41,0.16666666666666666,2025-03-17,1,119803_26481_ 41,,,,0,,,,,,119803,26481, 41,,,0,0,FALTA
61605,1416, 95,4,J&V Resguardo S.A.C.,61605,1416, 95,0.16666666666666666,2020-08-01,2,61605_1416_ 95,,,,0,,,,,,61605,1416, 95,,,0,0,FALTA
129899,19490, 42,1,J&V Resguardo S.A.C.,129899,19490, 42,0.16666666666666666,2023-10-05,1,129899_19490_ 42,,,,0,,,,,,129899,19490, 42,,,0,0,FALTA
159297,22888,113,2,J&V Resguardo Selva S.A.C.,159297,22888,113,0.16666666666666666,2023-03-01,1,159297_22888_113,159297,22888,113,3,J&V Resguardo Selva SAC,LOGISTICA PERUANA DEL ORIENTE S.A.,LPO Sede Pucallpa,OPERADOR CENTRO CONTROL 24 HRS L/D,3,159297,22888,113,1,150.0,0,1,SOBRECARGA
62015,24667, 95,6,J&V Resguardo S.A.C.,62015,24667, 95,0.16666666666666666,2024-02-01,2,62015_24667_ 95,,,,0,,,,,,62015,24667, 95,,,0,0,FALTA
7409,3419, 48,9,J&V Resguardo S.A.C.,7409,3419, 48,0.0,2025-01-22,2,7409_3419_ 48,,,,0,,,,,,7409,3419, 48,,,0,0,FALTA
7592,5006,F94,5,J&V Resguardo S.A.C.,7592,5006,F94,0.5,2022-05-01,1,7592_5006_F94,7592,5006,F94,3,J&V Resguardo S.A.C.,COMPAÑIA MINERA ANTAMINA S.A.,Antamina Adicional Tupac Amaru,JEFE GRUPO 08 HRS L/D DÍA,3,7592,5006,F94,-2,60.0,2,0,FALTA
62594,20171,708,12,J&V Resguardo S.A.C.,62594,20171,708,0.5,2025-05-01,1,62594_20171_708,62594,20171,708,18,J&V Resguardo S.A.C.,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PERÚ",Southern Perú Cuajone,AGENTE SEGURIDAD 24 HRS L/D - 1RA V,18,62594,20171,708,6,150.0,0,6,SOBRECARGA
56951,12888,446,1,J&V Resguardo S.A.C.,56951,12888,446,0.0,2021-11-23,1,56951_12888_446,56951,12888,446,1,J&V Resguardo S.A.C.,EMPRESA SIDERURGICA DEL PERU S.A.A.,Sider Planta Chimbote (Tareo),COORDINADOR 12 HRS L/S DIA,1,56951,12888,446,0,100.0,0,0,EXACTO
154886,22159, 53,1,J&V Resguardo S.A.C.,154886,22159, 53,0.0,2022-08-01,1,154886_22159_ 53,,,,0,,,,,,154886,22159, 53,,,0,0,FALTA
23973,2832, 95,12,J&V Resguardo S.A.C.,23973,2832, 95,0.16666666666666666,2011-11-01,2,23973_2832_ 95,,,,0,,,,,,23973,2832, 95,,,0,0,FALTA
198163,25698, 95,2,J&V Resguardo S.A.C.,198163,25698, 95,0.16666666666666666,2024-07-22,1,198163_25698_ 95,,,,0,,,,,,198163,25698, 95,,,0,0,FALTA
7592,4993,F97,38,J&V Resguardo S.A.C.,7592,4993,F97,0.16666666666666666,2022-05-01,2,7592_4993_F97,7592,4993,F97,40,J&V Resguardo S.A.C.,COMPAÑIA MINERA ANTAMINA S.A.,Antamina Mineroducto Huaraz,GUARDIAN ESTACION DE VALVULAS Y PRESION 08 HRS L/D DÍA,40,7592,4993,F97,2,105.26,0,2,SOBRECARGA
128994,14035, 95,2,J&V Resguardo S.A.C.,128994,14035, 95,0.16666666666666666,2019-02-07,1,128994_14035_ 95,,,,0,,,,,,128994,14035, 95,,,0,0,FALTA
70588,2165,025,1,J&V Resguardo S.A.C.,70588,2165,025,0.16666666666666666,2025-01-21,1,70588_2165_025,,,,0,,,,,,70588,2165,025,,,0,0,FALTA
73398,17320,100,1,J&V Resguardo S.A.C.,73398,17320,100,0.0,2019-11-01,1,73398_17320_100,73398,17320,100,1,J&V Resguardo S.A.C.,CUPRICA S.A.C.,Sulcosa Planta Ventanilla,JEFE DE GRUPO 12 HRS L/S DÍA,1,73398,17320,100,0,100.0,0,0,EXACTO
114731,11816, 95,2,J&V Resguardo S.A.C.,114731,11816, 95,0.16666666666666666,2017-10-20,1,114731_11816_ 95,,,,0,,,,,,114731,11816, 95,,,0,0,FALTA
111643,19781,351,2,J&V Resguardo S.A.C.,111643,19781,351,0.0,2020-11-12,2,111643_19781_351,111643,19781,351,2,J&V Resguardo S.A.C.,INVERSIONES NUEVA METROPOLI S.A.C.,Local San Isidro Real 2 Centro Control,OPERADOR CENTRO CONTROL 12 HRS L/S DIA,2,111643,19781,351,0,100.0,0,0,EXACTO
105587,8953,738,82,J&V Resguardo S.A.C.,105587,8953,738,0.0,2024-01-08,4,105587_8953_738,105587,8953,738,78,J&V Resguardo S.A.C.,UNIVERSIDAD DE LIMA,U. Lima Campus Monterrico Surco,AGENTE SEGURIDAD 16 HRS L/S,78,105587,8953,738,-4,95.12,4,0,FALTA
124172,20570, 16,1,J&V Resguardo S.A.C.,124172,20570, 16,0.16666666666666666,2025-05-18,1,124172_20570_ 16,,,,0,,,,,,124172,20570, 16,,,0,0,FALTA
12037,895, 95,10,J&V Resguardo S.A.C.,12037,895, 95,0.16666666666666666,2016-01-01,1,12037_895_ 95,,,,0,,,,,,12037,895, 95,,,0,0,FALTA
22801,23037,M06,1,J&V Resguardo S.A.C.,22801,23037,M06,0.16666666666666666,2023-05-01,1,22801_23037_M06,22801,23037,M06,1,J&V Resguardo S.A.C.,CORPORACION ACEROS AREQUIPA S.A.,Aceros Arequipa Planta Fijo Sede Pisco,COORDINADOR  (VA) 12 HRS L/D DÍA,1,22801,23037,M06,0,100.0,0,0,EXACTO
98454,25172,P50,3,J&V Resguardo S.A.C.,98454,25172,P50,0.0,2024-04-01,3,98454_25172_P50,98454,25172,P50,2,J&V Resguardo S.A.C.,XIMESA S.A.C.,Reyplast Patrimonial Lurín,INSPECTOR DE PATRIMONIO 08 HRS L/S DÍA (NIVEL 2A),2,98454,25172,P50,-1,66.67,1,0,FALTA
56234,1033, 95,2,J&V Resguardo S.A.C.,56234,1033, 95,0.16666666666666666,2012-10-15,1,56234_1033_ 95,,,,0,,,,,,56234,1033, 95,,,0,0,FALTA
97938,17907, 95,2,J&V Resguardo S.A.C.,97938,17907, 95,0.16666666666666666,2020-03-01,1,97938_17907_ 95,,,,0,,,,,,97938,17907, 95,,,0,0,FALTA
116220,26647, 95,2,J&V Resguardo S.A.C.,116220,26647, 95,0.16666666666666666,2025-05-12,1,116220_26647_ 95,,,,0,,,,,,116220,26647, 95,,,0,0,FALTA
54550,23592,F35,3,Liderman Servicios S.A.C.,54550,23592,F35,0.16666666666666666,2023-08-07,1,54550_23592_F35,54550,23592,F35,2,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,Tottus Sede La Molina Espinar Parking,AGENTE PARKING 08 HRS L/D TARDE,2,54550,23592,F35,-1,66.67,1,0,FALTA
90912,5083, 96,2,J&V Resguardo S.A.C.,90912,5083, 96,0.5,2014-09-01,1,90912_5083_ 96,,,,0,,,,,,90912,5083, 96,,,0,0,FALTA
111643,18385, 41,1,J&V Resguardo S.A.C.,111643,18385, 41,0.16666666666666666,2024-10-17,1,111643_18385_ 41,,,,0,,,,,,111643,18385, 41,,,0,0,FALTA
106877,25747,151,1,J&V Resguardo S.A.C.,106877,25747,151,0.16666666666666666,2024-08-16,1,106877_25747_151,106877,25747,151,1,J&V Resguardo S.A.C.,UNIVERSIDAD CONTINENTAL SOCIEDAD ANONIMA CERRADA,U. Cont. Campus Arequipa,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),1,106877,25747,151,0,100.0,0,0,EXACTO
111548,26298, 95,2,J&V Resguardo S.A.C.,111548,26298, 95,0.16666666666666666,2025-01-16,1,111548_26298_ 95,,,,0,,,,,,111548,26298, 95,,,0,0,FALTA
7592,5006,F97,23,J&V Resguardo S.A.C.,7592,5006,F97,1.0,2022-05-01,1,7592_5006_F97,7592,5006,F97,22,J&V Resguardo S.A.C.,COMPAÑIA MINERA ANTAMINA S.A.,Antamina Adicional Tupac Amaru,GUARDIAN ESTACION DE VALVULAS Y PRESION 08 HRS L/D DÍA,22,7592,5006,F97,-1,95.65,1,0,FALTA
75608,2680, 96,8,J&V Resguardo S.A.C.,75608,2680, 96,0.5,2015-07-01,2,75608_2680_ 96,,,,0,,,,,,75608,2680, 96,,,0,0,FALTA
70588,6617,106,2,J&V Resguardo S.A.C.,70588,6617,106,0.16666666666666666,2025-03-01,1,70588_6617_106,70588,6617,106,3,J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,Real Plaza Salaverry,JEFE DE GRUPO 24 HRS L/D,3,70588,6617,106,1,150.0,0,1,SOBRECARGA
9463,22051,026,1,J&V Resguardo S.A.C.,9463,22051,026,0.0,2022-08-01,1,9463_22051_026,,,,0,,,,,,9463,22051,026,,,0,0,FALTA
119803,21144,J78,2,J&V Resguardo S.A.C.,119803,21144,J78,0.16666666666666666,2022-01-22,1,119803_21144_J78,119803,21144,J78,2,J&V Resguardo S.A.C.,DP WORLD CALLAO S.R.L.,DPW Callao Puerto Operaciones,SUPERVISOR DE PATIO 24 HRS L/D,2,119803,21144,J78,0,100.0,0,0,EXACTO
84886,26651,626,2,J&V Resguardo S.A.C.,84886,26651,626,0.16666666666666666,2025-05-15,1,84886_26651_626,84886,26651,626,2,J&V Resguardo S.A.C.,ASOCIACION URBANIZACION COUNTRY CLUB DE VILLA Y LOTIZACIONES LA E,La Encantada de Villa Sede Chorrillos,OPERADOR CCTV 24 HRS L/D,2,84886,26651,626,0,100.0,0,0,EXACTO
54550,25952,L58,1,Liderman Servicios S.A.C.,54550,25952,L58,0.16666666666666666,2024-09-16,1,54550_25952_L58,54550,25952,L58,1,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,Tottus Huacho Parking,AGENTE PARKING 12 HRS L/D TARDE,1,54550,25952,L58,0,100.0,0,0,EXACTO
59493,21618, 18,4,J&V Resguardo S.A.C.,59493,21618, 18,0.0,2025-02-01,1,59493_21618_ 18,,,,0,,,,,,59493,21618, 18,,,0,0,FALTA
175114,26138, 54,1,J&V Resguardo S.A.C.,175114,26138, 54,0.0,2024-11-05,1,175114_26138_ 54,,,,0,,,,,,175114,26138, 54,,,0,0,FALTA
62594,19574,I46,2,J&V Resguardo S.A.C.,62594,19574,I46,0.5,2025-05-01,1,62594_19574_I46,62594,19574,I46,3,J&V Resguardo S.A.C.,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PERÚ",Southern Perú Ilo,SUPERVISOR DE CAMPO 24 HRS L/D,3,62594,19574,I46,1,150.0,0,1,SOBRECARGA
23001,26420, 95,4,J&V Resguardo S.A.C.,23001,26420, 95,0.16666666666666666,2025-03-01,1,23001_26420_ 95,,,,0,,,,,,23001,26420, 95,,,0,0,FALTA
89419,20271,080,1,J&V Resguardo S.A.C.,89419,20271,080,0.16666666666666666,2025-04-01,1,89419_20271_080,,,,0,,,,,,89419,20271,080,,,0,0,FALTA
22801,23633, 41,1,J&V Resguardo S.A.C.,22801,23633, 41,0.16666666666666666,2025-05-19,1,22801_23633_ 41,,,,0,,,,,,22801,23633, 41,,,0,0,FALTA
62594,8910,Q40,1,J&V Resguardo S.A.C.,62594,8910,Q40,0.5,2025-05-01,1,62594_8910_Q40,62594,8910,Q40,1,J&V Resguardo S.A.C.,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PERÚ",Southern Perú Toquepala Brigada Respuesta Emergencias,SUPERVISOR DE BRIGADA 12 HRS L/D DIA,1,62594,8910,Q40,0,100.0,0,0,EXACTO
131380,14707, 48,1,J&V Resguardo S.A.C.,131380,14707, 48,0.0,2020-09-17,1,131380_14707_ 48,,,,0,,,,,,131380,14707, 48,,,0,0,FALTA
117232,11010,977,2,J&V Resguardo S.A.C.,117232,11010,977,1.0,2020-06-01,1,117232_11010_977,117232,11010,977,2,J&V Resguardo S.A.C.,COMPAÑIA MINERA ANTAPACCAY S.A.,Mina,CONTROLADOR DE SEGURIDAD 2 - 08 HRS L/D (DÍA),2,117232,11010,977,0,100.0,0,0,EXACTO
23085,15160, 41,1,J&V Resguardo S.A.C.,23085,15160, 41,0.16666666666666666,2023-10-16,1,23085_15160_ 41,,,,0,,,,,,23085,15160, 41,,,0,0,FALTA
24097,1759,083,1,J&V Resguardo S.A.C.,24097,1759,083,0.0,2023-08-07,1,24097_1759_083,,,,0,,,,,,24097,1759,083,,,0,0,FALTA
54550,25945,F35,2,Liderman Servicios S.A.C.,54550,25945,F35,0.16666666666666666,2024-09-16,1,54550_25945_F35,54550,25945,F35,1,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,Tottus La Pólvora El Agustino Parking,AGENTE PARKING 08 HRS L/D TARDE,1,54550,25945,F35,-1,50.0,1,0,FALTA
106263,9016,F36,1,Liderman Servicios S.A.C.,106263,9016,F36,0.16666666666666666,2023-07-01,1,106263_9016_F36,106263,9016,F36,3,Liderman Servicios S.A.C.,PARQUE LAMBRAMANI SAC,OutletArauco Arequipa,AGENTE PARKING 08 HRS L/D DÍA,3,106263,9016,F36,2,300.0,0,2,SOBRECARGA
8330,23870, 42,1,J&V Resguardo S.A.C.,8330,23870, 42,0.16666666666666666,2023-10-16,1,8330_23870_ 42,,,,0,,,,,,8330,23870, 42,,,0,0,FALTA
7904,2250, 95,2,J&V Resguardo S.A.C.,7904,2250, 95,0.16666666666666666,2011-02-02,1,7904_2250_ 95,,,,0,,,,,,7904,2250, 95,,,0,0,FALTA
24549,9068,Q59,1,J&V Resguardo S.A.C.,24549,9068,Q59,0.16666666666666666,2025-03-25,1,24549_9068_Q59,24549,9068,Q59,1,J&V Resguardo S.A.C.,LIMA AIRPORT PARTNERS S.R.L.,LAP AIJC Administrativos,COORDINADOR OPERATIVO 12 HRS L/D DÍA,1,24549,9068,Q59,0,100.0,0,0,EXACTO
