Compañía,Cliente,Unidad,Servicio,F. Inicio,Fecha Fin,Personal_Real,Personal_Estimado,Personal_Base,Factor_Promedio,Descanseros_Total,Cobertura_Total_Pct,Cobertura_Diferencial,Personal_Faltante,Personal_Sobrante,Eficiencia_Asignacion_Pct,Estado_Asignacion
J&V Resguardo S.A.C.,67486,8162,P01,2024-08-01,2099-12-31,4,4.67,4,0.16666666666666666,0.6666666666666666,85.65,-0.67,0.67,0.0,100.0,FALTA_LEVE
Liderman Servicios S.A.C.,54550,25945,F36,2024-09-16,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,70588,13229,41,2021-04-05,2099-12-31,5,3.5,3,0.16666666666666666,0.5,142.86,1.5,0.0,1.5,70.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,152595,23370,41,2025-05-06,2025-05-06,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,111212,21772,23,2025-05-05,2025-05-09,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,59493,17635,152,2016-08-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,136519,17169,95,2019-11-22,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,146310,20310,95,2025-05-01,2099-12-31,3,2.8,2,0.16666666666666666,0.8,107.14,0.2,0.0,0.2,93.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,120402,12115,95,2017-11-07,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,97718,7877,53,2020-05-01,2099-12-31,2,1.0,1,0.0,0.0,200.0,1.0,0.0,1.0,50.0,SOBRECARGA_LEVE
Liderman Servicios S.A.C.,163887,23476,L39,2024-02-01,2099-12-31,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,111212,21771,41,2025-01-01,2099-12-31,3,1.17,1,0.16666666666666666,0.16666666666666666,256.41,1.83,0.0,1.83,39.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,66965,22934,372,2023-03-20,2099-12-31,0,1.0,1,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,90912,8807,95,2016-02-15,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,167730,23807,B69,2023-12-13,2099-12-31,3,1.0,1,0.0,0.0,300.0,2.0,0.0,2.0,33.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,22888,372,271,2017-09-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,23418,19678,95,2024-05-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,7592,4994,F93,2025-01-01,2099-12-31,2,3.5,2,0.75,1.5,57.14,-1.5,1.5,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,8330,23851,42,2024-07-01,2099-12-31,2,1.17,1,0.16666666666666666,0.16666666666666666,170.94,0.83,0.0,0.83,58.5,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,24449,22425,41,2025-05-10,2025-05-10,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,8795,3189,95,2017-09-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,88625,20448,18,2022-04-21,2099-12-31,2,2.0,2,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,82747,3218,95,2023-01-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,63449,3082,48,2018-07-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,8386,13959,C44,2020-05-11,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,102591,8356,026,2024-04-10,2099-12-31,0,1.0,1,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,59077,1510,80,2023-01-10,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,83736,26664,Q54,2025-04-01,2099-12-31,2,3.0,2,0.5,1.0,66.67,-1.0,1.0,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,98665,7863,53,2025-01-01,2099-12-31,2,2.0,2,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,59493,17653,95,2023-03-06,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,144638,25979,42,2024-12-09,2099-12-31,0,1.5,1,0.5,0.5,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,86429,21719,41,2025-05-04,2025-05-04,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,122009,12675,156,2018-02-16,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,59493,17635,374,2023-01-09,2099-12-31,5,4.67,4,0.16666666666666666,0.6666666666666666,107.07,0.33,0.0,0.33,93.4,SOBRECARGA_LEVE
Liderman Servicios S.A.C.,144133,22452,F20,2022-10-18,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,9463,21851,59,2022-08-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,59493,17635,42,2020-03-17,2099-12-31,3,1.17,1,0.16666666666666666,0.16666666666666666,256.41,1.83,0.0,1.83,39.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,59493,9527,95,2023-06-12,2099-12-31,12,2.33,2,0.16666666666666666,0.3333333333333333,515.02,9.67,0.0,9.67,19.42,SOBRECARGA
J&V Resguardo S.A.C.,9463,22048,59,2022-08-01,2099-12-31,0,1.0,1,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,62594,20171,709,2025-05-01,2099-12-31,37,54.0,36,0.5,18.0,68.52,-17.0,17.0,0.0,100.0,FALTA
J&V Resguardo S.A.C.,60776,25635,26,2024-08-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,83736,26663,Q55,2025-05-01,2099-12-31,1,1.5,1,0.5,0.5,66.67,-0.5,0.5,0.0,100.0,FALTA_LEVE
Liderman Servicios S.A.C.,54550,23330,F35,2023-06-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,7196,8103,D03,2024-01-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,62594,8910,Q42,2025-05-01,2099-12-31,6,12.0,8,0.5,4.0,50.0,-6.0,6.0,0.0,100.0,FALTA
J&V Resguardo S.A.C.,80450,3038,42,2022-05-01,2099-12-31,3,1.5,1,0.5,0.5,200.0,1.5,0.0,1.5,50.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,71965,12908,42,2025-01-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,119242,26035,41,2024-06-15,2099-12-31,2,1.5,1,0.5,0.5,133.33,0.5,0.0,0.5,75.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,23514,94,097,2021-01-01,2099-12-31,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,75979,17810,37,2025-03-23,2099-12-31,0,0.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,102591,8356,026,2025-03-24,2099-12-31,0,2.0,2,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,97938,17905,95,2020-03-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,143729,19746,41,2021-03-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,86429,26507,42,2025-05-17,2025-05-17,0,12.83,11,0.16666666666666666,1.8333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,54555,10275,53,2022-05-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,100627,12103,16,2025-05-11,2025-05-11,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,71146,2604,626,2019-08-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,69289,26668,080,2025-01-01,2099-12-31,0,3.46,3,0.15384615384615385,0.46153846153846156,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,65770,23708,95,2023-08-01,2099-12-31,2,2.8,2,0.16666666666666666,0.8,71.43,-0.8,0.8,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,7409,6633,372,2025-03-24,2099-12-31,5,5.0,5,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,70588,6617,106,2025-03-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,99042,7986,42,2023-07-03,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,85536,20947,95,2021-10-01,2099-12-31,8,7.0,6,0.16666666666666666,1.0,114.29,1.0,0.0,1.0,87.5,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,119803,21145,95,2025-03-17,2099-12-31,5,4.67,4,0.16666666666666666,0.6666666666666666,107.07,0.33,0.0,0.33,93.4,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,70588,13237,48,2025-05-24,2099-12-31,0,1.0,1,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,7592,5019,16,2021-11-01,2099-12-31,6,7.5,5,0.5,2.5,80.0,-1.5,1.5,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,105587,8953,107,2022-04-01,2099-12-31,2,2.0,2,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,75979,17562,41,2025-05-26,2025-05-26,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,93918,12224,95,2017-12-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,161360,23048,95,2023-05-01,2099-12-31,5,4.67,4,0.16666666666666666,0.6666666666666666,107.07,0.33,0.0,0.33,93.4,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,78042,22803,I95,2023-01-01,2099-12-31,0,2.33,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,22949,17481,165,2025-01-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,98914,7699,95,2021-10-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,7139,24490,N47,2023-10-10,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,75979,23355,95,2023-06-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,84886,26651,626,2025-05-15,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,64432,2591,083,2025-01-01,2099-12-31,0,3.0,3,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,7196,1367,N62,2024-01-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,120215,11845,95,2021-09-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,75608,5421,41,2025-05-26,2025-05-29,1,3.5,3,0.16666666666666666,0.5,28.57,-2.5,2.5,0.0,100.0,FALTA
Liderman Servicios S.A.C.,125631,13335,N16,2025-03-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,64432,2791,95,2012-08-01,2099-12-31,5,2.33,2,0.16666666666666666,0.3333333333333333,214.59,2.67,0.0,2.67,46.6,SOBRECARGA
J&V Resguardo S.A.C.,146308,20256,95,2021-07-01,2099-12-31,4,4.67,4,0.16666666666666666,0.6666666666666666,85.65,-0.67,0.67,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,133892,26411,42,2025-02-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,59493,17650,41,2016-08-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,66927,2085,95,2010-10-28,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,9463,26003,16,2025-05-04,2025-05-04,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,110175,9666,53,2022-05-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,133200,15152,95,2019-07-10,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,23649,17611,895,2022-05-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,59493,17668,151,2016-08-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,7034,2619,95,2022-03-02,2099-12-31,10,11.67,10,0.16666666666666666,1.6666666666666665,85.69,-1.67,1.67,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,87857,26569,156,2025-04-01,2099-12-31,2,1.0,1,0.0,0.0,200.0,1.0,0.0,1.0,50.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,103458,8570,95,2016-01-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo Selva S.A.C.,85170,19695,95,2021-03-01,2099-12-31,7,7.0,6,0.16666666666666666,1.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,124172,20570,16,2025-05-18,2025-05-18,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,147836,20920,42,2023-10-05,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,72182,10834,95,2022-05-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,133433,15193,37,2025-04-06,2099-12-31,0,0.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,73633,2421,165,2018-04-14,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,67142,19387,95,2022-01-12,2099-12-31,16,2.33,2,0.16666666666666666,0.3333333333333333,686.7,13.67,0.0,13.67,14.56,SOBRECARGA
J&V Resguardo S.A.C.,83736,26663,B89,2025-01-01,2099-12-31,1,1.5,1,0.5,0.5,66.67,-0.5,0.5,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,70588,13236,025,2022-06-01,2099-12-31,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,141182,18941,26,2020-09-10,2099-12-31,2,2.0,2,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,64608,26546,Q31,2025-03-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,82747,3207,95,2012-01-01,2099-12-31,5,4.67,4,0.16666666666666666,0.6666666666666666,107.07,0.33,0.0,0.33,93.4,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,106658,23763,42,2023-09-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,60776,25636,I96,2024-07-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,22949,20956,42,2021-10-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,64608,9672,95,2023-11-29,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,23019,9468,944,2023-05-01,2099-12-31,2,1.0,1,0.0,0.0,200.0,1.0,0.0,1.0,50.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,9463,22051,026,2022-08-01,2099-12-31,0,1.0,1,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,9463,17725,59,2020-02-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,87857,18989,165,2020-10-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,60776,26083,42,2025-05-23,2025-05-23,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,62007,22188,38,2023-11-15,2099-12-31,0,0.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,156823,26518,95,2025-05-01,2025-05-09,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,22931,1219,53,2023-05-15,2099-12-31,2,1.0,1,0.0,0.0,200.0,1.0,0.0,1.0,50.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,7592,4992,F83,2025-01-01,2099-12-31,2,3.5,2,0.75,1.5,57.14,-1.5,1.5,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,22888,251,41,2023-02-13,2099-12-31,7,1.17,1,0.16666666666666666,0.16666666666666666,598.29,5.83,0.0,5.83,16.71,SOBRECARGA
Liderman Servicios S.A.C.,54550,25962,L58,2024-09-16,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,9463,22019,95,2022-08-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,59079,3134,42,2023-05-27,2099-12-31,2,1.17,1,0.16666666666666666,0.16666666666666666,170.94,0.83,0.0,0.83,58.5,SOBRECARGA_LEVE
J&V Resguardo Selva S.A.C.,155450,22214,42,2024-02-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,128110,23718,95,2023-09-08,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,168941,24418,42,2023-12-01,2099-12-31,2,1.17,1,0.16666666666666666,0.16666666666666666,170.94,0.83,0.0,0.83,58.5,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,56913,19732,41,2021-03-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,161437,24639,F16,2024-02-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,11883,20568,O37,2024-04-20,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,59493,17646,18,2025-02-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,59493,17639,372,2024-08-16,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,62015,24667,42,2025-05-08,2025-05-08,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,71436,9701,42,2016-09-01,2099-12-31,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,102591,8359,100,2022-01-07,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,70314,26627,95,2025-05-03,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,141300,18932,96,2025-01-01,2099-12-31,11,12.0,8,0.5,4.0,91.67,-1.0,1.0,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,111212,21794,928,2025-05-13,2025-05-16,0,1.0,1,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,24467,247,95,2022-05-01,2099-12-31,5,4.67,4,0.16666666666666666,0.6666666666666666,107.07,0.33,0.0,0.33,93.4,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,144133,21687,L45,2022-12-01,2099-12-31,1,2.0,2,0.0,0.0,50.0,-1.0,1.0,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,111548,25036,41,2024-03-15,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,23085,15112,95,2019-07-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,56913,23410,95,2023-06-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,128110,23717,42,2024-10-26,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,71436,12276,95,2018-01-13,2099-12-31,11,4.67,4,0.16666666666666666,0.6666666666666666,235.55,6.33,0.0,6.33,42.45,SOBRECARGA
J&V Resguardo S.A.C.,65770,23709,95,2023-08-01,2099-12-31,3,2.8,2,0.16666666666666666,0.8,107.14,0.2,0.0,0.2,93.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,8330,23873,42,2023-10-16,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,94444,19771,95,2016-10-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,75979,17810,42,2025-03-17,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,72555,7793,95,2015-10-08,2099-12-31,5,2.33,2,0.16666666666666666,0.3333333333333333,214.59,2.67,0.0,2.67,46.6,SOBRECARGA
J&V Resguardo Selva S.A.C.,74359,25096,48,2024-04-06,2099-12-31,0,1.0,1,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,140176,24706,95,2024-01-06,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,75608,2696,95,2025-04-24,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,82747,3370,113,2012-11-01,2099-12-31,4,2.33,2,0.16666666666666666,0.3333333333333333,171.67,1.67,0.0,1.67,58.25,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,24546,7247,021,2023-03-01,2099-12-31,0,2.33,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
