Compañía,Cliente,Unidad,Servicio,F. Inicio,Fecha Fin,Personal_Real,Personal_Estimado,Personal_Base,Factor_Promedio,Descanseros_Total,Cobertura_Total_Pct,Cobertura_Diferencial,Personal_Faltante,Personal_Sobrante,Eficiencia_Asignacion_Pct,Estado_Asignacion
J&V Resguardo S.A.C.,134403,17622,95,2019-09-03,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,143192,19622,J66,2022-01-01,2099-12-31,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,22888,380,95,2004-07-01,2099-12-31,4,4.67,4,0.16666666666666666,0.6666666666666666,85.65,-0.67,0.67,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,161360,23046,95,2023-05-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,23085,3432,G37,2020-05-19,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,62075,297,49,2022-11-07,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,62544,21912,95,2024-07-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,111212,26513,23,2025-05-08,2025-05-10,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
Liderman Servicios S.A.C.,163832,23473,F36,2023-07-01,2025-05-15,0,3.5,3,0.16666666666666666,0.5,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,136081,16495,42,2019-11-05,2099-12-31,2,1.17,1,0.16666666666666666,0.16666666666666666,170.94,0.83,0.0,0.83,58.5,SOBRECARGA_LEVE
Liderman Servicios S.A.C.,163887,23476,L57,2024-05-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,87857,18990,48,2022-09-01,2099-12-31,2,1.0,1,0.0,0.0,200.0,1.0,0.0,1.0,50.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,70588,17423,41,2025-05-10,2025-05-11,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,144133,21691,K23,2022-05-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,113623,10311,96,2025-01-01,2099-12-31,38,42.0,28,0.5,14.0,90.48,-4.0,4.0,0.0,100.0,FALTA
J&V Resguardo S.A.C.,95506,17421,152,2019-12-07,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,111643,18384,41,2020-08-06,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,8330,23838,42,2023-10-16,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,54550,22849,95,2025-03-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,55026,931,48,2022-05-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
Liderman Servicios S.A.C.,54550,25966,L58,2024-09-16,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,64432,2591,41,2020-05-11,2099-12-31,2,1.17,1,0.16666666666666666,0.16666666666666666,170.94,0.83,0.0,0.83,58.5,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,85762,21641,K28,2022-09-08,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,82747,3206,41,2016-08-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,55081,12268,41,2023-03-31,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,23649,19343,95,2020-11-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,24535,722,41,2006-01-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,68514,1965,95,2015-12-04,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,86429,22652,41,2025-05-17,2025-05-20,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,70314,26564,95,2025-04-15,2099-12-31,4,4.67,4,0.16666666666666666,0.6666666666666666,85.65,-0.67,0.67,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,82747,3209,95,2012-01-01,2099-12-31,2,2.31,2,0.15384615384615385,0.3076923076923077,86.58,-0.31,0.31,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,71436,14023,42,2022-04-08,2099-12-31,2,1.17,1,0.16666666666666666,0.16666666666666666,170.94,0.83,0.0,0.83,58.5,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,124387,25080,42,2025-05-12,2025-05-24,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,24546,1148,95,1997-04-01,2099-12-31,7,7.0,6,0.16666666666666666,1.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,99378,7764,95,2015-04-01,2099-12-31,6,4.67,4,0.16666666666666666,0.6666666666666666,128.48,1.33,0.0,1.33,77.83,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,22739,26261,098,2025-01-01,2099-12-31,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
Liderman Servicios S.A.C.,125631,13332,F36,2025-03-16,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,153339,21807,95,2022-06-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
Liderman Servicios S.A.C.,54550,25965,L58,2024-09-16,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,60191,25077,95,2024-04-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,22739,10416,345,2025-01-01,2099-12-31,7,7.0,6,0.16666666666666666,1.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,7592,4996,156,2017-04-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,55081,9764,95,2017-09-07,2099-12-31,7,2.33,2,0.16666666666666666,0.3333333333333333,300.43,4.67,0.0,4.67,33.29,SOBRECARGA
J&V Resguardo S.A.C.,9463,17734,F02,2020-02-01,2099-12-31,7,5.0,5,0.0,0.0,140.0,2.0,0.0,2.0,71.43,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,64608,26546,41,2025-03-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,121436,21226,95,2022-01-01,2099-12-31,37,33.0,22,0.5,11.0,112.12,4.0,0.0,4.0,89.19,SOBRECARGA
J&V Resguardo S.A.C.,59493,17654,18,2024-03-01,2099-12-31,2,2.0,2,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,124387,13067,95,2023-07-01,2099-12-31,13,11.67,10,0.16666666666666666,1.6666666666666665,111.4,1.33,0.0,1.33,89.77,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,75979,15119,42,2025-03-17,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,89419,20285,95,2025-04-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,77667,18966,95,2020-10-01,2099-12-31,14,9.33,8,0.16666666666666666,1.3333333333333333,150.05,4.67,0.0,4.67,66.64,SOBRECARGA
J&V Resguardo S.A.C.,9463,17734,F02,2022-01-01,2099-12-31,7,1.0,1,0.0,0.0,700.0,6.0,0.0,6.0,14.29,SOBRECARGA
J&V Resguardo S.A.C.,24539,22873,95,2023-03-01,2099-12-31,6,4.67,4,0.16666666666666666,0.6666666666666666,128.48,1.33,0.0,1.33,77.83,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,107120,9273,95,2020-09-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,9463,21205,95,2022-01-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,24535,26147,95,2025-01-01,2099-12-31,0,2.33,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,140449,18250,69,2023-12-04,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,64432,2592,093,2022-05-02,2099-12-31,0,2.0,2,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,153916,21922,41,2022-07-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,124387,13068,95,2023-07-01,2099-12-31,4,2.33,2,0.16666666666666666,0.3333333333333333,171.67,1.67,0.0,1.67,58.25,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,22739,25659,48,2024-07-02,2099-12-31,2,2.0,2,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,23649,8077,080,2025-05-14,2099-12-31,0,1.15,1,0.15384615384615385,0.15384615384615385,,,0.0,0.0,0.0,NO_PLANIFICADO
Liderman Servicios S.A.C.,108939,25123,P74,2024-11-09,2099-12-31,0,1.0,1,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,81865,24986,95,2024-03-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,24546,25785,95,2025-05-24,2099-12-31,7,2.33,2,0.16666666666666666,0.3333333333333333,300.43,4.67,0.0,4.67,33.29,SOBRECARGA
J&V Resguardo S.A.C.,56540,1041,95,2024-03-01,2099-12-31,4,4.67,4,0.16666666666666666,0.6666666666666666,85.65,-0.67,0.67,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,93918,5161,95,2014-06-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,145649,20039,151,2022-05-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,68514,1915,95,2015-12-04,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
Liderman Servicios S.A.C.,163887,23476,M87,2024-05-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,67486,25997,398,2024-11-20,2099-12-31,3,3.0,2,0.5,1.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,86429,21778,42,2025-05-10,2025-05-11,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,119803,21144,J78,2022-01-22,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,124672,13127,885,2020-09-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,144268,19862,95,2021-02-01,2099-12-31,1,2.33,2,0.16666666666666666,0.3333333333333333,42.92,-1.33,1.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,130578,14702,J74,2025-05-19,2025-05-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,78042,8404,459,2024-01-16,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,142378,19453,95,2020-11-30,2099-12-31,14,11.67,10,0.16666666666666666,1.6666666666666665,119.97,2.33,0.0,2.33,83.36,SOBRECARGA
J&V Resguardo S.A.C.,22739,25659,53,2024-07-02,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,56913,19730,41,2022-06-03,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,75608,4851,95,2016-01-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,104702,9246,519,2025-05-07,2025-05-09,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,8330,23870,42,2023-10-16,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,156823,22913,95,2023-02-23,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,7006,16466,42,2022-10-01,2099-12-31,2,1.17,1,0.16666666666666666,0.16666666666666666,170.94,0.83,0.0,0.83,58.5,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,22743,273,37,2025-04-13,2099-12-31,0,0.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
Liderman Servicios S.A.C.,54550,25972,F36,2024-09-16,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,99112,7731,95,2015-04-01,2099-12-31,46,35.0,30,0.16666666666666666,5.0,131.43,11.0,0.0,11.0,76.09,SOBRECARGA
J&V Resguardo S.A.C.,70588,13236,95,2018-09-01,2099-12-31,5,2.33,2,0.16666666666666666,0.3333333333333333,214.59,2.67,0.0,2.67,46.6,SOBRECARGA
J&V Resguardo S.A.C.,59493,9574,476,2016-08-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,59077,2581,152,2013-08-15,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,85536,20949,42,2024-07-01,2099-12-31,10,8.17,7,0.16666666666666666,1.1666666666666665,122.4,1.83,0.0,1.83,81.7,SOBRECARGA_LEVE
Liderman Servicios S.A.C.,163887,23625,L39,2023-07-01,2099-12-31,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,7006,16480,42,2025-03-10,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,106559,9056,41,2025-01-01,2099-12-31,3,3.5,3,0.16666666666666666,0.5,85.71,-0.5,0.5,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,106877,25747,151,2024-08-16,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,67142,3378,95,2012-10-13,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,62594,20208,106,2025-05-01,2099-12-31,3,3.0,2,0.5,1.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,162183,26679,476,2025-04-24,2025-05-09,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,118082,11484,95,2017-07-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,144133,21685,K23,2023-09-01,2099-12-31,8,2.33,2,0.16666666666666666,0.3333333333333333,343.35,5.67,0.0,5.67,29.12,SOBRECARGA
J&V Resguardo S.A.C.,116365,10910,95,2017-04-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,59493,17655,372,2024-03-01,2099-12-31,5,5.0,5,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,124387,13067,097,2023-07-01,2099-12-31,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo Selva S.A.C.,23001,26421,95,2025-03-01,2099-12-31,5,4.67,4,0.16666666666666666,0.6666666666666666,107.07,0.33,0.0,0.33,93.4,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,69289,26666,124,2025-01-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,59493,17645,49,2016-07-28,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,99927,15273,95,2019-08-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,22995,25586,95,2024-06-17,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
Liderman Servicios S.A.C.,120689,12254,F36,2023-07-01,2099-12-31,6,5.83,5,0.16666666666666666,0.8333333333333333,102.92,0.17,0.0,0.17,97.17,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,23019,735,95,2006-01-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,,3174,42,2019-07-01,2099-12-31,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,82747,4105,48,2020-05-16,2099-12-31,2,1.0,1,0.0,0.0,200.0,1.0,0.0,1.0,50.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,7044,7540,42,2023-04-24,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,71436,20350,95,2022-11-10,2099-12-31,5,2.33,2,0.16666666666666666,0.3333333333333333,214.59,2.67,0.0,2.67,46.6,SOBRECARGA
J&V Resguardo S.A.C.,24097,141,K21,2022-03-16,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,68156,1878,113,2023-05-26,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,144638,19987,971,2021-04-01,2099-12-31,2,1.5,1,0.5,0.5,133.33,0.5,0.0,0.5,75.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,59493,17649,48,2025-02-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,130170,18429,53,2020-05-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,84886,26651,41,2025-05-15,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,132919,15084,H43,2024-06-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,22739,2570,L81,2024-01-02,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,66303,1751,48,2025-05-05,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,24546,7248,95,2023-03-01,2099-12-31,4,4.67,4,0.16666666666666666,0.6666666666666666,85.65,-0.67,0.67,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,9463,21237,J63,2022-10-01,2099-12-31,2,1.0,1,0.0,0.0,200.0,1.0,0.0,1.0,50.0,SOBRECARGA_LEVE
Liderman Servicios S.A.C.,54550,25958,L58,2024-09-16,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,55838,1022,53,2025-01-06,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,56951,1348,59,2020-05-21,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,23444,93,48,2014-01-01,2099-12-31,3,3.0,3,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,24449,245,95,2014-11-01,2099-12-31,5,2.33,2,0.16666666666666666,0.3333333333333333,214.59,2.67,0.0,2.67,46.6,SOBRECARGA
J&V Resguardo S.A.C.,55081,7499,18,2018-11-22,2099-12-31,2,1.0,1,0.0,0.0,200.0,1.0,0.0,1.0,50.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,119803,26481,41,2025-03-17,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,60031,23973,41,2023-08-01,2099-12-31,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,23089,8370,037,2017-09-01,2099-12-31,0,1.0,1,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,24546,21012,95,2022-05-26,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
Liderman Servicios S.A.C.,144133,23356,M68,2023-07-01,2099-12-31,2,1.0,1,0.0,0.0,200.0,1.0,0.0,1.0,50.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,98156,7577,95,2015-01-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,22888,372,348,2015-11-01,2099-12-31,2,1.17,1,0.16666666666666666,0.16666666666666666,170.94,0.83,0.0,0.83,58.5,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,65770,20301,394,2025-05-01,2099-12-31,2,2.8,2,0.16666666666666666,0.8,71.43,-0.8,0.8,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,111643,18387,41,2020-07-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,24097,1759,41,2024-11-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,129915,26016,95,2024-10-02,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,7409,3420,48,2025-03-24,2099-12-31,5,5.0,5,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,89419,20269,I65,2025-04-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,67887,12444,95,2018-01-16,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,150569,21310,95,2022-02-03,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,70588,13415,41,2025-05-10,2025-05-11,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,72263,3396,41,2021-01-31,2099-12-31,6,2.33,2,0.16666666666666666,0.3333333333333333,257.51,3.67,0.0,3.67,38.83,SOBRECARGA
J&V Resguardo S.A.C.,7592,4996,118,2022-09-05,2099-12-31,5,1.0,1,0.0,0.0,500.0,4.0,0.0,4.0,20.0,SOBRECARGA
J&V Resguardo S.A.C.,7409,3421,41,2024-02-01,2099-12-31,10,9.33,8,0.16666666666666666,1.3333333333333333,107.18,0.67,0.0,0.67,93.3,SOBRECARGA_LEVE
Liderman Servicios S.A.C.,144133,23356,M67,2023-07-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,129899,14230,95,2023-10-05,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
