Compañía,NOMBRE_CLIENTE,Cliente,NOMBRE_UNIDAD,Unidad,NOMBRE_SERVICIO,Servicio,Grupo,NOMBRE_GRUPO,MACROZONA,ZONA,Fecha_Inicio_Min,Fecha_Fin_Max,Personal_Real,Personal_Estimado,Personal_Base,Factor_Promedio,Descanseros_Total,Cobertura_Total_Pct,Cobertura_Diferencial,Personal_Faltante,Personal_Sobrante,Estado_Asignacion
J&V Resguardo S.A.C.,TOYOTA DEL PERU S A,24449,Toyota División de Vehiculos,246,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA NORTE,ZONA N4,2012-01-01,2099-12-31,5,4.666666666666667,4,0.16666666666666666,0.6666666666666666,107.14,0.33,0.0,0.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,56913,Backus CD Ica,19698,AGENTE SEGURIDAD 24 HRS L/D,95,0120,GRUPO BACKUS,REGION SUR,REGION ICA,2021-03-01,2099-12-31,5,4.666666666666667,4,0.16666666666666666,0.6666666666666666,107.14,0.33,0.0,0.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,INVERSIONES SAN BORJA S A,72263,Serv. Adic. La Rambla San Borja,5221,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,0045,GRUPO BRECA,ZONA SUR,ZONA S1,2025-05-08,2025-05-11,0,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,LAKASA PERU S.A.,129612,Local Ate Cunsac,19310,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA CENTRO,ZONA C3,2024-03-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,CORPORACION PRIMAX S.A.,107998,Primax Oficina Principal Panorama CCTV,17603,SUPERVISOR CENTRO CONTROL 12 H L/S DIA,242,0071,GRUPO ROMERO,ZONA SUR,ZONA S6,2024-03-02,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,FINANCIERA QAPAQ S.A.,64990,Qapaq Agencia Mariscal Caceres,9624,AGENTE SEGURIDAD 10 HRS L/S DIA,26,"","",ZONA CENTRO,ZONA C8,2021-03-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,AEROPUERTOS ANDINOS DEL PERU S.A.,71965,AAP Aeropuerto Juliaca,12906,REFRIGERANTE 08 HRS L/D (DÍA),B80,"","",REGION SUR,REGION PUNO,2025-01-01,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,23649,Las Palmeras II Urb. El Golf Trujillo,19344,AGENTE SEGURIDAD 12 HRS DOM DÍA,37,0002,GRUPO GLORIA,REGION NORTE,REGION TRUJILLO,2020-11-01,2099-12-31,0,0.16666666666666666,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,70588,Serv. Adic. Real Plaza Puruchuco,17423,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,"","",ZONA RETAIL,ZONA RT1,2025-05-05,2025-05-05,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,"ROMERO GUZMAN, RAFAEL ERNESTO",113723,Residencia Romero 18,10371,AGENTE SEGURIDAD 12 HRS L/S NOCHE,49,0071,GRUPO ROMERO,ZONA RESIDENCIAS,ZONA RG1,2023-10-04,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,UNIVERSIDAD PRIVADA DEL NORTE SAC,102591,UPN Sede Centro Breña,8356,AGENTE SEGURIDAD 12 HRS L/S DÍA,48,0107,GRUPO LAUREATE,ZONA CENTRO,ZONA C9,2024-03-01,2099-12-31,6,4.0,4,0.0,0.0,150.0,2.0,0.0,2.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,UNIVERSIDAD PRIVADA DEL NORTE SAC,102591,UPN Sede Este SJL,8517,AGENTE SEGURIDAD ESPECIAL 12 HRS L/S (DÍA),026,0107,GRUPO LAUREATE,ZONA CENTRO,ZONA C5,2024-03-01,2099-12-31,0,2.0,2,0.0,0.0,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,AERO TRANSPORTE S A,94759,ATSA Seguridad del Directorio DRS,10146,RESGUARDO 15 HRS L/D (DÍA),885,0071,GRUPO ROMERO,ZONA RESGUARDOS,ZONA CR2,2016-11-01,2099-12-31,2,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,171.43,0.83,0.0,0.83,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,HERMES TRANSPORTES BLINDADOS  S A,60776,BCP - Hortifrut,25730,AGENTE REFRIGERANTE 08 HRS MIE/DOM DIA,P08,"","",REGION NORTE,REGION TRUJILLO,2024-08-01,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,FARMINDUSTRIA S.A.,62544,Farmindustria CD Lurín,21912,AGENTE SEGURIDAD 24 HRS L/D,95,0133,GRUPO FARMINDUSTRIA,ZONA SUR,ZONA S6,2024-07-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,23649,Planta Arequipa,352,AGENTE SEGURIDAD 24 HRS L/D,95,0002,GRUPO GLORIA,REGION SUR,REGION AREQUIPA,2019-07-01,2099-12-31,12,11.666666666666666,10,0.16666666666666666,1.6666666666666665,102.86,0.33,0.0,0.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,ORAZUL ENERGY PERU S.A.,119242,Orazul Planta Cañon del Pato,11752,AGENTE SEGURIDAD 24 HRS L/D,95,0125,GRUPO KALLPA,REGION NORTE,REGION HUARAZ,2021-09-01,2099-12-31,7,6.0,4,0.5,2.0,116.67,1.0,0.0,1.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,Q.P.R. SAC,68978,Quality Products Tienda Benavides Miraflores,3291,AGENTE SEGURIDAD 12 HRS L/V + 11 HRS SÁB + 07 HRS DOM DÍA,Q11,"","",ZONA CENTRO,ZONA C12,2025-02-01,2099-12-31,1,1.0,1,0.16666666666666666,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,COMPAÑIA PERUANA DE RADIODIFUSION S.A.,61262,America TV Repetidora Sullana,14662,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION NORTE,REGION PIURA,2019-05-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,BANCO INTERNACIONAL DEL PERU-INTERBANK,9463,Interbank Tienda Lopez de Ayala San Borja,23994,AGENTE SEGURIDAD 12 HRS L/V + 06 HRS SÁB DÍA,59,"","",ZONA CENTRO,ZONA C8,2023-11-14,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,"CENTRO PERUANO DE AUDICION, LENGUAJE Y APRENDIZAJE",75598,CPAL Martin Pizarro Surco,2578,JEFE DE GRUPO 24 HRS L/D,106,0045,GRUPO BRECA,ZONA SUR,ZONA S3,2020-03-20,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,ENEL GENERACION PIURA S.A.,146309,Enel Motorizado Talara (Tareo),26619,SUPERVISOR MOTORIZADO 12 HRS L/D DÍA,I87,0124,GRUPO ENEL,REGION NORTE,REGION TUMBES,2025-04-01,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,MINSUR S. A.,69289,UM Pucamarca,26665,SUPERVISOR SEGURIDAD 24 HRS L/D,165,0045,GRUPO BRECA,REGION SUR,REGION TACNA,2025-01-01,2099-12-31,3,3.0,2,0.5,1.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,PLUZ ENERGÍA PERÚ S.A.A.,89419,Enel Distrib. Unidades Móviles Maranga,20267,AGENTE CONDUCTOR 24 HRS L/D,398,0124,GRUPO ENEL,ZONA NORTE,ZONA N8,2025-04-01,2099-12-31,5,4.666666666666667,4,0.16666666666666666,0.6666666666666666,107.14,0.33,0.0,0.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,55081,APM Inland Almacén Huachipa,9764,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA CENTRO,ZONA C1,2016-09-10,2099-12-31,7,7.0,6,0.16666666666666666,1.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,POLIMASTER S.A.C.,206688,Polimaster Sede Ate Galvani,26041,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA CENTRO,ZONA C3,2024-10-15,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,XIMESA S.A.C.,98454,Reyplast Patrimonial Ate,25173,ASISTENTE DE SUP. E INSPECCIÓN 08 HRS L/S DIA,O65,"","",ZONA CENTRO,ZONA C3,2024-04-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,COMPANIA MINERA ARES S.A.C.,113623,Mina Inmaculada,10311,AGENTE SEGURIDAD PATRULLA 24 HRS L/D,F51,"","",REGION SUR,REGION AREQUIPA,2023-03-01,2099-12-31,3,3.0,2,0.5,1.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,MINSUR S. A.,69289,Fundición y Refinería MINSUR,26667,AGENTE SEGURIDAD 24 HRS L/D,95,0045,GRUPO BRECA,REGION SUR,REGION ICA,2025-01-01,2099-12-31,11,14.0,12,0.16666666666666666,1.9999999999999998,78.57,-3.0,3.0,0.0,FALTA
J&V Resguardo S.A.C.,PROTEMAX S.A.C.,7308,Protemax Surco,14132,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA SUR,ZONA S3,2019-03-01,2099-12-31,4,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,171.43,1.67,0.0,1.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,CONTRANS S.A.C.,62007,Contrans Local Callao 3,26191,AGENTE SEGURIDAD 24 HRS L/D,95,0134,GRUPO CONTRANS,ZONA NORTE,ZONA N6,2024-12-06,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,BANCO INTERNACIONAL DEL PERU-INTERBANK,9463,Serv. Adic. Interbank MM Vea Las Gardenias Surco,22598,AGENTE SEGURIDAD 08 HRS L/D DÍA,16,"","",ZONA CENTRO,ZONA C8,2025-05-03,2025-05-03,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,INVERSIONES COMINDUSTRIA SOCIEDAD ANONIMA CERRADA,15507,Comindustria Bryson Hill Huarochriri,26520,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA CENTRO,ZONA C1,2025-04-01,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,AERO TRANSPORTE S A,94759,ATSA Residencia Romero 6 B DRS,10287,GUARDIÁN 12 HRS L/D DÍA,894,0071,GRUPO ROMERO,ZONA RESIDENCIAS,ZONA RG1,2016-12-01,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,75979,Planta Agregados Mailing,15119,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,0002,GRUPO GLORIA,REGION SUR,REGION AREQUIPA,2025-03-17,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,IMPORTACIONES HIRAOKA S.A.C.,22888,Hiraoka Terreno Surco,20001,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA SUR,ZONA S3,2021-05-19,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,INVERSIONES PENTA S A,57787,Pana Residencia San Isidro,1099,CONDUCTOR RESGUARDO 10 HRS L/S DIA,F25,0004,GRUPO PANA,ZONA RESGUARDOS,ZONA CR1,2021-03-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,UNIVERSIDAD CONTINENTAL SOCIEDAD ANONIMA CERRADA,106877,U. Cont. Campus Ayacucho,25824,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION CENTRO,REGION AYACUCHO,2024-08-27,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,56913,Backus CD Huaraz,19704,AGENTE SEGURIDAD 24 HRS L/D,95,0120,GRUPO BACKUS,REGION NORTE,REGION HUARAZ,2021-03-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,"PAT. EN FID., D.LEG- N° 861, NO INS. EN LA SMV, DI",90476,P. F. Real Plaza Huánuco,7291,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,"","",REGION CENTRO,REGION HUANUCO,2020-12-06,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,CONSORCIO TRANSMANTARO S.A.,93918,CTM SE Chincha Ica,23623,AGENTE SEGURIDAD 24 HRS L/D,95,0059,GRUPO RED,REGION SUR,REGION ICA,2023-08-17,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,LIMA AIRPORT PARTNERS S.R.L.,24549,LAP AIJC Administrativos,9068,COORDINADOR OPERATIVO 12 HRS L/D DÍA,Q59,"","",ZONA AVIACION,ZONA A1,2025-03-25,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,59493,PUCP Sección Química,17640,AGENTE SEGURIDAD 12 HRS L/S DÍA,48,"","",ZONA NORTE,ZONA N8,2022-04-25,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,75608,Tasa Planta Astilleros,2675,AGENTE SEGURIDAD 24 HRS L/D,95,0045,GRUPO BRECA,REGION NORTE,REGION CHIMBOTE,2011-08-01,2099-12-31,7,7.0,6,0.16666666666666666,1.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,PERUFARMA S A,24097,Perufarma Sede Santa Francisca,144,AGENTE SEGURIDAD 24 HRS L/S,99,"","",ZONA CENTRO,ZONA C9,2022-03-16,2099-12-31,2,2.0,2,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,INDIAN MOTOS S.A.C.,133688,Indian Motos Local Callao,15419,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA NORTE,ZONA N4,2019-08-03,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,INVERSIONES NACIONALES DE TURISMO S.A.,7034,Serv. Adic. Westin Food Hall Miraflores,26262,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,0045,GRUPO BRECA,ZONA CENTRO,ZONA C6,2024-12-23,2099-12-31,2,4.666666666666667,4,0.16666666666666666,0.6666666666666666,42.86,-2.67,2.67,0.0,FALTA
J&V Resguardo S.A.C.,IMPORTACIONES HIRAOKA S.A.C.,22888,Hiraoka Tienda Abancay,378,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,"","",ZONA CENTRO,ZONA C4,2004-07-01,2099-12-31,5,3.5,3,0.16666666666666666,0.5,142.86,1.5,0.0,1.5,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,MINSUR S. A.,69289,UM Pucamarca,26665,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,0045,GRUPO BRECA,REGION SUR,REGION TACNA,2025-01-01,2099-12-31,1,1.5,1,0.5,0.5,66.67,-0.5,0.5,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,DISTRIBUIDORA NORTE PACASMAYO SRL,12349,Planta Puente Tarata izquierdo,26608,AGENTE SEGURIDAD 24 HRS L/D,95,0023,GRUPO PACASMAYO,REGION ORIENTE,REGION SAN MARTIN,2025-02-01,2099-12-31,0,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,SAN FERNANDO S.A.,8330,San Fernando OAP Chincha,23868,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION SUR,REGION ICA,2023-10-16,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,UNIMAR S A,55985,Unimar Sede Paita,19624,AGENTE SEGURIDAD 24 HRS L/D,95,0118,GRUPO UNIMAR,REGION NORTE,REGION PIURA,2021-02-01,2099-12-31,8,7.0,6,0.16666666666666666,1.0,114.29,1.0,0.0,1.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,81865,Sanna Obra Proceres SJL,24445,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA CENTRO,ZONA C5,2023-12-08,2025-05-18,0,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,NO_PLANIFICADO
Liderman Servicios S.A.C.,INMOBILIARIA SIC S.A.,157772,C. Comercial San Isidro Parking,22780,AGENTE PARKING 08 HRS L/D DÍA,F36,"","",ZONA PARKING Y DELIVERY,ZONA PD2,2023-01-01,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,EMPRESA EDITORA EL COMERCIO S.A.,7196,El Comercio Planta Chiclayo,928,SUPERVISOR SENIOR 24 HRS L/D,D03,0036,GRUPO EL COMERCIO,REGION NORTE,REGION CHICLAYO,2024-01-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,ALICORP SAA,71436,Alicorp Operativos Molino Callao,10102,CONDUCTOR SEGURIDAD 12 HRS L/D NOCHE,068,0071,GRUPO ROMERO,ZONA RESGUARDOS,ZONA CR2,2016-09-01,2099-12-31,0,4.666666666666667,4,0.16666666666666666,0.6666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,REPSOL COMERCIAL SAC,7006,Repsol Colonial 2 Lima,16480,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,0099,GRUPO REPSOL,ZONA CENTRO,ZONA C5,2025-03-10,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,JJC CONTRATISTAS GENERALES S.A.,59079,JJC Contratistas Grales. Almacén VES,1184,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA SUR,ZONA S2,2008-06-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,CONSORCIO INTI PUNKU,163392,Inti Punku AIJC Seguridad Patrimonial,24874,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,"","",ZONA AVIACION,ZONA A1,2024-08-15,2099-12-31,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,LATAM AIRLINES PERU S.A.,7054,Latam Motorizado Callao,25572,MESA DE PARTES 08 HRS L/V DÍA,O67,0027,GRUPO LATAM,ZONA PARKING Y DELIVERY,ZONA PARKING Y DELIVERY,2024-06-03,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,SOFTYS PERU S.A.C.,87857,Softys Almacén CD BSF Punta Hermosa,18965,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA SUR,ZONA S5,2024-05-01,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,75608,Tasa Planta Complejo Callao Norte,2665,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,0045,GRUPO BRECA,ZONA NORTE,ZONA N5,2020-06-01,2099-12-31,3,3.5,3,0.16666666666666666,0.5,85.71,-0.5,0.5,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,70588,Real Plaza Arequipa,13227,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION SUR,REGION AREQUIPA,2020-09-20,2099-12-31,8,7.0,6,0.16666666666666666,1.0,114.29,1.0,0.0,1.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,FERREYROS SOCIEDAD ANÓNIMA,82747,Local Ciudad Trujillo,3212,AGENTE SEGURIDAD 12 HRS L/S DÍA,48,0044,GRUPO FERREYROS,REGION NORTE,REGION TRUJILLO,2015-08-17,2099-12-31,2,1.0,1,0.0,0.0,200.0,1.0,0.0,1.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,56913,Backus Sede Administrativa,19736,SUPERVISOR SEGURIDAD 12 HRS L/D ROTATIVO,D37,0120,GRUPO BACKUS,ZONA CENTRO,ZONA C2,2021-03-01,2099-12-31,2,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,171.43,0.83,0.0,0.83,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,XIMESA S.A.C.,98454,Reyplast Patrimonial Ate,25173,INSPECTOR DE PATRIMONIO 08 HRS L/S DÍA (NIVEL 5A),P54,"","",ZONA CENTRO,ZONA C3,2024-04-01,2099-12-31,0,1.0,1,0.0,0.0,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,IMPALA TERMINALS PERU S.A.C.,23418,Impala Local Mora,92,AGENTE CONDUCTOR 24 HRS L/D,398,0005,GRUPO TRAFIGURA,ZONA NORTE,ZONA N9,2022-12-06,2099-12-31,4,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,171.43,1.67,0.0,1.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,ADMINISTRACION INMOBILIARIA SOCIEDAD ANONIMA CERRA,22739,Serv. Adic. Binswanger Edificio More,26672,AGENTE RECEPCIONISTA 10 HRS L/D DÍA,A57,"","",ZONA CENTRO,ZONA C6,2025-05-20,2025-05-23,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,UNIVERSIDAD PRIVADA DEL NORTE SAC,102591,UPN Sede El Molino Trujillo,8357,AGENTE SEGURIDAD 08 HRS L/S TARDE,372,0107,GRUPO LAUREATE,REGION NORTE,REGION TRUJILLO,2024-03-01,2099-12-31,2,2.0,2,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,70588,Real Plaza Pro,13238,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA RETAIL,ZONA RT2,2018-09-01,2099-12-31,7,4.666666666666667,4,0.16666666666666666,0.6666666666666666,150.0,2.33,0.0,2.33,SOBRECARGA
J&V Resguardo S.A.C.,IMPALA TERMINALS PERU S.A.C.,23418,Impala Loca Área Muestrera,1999,AGENTE SEGURIDAD 24 HRS L/D,95,0005,GRUPO TRAFIGURA,ZONA NORTE,ZONA N9,2017-04-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,NOATUM LOGISTICS PERU INC. S.R.L.,132040,Noatum Logistics Moquegua,15003,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION SUR,REGION MOQUEGUA,2020-10-21,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.,7409,UPC Campus San Isidro,3420,AGENTE SEGURIDAD 08 HRS L/S TARDE,372,0107,GRUPO LAUREATE,ZONA CENTRO,ZONA C11,2025-03-24,2099-12-31,2,2.0,2,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,PLUZ ENERGÍA PERÚ S.A.A.,89419,Enel Motorizado Callao y Ventanilla (Tareo),20322,SUPERVISOR MOTORIZADO 12 HRS L/D DÍA,I87,0124,GRUPO ENEL,ZONA NORTE,ZONA N1,2021-08-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,G.W. YICHANG & CIA S.A.,68514,G W Yichang Oficina Corpac San Isidro,2555,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA CENTRO,ZONA C7,2015-12-04,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,UNIVERSIDAD PRIVADA DEL NORTE SAC,102591,UPN Sede San Isidro Trujillo,8358,CHOFER 08 HRS L/S TARDE,O43,0107,GRUPO LAUREATE,REGION NORTE,REGION TRUJILLO,2024-05-02,2099-12-31,2,2.0,2,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,AEROPUERTOS DEL PERU S.A.,56948,ADP Aeropuerto Cajamarca,1469,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,"","",REGION NORTE,REGION CAJAMARCA,2025-01-01,2099-12-31,3,3.5,3,0.16666666666666666,0.5,85.71,-0.5,0.5,0.0,FALTA_LEVE
