Cliente_Codigo;Unidad_Codigo;Servicio_Codigo;Personal_Real;Personal_Estimado;Diferencia;Cobertura_Pct;Estado;Es_Numerico;Longitud_Codigo
23089;8370; 42;0;1.166666667;;0;SIN_DATOS;23089;5
73633;26594;082;0;1.166666667;;0;SIN_DATOS;73633;5
167804;23814; 42;0;1.166666667;;0;SIN_DATOS;167804;6
22739;26261;098;0;1.166666667;;0;SIN_DATOS;22739;5
54550;23331;M59;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
95506;17421;152;1;1.166666667;-0.166666667;85.7;FALTA;95506;5
89419;20269;C24;1;1.166666667;-0.166666667;85.7;FALTA;89419;5
115337;10707; 41;0;1.166666667;;0;SIN_DATOS;115337;6
67887;25862; 42;0;1.166666667;;0;SIN_DATOS;67887;5
54554;3824; 30;0;1.166666667;;0;SIN_DATOS;54554;5
7006;16462; 42;0;1.166666667;;0;SIN_DATOS;7006;4
22930;23490;775;1;1.166666667;-0.166666667;85.7;FALTA;22930;5
111643;18384; 41;0;1.166666667;;0;SIN_DATOS;111643;6
54550;22993;E10;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
78042;19408;355;1;1.166666667;-0.166666667;85.7;FALTA;78042;5
24449;7230; 41;0;1.166666667;;0;SIN_DATOS;24449;5
108413;26072; 42;0;1.166666667;;0;SIN_DATOS;108413;6
68629;15163; 41;0;1.166666667;;0;SIN_DATOS;68629;5
24539;22873; 41;0;1.166666667;;0;SIN_DATOS;24539;5
54550;15701; 17;0;1.166666667;;0;SIN_DATOS;54550;5
111592;25930; 41;0;1.166666667;;0;SIN_DATOS;111592;6
22888;1147; 42;0;1.166666667;;0;SIN_DATOS;22888;5
111212;21976; 23;0;1.166666667;;0;SIN_DATOS;111212;6
56913;19706; 42;0;1.166666667;;0;SIN_DATOS;56913;5
54550;25956;L39;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
54550;25943;F36;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
106658;25031; 42;0;1.166666667;;0;SIN_DATOS;106658;6
163887;23476;L57;1;1.166666667;-0.166666667;85.7;FALTA;163887;6
62007;22188; 42;0;1.166666667;;0;SIN_DATOS;62007;5
23251;79;635;0;1.166666667;;0;SIN_DATOS;23251;5
8330;23858; 41;0;1.166666667;;0;SIN_DATOS;8330;4
56913;19732; 41;0;1.166666667;;0;SIN_DATOS;56913;5
54550;22990;F36;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
157772;22780;L80;0;1.166666667;;0;SIN_DATOS;157772;6
125631;23508;M58;1;1.166666667;-0.166666667;85.7;FALTA;125631;6
63394;15973; 16;0;1.166666667;;0;SIN_DATOS;63394;5
7006;16466; 42;0;1.166666667;;0;SIN_DATOS;7006;4
106263;9016;F36;3;1.166666667;1.833333333;257.1;SOBRECARGA;106263;6
112043;10708;M59;1;1.166666667;-0.166666667;85.7;FALTA;112043;6
23649;106;152;1;1.166666667;-0.166666667;85.7;FALTA;23649;5
56212;22638; 41;0;1.166666667;;0;SIN_DATOS;56212;5
22930;23490;F36;1;1.166666667;-0.166666667;85.7;FALTA;22930;5
60031;12935; 41;0;1.166666667;;0;SIN_DATOS;60031;5
54550;25962;L58;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
111548;25036; 42;0;1.166666667;;0;SIN_DATOS;111548;6
163894;23481;M51;1;1.166666667;-0.166666667;85.7;FALTA;163894;6
101493;8160;184;2;1.166666667;0.833333333;171.4;SOBRECARGA;101493;6
160980;24561;M36;1;1.166666667;-0.166666667;85.7;FALTA;160980;6
56212;15276; 42;0;1.166666667;;0;SIN_DATOS;56212;5
147836;20920; 41;0;1.166666667;;0;SIN_DATOS;147836;6
147836;20919; 41;0;1.166666667;;0;SIN_DATOS;147836;6
11883;20568;151;0;1.166666667;;0;SIN_DATOS;11883;5
63394;2492;519;1;1.166666667;-0.166666667;85.7;FALTA;63394;5
110850;9818; 41;0;1.166666667;;0;SIN_DATOS;110850;6
7409;3794; 41;0;1.166666667;;0;SIN_DATOS;7409;4
88625;20447;184;1;1.166666667;-0.166666667;85.7;FALTA;88625;5
54550;25966;L58;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
106877;25745;151;1;1.166666667;-0.166666667;85.7;FALTA;106877;6
54550;22991;F36;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
60191;1240; 41;0;1.166666667;;0;SIN_DATOS;60191;5
63394;15290;787;0;1.166666667;;0;SIN_DATOS;63394;5
59493;19539; 16;0;1.166666667;;0;SIN_DATOS;59493;5
75979;6554;152;1;1.166666667;-0.166666667;85.7;FALTA;75979;5
56948;1472; 16;0;1.166666667;;0;SIN_DATOS;56948;5
0056;3174;082;0;1.166666667;;0;SIN_DATOS;0056;4
62543;10823; 41;0;1.166666667;;0;SIN_DATOS;62543;5
133892;15832; 41;0;1.166666667;;0;SIN_DATOS;133892;6
63394;15282;522;0;1.166666667;;0;SIN_DATOS;63394;5
136576;18244; 42;0;1.166666667;;0;SIN_DATOS;136576;6
144619;19921;870;2;1.166666667;0.833333333;171.4;SOBRECARGA;144619;6
7006;16468; 42;0;1.166666667;;0;SIN_DATOS;7006;4
124672;13127;886;1;1.166666667;-0.166666667;85.7;FALTA;124672;6
137117;25773; 41;0;1.166666667;;0;SIN_DATOS;137117;6
54550;25947;F35;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
147609;20555; 42;0;1.166666667;;0;SIN_DATOS;147609;6
85661;3369; 41;0;1.166666667;;0;SIN_DATOS;85661;5
107113;24540; 42;0;1.166666667;;0;SIN_DATOS;107113;6
9416;26590; 42;0;1.166666667;;0;SIN_DATOS;9416;4
70588;14031; 41;0;1.166666667;;0;SIN_DATOS;70588;5
22801;23042; 42;0;1.166666667;;0;SIN_DATOS;22801;5
111643;18381; 41;0;1.166666667;;0;SIN_DATOS;111643;6
23649;352; 42;0;1.166666667;;0;SIN_DATOS;23649;5
113346;10345;885;2;1.166666667;0.833333333;171.4;SOBRECARGA;113346;6
23649;4353; 42;0;1.166666667;;0;SIN_DATOS;23649;5
63394;25618;787;1;1.166666667;-0.166666667;85.7;FALTA;63394;5
89419;26277; 41;0;1.166666667;;0;SIN_DATOS;89419;5
206688;26582; 41;0;1.166666667;;0;SIN_DATOS;206688;6
63394;2485;305;1;1.166666667;-0.166666667;85.7;FALTA;63394;5
23444;475; 42;0;1.166666667;;0;SIN_DATOS;23444;5
23544;292; 42;0;1.166666667;;0;SIN_DATOS;23544;5
137596;17535;Q39;0;1.166666667;;0;SIN_DATOS;137596;6
125631;13335;N16;1;1.166666667;-0.166666667;85.7;FALTA;125631;6
54550;25967;L58;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
54550;22992;F36;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
54550;25951;F35;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
88625;20448; 41;0;1.166666667;;0;SIN_DATOS;88625;5
111548;19876; 42;0;1.166666667;;0;SIN_DATOS;111548;6
106559;9049; 41;0;1.166666667;;0;SIN_DATOS;106559;6
54550;25959;L58;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
67142;19387;098;0;1.166666667;;0;SIN_DATOS;67142;5
22739;26261;151;1;1.166666667;-0.166666667;85.7;FALTA;22739;5
7006;16448; 42;0;1.166666667;;0;SIN_DATOS;7006;4
59077;11709;152;2;1.166666667;0.833333333;171.4;SOBRECARGA;59077;5
157772;22780;F35;2;1.166666667;0.833333333;171.4;SOBRECARGA;157772;6
157518;22761;K79;1;1.166666667;-0.166666667;85.7;FALTA;157518;6
163872;23474;F35;0;1.166666667;;0;SIN_DATOS;163872;6
59077;2581;151;1;1.166666667;-0.166666667;85.7;FALTA;59077;5
68629;1924; 42;0;1.166666667;;0;SIN_DATOS;68629;5
9463;19670; 41;0;1.166666667;;0;SIN_DATOS;9463;4
8330;23847; 42;0;1.166666667;;0;SIN_DATOS;8330;4
91529;16351;F35;0;1.166666667;;0;SIN_DATOS;91529;5
56948;1471; 41;0;1.166666667;;0;SIN_DATOS;56948;5
7006;22951; 42;0;1.166666667;;0;SIN_DATOS;7006;4
54550;25951;F36;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
8330;23851; 42;0;1.166666667;;0;SIN_DATOS;8330;4
173925;26499; 41;0;1.166666667;;0;SIN_DATOS;173925;6
82919;3947; 16;0;1.166666667;;0;SIN_DATOS;82919;5
78042;8404;L69;1;1.166666667;-0.166666667;85.7;FALTA;78042;5
22995;728;082;0;1.166666667;;0;SIN_DATOS;22995;5
75608;2695; 42;0;1.166666667;;0;SIN_DATOS;75608;5
141641;19029; 41;0;1.166666667;;0;SIN_DATOS;141641;6
54550;25954;F35;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
23085;1831; 41;0;1.166666667;;0;SIN_DATOS;23085;5
71436;9694; 42;0;1.166666667;;0;SIN_DATOS;71436;5
111643;18379; 41;0;1.166666667;;0;SIN_DATOS;111643;6
59077;11709; 41;0;1.166666667;;0;SIN_DATOS;59077;5
61607;10233; 42;0;1.166666667;;0;SIN_DATOS;61607;5
85536;20947; 41;0;1.166666667;;0;SIN_DATOS;85536;5
111212;21794; 23;0;1.166666667;;0;SIN_DATOS;111212;6
8330;23859; 42;0;1.166666667;;0;SIN_DATOS;8330;4
63394;26233;859;2;1.166666667;0.833333333;171.4;SOBRECARGA;63394;5
23418;25493; 41;0;1.166666667;;0;SIN_DATOS;23418;5
111643;18389;J24;1;1.166666667;-0.166666667;85.7;FALTA;111643;6
59493;17668;151;1;1.166666667;-0.166666667;85.7;FALTA;59493;5
67887;21270; 42;0;1.166666667;;0;SIN_DATOS;67887;5
54554;3823; 16;0;1.166666667;;0;SIN_DATOS;54554;5
9463;26498; 41;0;1.166666667;;0;SIN_DATOS;9463;4
107110;25013;476;0;1.166666667;;0;SIN_DATOS;107110;6
64990;22585; 16;0;1.166666667;;0;SIN_DATOS;64990;5
112043;23595;L39;0;1.166666667;;0;SIN_DATOS;112043;6
75608;6683; 42;0;1.166666667;;0;SIN_DATOS;75608;5
198472;25708;P97;0;1.166666667;;0;SIN_DATOS;198472;6
63394;15280;G55;0;1.166666667;;0;SIN_DATOS;63394;5
133892;15832; 42;0;1.166666667;;0;SIN_DATOS;133892;6
7783;25563;152;1;1.166666667;-0.166666667;85.7;FALTA;7783;4
135708;23438; 08;0;1.166666667;;0;SIN_DATOS;135708;6
56913;19736;L71;0;1.166666667;;0;SIN_DATOS;56913;5
59077;4904;151;1;1.166666667;-0.166666667;85.7;FALTA;59077;5
141182;22840; 17;0;1.166666667;;0;SIN_DATOS;141182;6
65770;20317;080;0;1.166666667;;0;SIN_DATOS;65770;5
102591;8517; 41;0;1.166666667;;0;SIN_DATOS;102591;6
99091;23656; 42;0;1.166666667;;0;SIN_DATOS;99091;5
59493;19539;376;0;1.166666667;;0;SIN_DATOS;59493;5
136081;16495; 42;0;1.166666667;;0;SIN_DATOS;136081;6
94759;10287;894;1;1.166666667;-0.166666667;85.7;FALTA;94759;5
54550;23334;M59;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
54550;23335;F35;2;1.166666667;0.833333333;171.4;SOBRECARGA;54550;5
56913;19724; 42;0;1.166666667;;0;SIN_DATOS;56913;5
70588;13521; 41;0;1.166666667;;0;SIN_DATOS;70588;5
22739;2570;151;1;1.166666667;-0.166666667;85.7;FALTA;22739;5
143978;19793;097;0;1.166666667;;0;SIN_DATOS;143978;6
66944;7733;A71;1;1.166666667;-0.166666667;85.7;FALTA;66944;5
22888;372;537;1;1.166666667;-0.166666667;85.7;FALTA;22888;5
153916;21922; 41;0;1.166666667;;0;SIN_DATOS;153916;6
163912;23488;F35;0;1.166666667;;0;SIN_DATOS;163912;6
23251;25140;152;1;1.166666667;-0.166666667;85.7;FALTA;23251;5
63394;15974; 22;0;1.166666667;;0;SIN_DATOS;63394;5
22949;17486;151;1;1.166666667;-0.166666667;85.7;FALTA;22949;5
62594;22983;L95;1;1.166666667;-0.166666667;85.7;FALTA;62594;5
7034;13549; 41;0;1.166666667;;0;SIN_DATOS;7034;4
66944;7726; 42;0;1.166666667;;0;SIN_DATOS;66944;5
89419;20278;453;2;1.166666667;0.833333333;171.4;SOBRECARGA;89419;5
112043;23589;L58;0;1.166666667;;0;SIN_DATOS;112043;6
147836;20919;H32;2;1.166666667;0.833333333;171.4;SOBRECARGA;147836;6
89419;20272;005;0;1.166666667;;0;SIN_DATOS;89419;5
54550;25968;L58;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
55081;12408; 42;0;1.166666667;;0;SIN_DATOS;55081;5
23099;26301;F36;0;1.166666667;;0;SIN_DATOS;23099;5
55712;1264; 42;0;1.166666667;;0;SIN_DATOS;55712;5
24546;7248; 42;0;1.166666667;;0;SIN_DATOS;24546;5
56948;1471; 17;0;1.166666667;;0;SIN_DATOS;56948;5
59493;9567; 42;0;1.166666667;;0;SIN_DATOS;59493;5
54550;23592;M59;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
8795;19889; 42;0;1.166666667;;0;SIN_DATOS;8795;4
99091;21706;K27;0;1.166666667;;0;SIN_DATOS;99091;5
15507;431; 42;0;1.166666667;;0;SIN_DATOS;15507;5
59493;17668;374;0;1.166666667;;0;SIN_DATOS;59493;5
7006;16472; 42;0;1.166666667;;0;SIN_DATOS;7006;4
7242;17406; 41;0;1.166666667;;0;SIN_DATOS;7242;4
23418;92;O28;2;1.166666667;0.833333333;171.4;SOBRECARGA;23418;5
163887;23476;L58;1;1.166666667;-0.166666667;85.7;FALTA;163887;6
23649;353;M34;2;1.166666667;0.833333333;171.4;SOBRECARGA;23649;5
147836;21398;H32;0;1.166666667;;0;SIN_DATOS;147836;6
86429;21778; 42;0;1.166666667;;0;SIN_DATOS;86429;5
70588;7743; 42;0;1.166666667;;0;SIN_DATOS;70588;5
161360;23053; 41;0;1.166666667;;0;SIN_DATOS;161360;6
71965;12909; 42;0;1.166666667;;0;SIN_DATOS;71965;5
54550;25976;L58;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
85536;26433; 41;0;1.166666667;;0;SIN_DATOS;85536;5
116365;19600; 41;0;1.166666667;;0;SIN_DATOS;116365;6
56913;19707; 42;0;1.166666667;;0;SIN_DATOS;56913;5
70588;13236;025;0;1.166666667;;0;SIN_DATOS;70588;5
55081;12268; 41;0;1.166666667;;0;SIN_DATOS;55081;5
58298;3290; 42;0;1.166666667;;0;SIN_DATOS;58298;5
22801;23034;769;1;1.166666667;-0.166666667;85.7;FALTA;22801;5
59493;17635;152;1;1.166666667;-0.166666667;85.7;FALTA;59493;5
54550;23335;F36;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
102591;8358; 42;0;1.166666667;;0;SIN_DATOS;102591;6
111548;18897; 41;0;1.166666667;;0;SIN_DATOS;111548;6
23649;106;082;0;1.166666667;;0;SIN_DATOS;23649;5
111548;9893; 42;0;1.166666667;;0;SIN_DATOS;111548;6
155177;22203; 79;0;1.166666667;;0;SIN_DATOS;155177;6
75604;2598;151;1;1.166666667;-0.166666667;85.7;FALTA;75604;5
62722;26172; 42;0;1.166666667;;0;SIN_DATOS;62722;5
107113;24540;151;1;1.166666667;-0.166666667;85.7;FALTA;107113;6
22888;3911; 41;0;1.166666667;;0;SIN_DATOS;22888;5
70588;22178; 42;0;1.166666667;;0;SIN_DATOS;70588;5
9463;26648;D96;0;1.166666667;;0;SIN_DATOS;9463;4
82747;3374;965;1;1.166666667;-0.166666667;85.7;FALTA;82747;5
55985;19623;004;0;1.166666667;;0;SIN_DATOS;55985;5
56948;26; 16;0;1.166666667;;0;SIN_DATOS;56948;5
59077;1279;152;2;1.166666667;0.833333333;171.4;SOBRECARGA;59077;5
141788;19304; 42;0;1.166666667;;0;SIN_DATOS;141788;6
54550;25957;L58;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
22801;23633; 41;0;1.166666667;;0;SIN_DATOS;22801;5
147836;24649; 41;0;1.166666667;;0;SIN_DATOS;147836;6
70588;13433; 41;0;1.166666667;;0;SIN_DATOS;70588;5
23649;1458; 41;0;1.166666667;;0;SIN_DATOS;23649;5
97714;7523; 42;0;1.166666667;;0;SIN_DATOS;97714;5
106877;25746;151;1;1.166666667;-0.166666667;85.7;FALTA;106877;6
86429;22653; 41;0;1.166666667;;0;SIN_DATOS;86429;5
106668;9072; 42;0;1.166666667;;0;SIN_DATOS;106668;6
64608;26444; 41;0;1.166666667;;0;SIN_DATOS;64608;5
7783;25563;459;1;1.166666667;-0.166666667;85.7;FALTA;7783;4
111643;18388; 41;0;1.166666667;;0;SIN_DATOS;111643;6
56948;1465; 41;0;1.166666667;;0;SIN_DATOS;56948;5
146130;20198; 42;0;1.166666667;;0;SIN_DATOS;146130;6
146310;26618;I87;1;1.166666667;-0.166666667;85.7;FALTA;146310;6
9463;22598; 16;0;1.166666667;;0;SIN_DATOS;9463;4
157772;22780;E10;1;1.166666667;-0.166666667;85.7;FALTA;157772;6
111643;18389;J23;1;1.166666667;-0.166666667;85.7;FALTA;111643;6
85657;12505;097;0;1.166666667;;0;SIN_DATOS;85657;5
71965;12906;B80;1;1.166666667;-0.166666667;85.7;FALTA;71965;5
126664;13486;374;1;1.166666667;-0.166666667;85.7;FALTA;126664;6
119803;26479; 41;0;1.166666667;;0;SIN_DATOS;119803;6
120215;20041; 41;0;1.166666667;;0;SIN_DATOS;120215;6
54550;25958;L58;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
9416;2655;B80;2;1.166666667;0.833333333;171.4;SOBRECARGA;9416;4
124672;26470;885;1;1.166666667;-0.166666667;85.7;FALTA;124672;6
7409;3422; 41;0;1.166666667;;0;SIN_DATOS;7409;4
7409;8985; 41;0;1.166666667;;0;SIN_DATOS;7409;4
7006;21290; 42;0;1.166666667;;0;SIN_DATOS;7006;4
54550;25954;L58;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
161437;24639;F16;1;1.166666667;-0.166666667;85.7;FALTA;161437;6
23649;106; 41;0;1.166666667;;0;SIN_DATOS;23649;5
7006;16402; 42;0;1.166666667;;0;SIN_DATOS;7006;4
54550;22988;F35;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
150569;21310;519;1;1.166666667;-0.166666667;85.7;FALTA;150569;6
154867;22118; 41;0;1.166666667;;0;SIN_DATOS;154867;6
75979;17565; 41;0;1.166666667;;0;SIN_DATOS;75979;5
76629;23482;M89;1;1.166666667;-0.166666667;85.7;FALTA;76629;5
63181;7946; 16;0;1.166666667;;0;SIN_DATOS;63181;5
99112;7731;151;1;1.166666667;-0.166666667;85.7;FALTA;99112;5
82747;3206; 41;0;1.166666667;;0;SIN_DATOS;82747;5
70588;13232; 42;0;1.166666667;;0;SIN_DATOS;70588;5
153470;21827;476;1;1.166666667;-0.166666667;85.7;FALTA;153470;6
163894;23481;E10;1;1.166666667;-0.166666667;85.7;FALTA;163894;6
145649;20039; 78;0;1.166666667;;0;SIN_DATOS;145649;6
70588;13552; 41;0;1.166666667;;0;SIN_DATOS;70588;5
59493;17646; 41;0;1.166666667;;0;SIN_DATOS;59493;5
113623;25869;F16;1;1.166666667;-0.166666667;85.7;FALTA;113623;6
75845;6584; 42;0;1.166666667;;0;SIN_DATOS;75845;5
59493;9515; 42;0;1.166666667;;0;SIN_DATOS;59493;5
64432;2591; 41;0;1.166666667;;0;SIN_DATOS;64432;5
133433;15193; 42;0;1.166666667;;0;SIN_DATOS;133433;6
62594;22983;L94;1;1.166666667;-0.166666667;85.7;FALTA;62594;5
70588;13239; 42;0;1.166666667;;0;SIN_DATOS;70588;5
102591;8358; 16;0;1.166666667;;0;SIN_DATOS;102591;6
129899;19490; 42;0;1.166666667;;0;SIN_DATOS;129899;6
60031;23973; 41;0;1.166666667;;0;SIN_DATOS;60031;5
59493;9548; 42;0;1.166666667;;0;SIN_DATOS;59493;5
54550;25970;L58;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
22743;273; 42;0;1.166666667;;0;SIN_DATOS;22743;5
85139;4971; 41;0;1.166666667;;0;SIN_DATOS;85139;5
75608;2695;151;1;1.166666667;-0.166666667;85.7;FALTA;75608;5
152595;23605;L59;1;1.166666667;-0.166666667;85.7;FALTA;152595;6
158598;22837; 41;0;1.166666667;;0;SIN_DATOS;158598;6
54550;10845; 42;0;1.166666667;;0;SIN_DATOS;54550;5
147488;23646; 42;0;1.166666667;;0;SIN_DATOS;147488;6
125631;13332;M61;1;1.166666667;-0.166666667;85.7;FALTA;125631;6
176426;24670; 42;0;1.166666667;;0;SIN_DATOS;176426;6
61262;14671; 42;0;1.166666667;;0;SIN_DATOS;61262;5
144133;21686;K28;2;1.166666667;0.833333333;171.4;SOBRECARGA;144133;6
106877;25749;151;1;1.166666667;-0.166666667;85.7;FALTA;106877;6
147836;20919; 42;0;1.166666667;;0;SIN_DATOS;147836;6
106559;20348; 41;0;1.166666667;;0;SIN_DATOS;106559;6
128110;23718; 42;0;1.166666667;;0;SIN_DATOS;128110;6
70588;13240; 41;0;1.166666667;;0;SIN_DATOS;70588;5
102591;8359; 16;0;1.166666667;;0;SIN_DATOS;102591;6
59079;1184; 42;0;1.166666667;;0;SIN_DATOS;59079;5
207914;26081; 42;0;1.166666667;;0;SIN_DATOS;207914;6
163872;23474;E10;0;1.166666667;;0;SIN_DATOS;163872;6
70588;6617;870;1;1.166666667;-0.166666667;85.7;FALTA;70588;5
91529;16112;F35;2;1.166666667;0.833333333;171.4;SOBRECARGA;91529;5
124387;13068;097;0;1.166666667;;0;SIN_DATOS;124387;6
110850;12448; 42;0;1.166666667;;0;SIN_DATOS;110850;6
151094;21400;519;1;1.166666667;-0.166666667;85.7;FALTA;151094;6
54550;25946;F36;0;1.166666667;;0;SIN_DATOS;54550;5
54550;23334;F36;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
125953;13364;I98;0;1.166666667;;0;SIN_DATOS;125953;6
59493;13261;097;0;1.166666667;;0;SIN_DATOS;59493;5
9416;5185;151;1;1.166666667;-0.166666667;85.7;FALTA;9416;4
124672;13124;886;1;1.166666667;-0.166666667;85.7;FALTA;124672;6
102591;8359; 41;0;1.166666667;;0;SIN_DATOS;102591;6
70588;13368; 41;0;1.166666667;;0;SIN_DATOS;70588;5
24308;734; 41;0;1.166666667;;0;SIN_DATOS;24308;5
9463;23292; 68;0;1.166666667;;0;SIN_DATOS;9463;4
131195;14679; 30;0;1.166666667;;0;SIN_DATOS;131195;6
84045;26356; 42;0;1.166666667;;0;SIN_DATOS;84045;5
11883;20568;O37;1;1.166666667;-0.166666667;85.7;FALTA;11883;5
161437;24628; 42;0;1.166666667;;0;SIN_DATOS;161437;6
59493;9522;097;0;1.166666667;;0;SIN_DATOS;59493;5
168941;24418; 42;0;1.166666667;;0;SIN_DATOS;168941;6
124172;26677; 30;0;1.166666667;;0;SIN_DATOS;124172;6
9416;2655; 16;0;1.166666667;;0;SIN_DATOS;9416;4
71436;14023; 42;0;1.166666667;;0;SIN_DATOS;71436;5
93617;5028; 41;0;1.166666667;;0;SIN_DATOS;93617;5
70588;7470; 16;0;1.166666667;;0;SIN_DATOS;70588;5
63394;15977;305;1;1.166666667;-0.166666667;85.7;FALTA;63394;5
94759;10146;885;2;1.166666667;0.833333333;171.4;SOBRECARGA;94759;5
7044;7540; 42;0;1.166666667;;0;SIN_DATOS;7044;4
75608;2665;Q10;1;1.166666667;-0.166666667;85.7;FALTA;75608;5
106877;25750; 42;0;1.166666667;;0;SIN_DATOS;106877;6
54550;23333;F36;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
75979;2739; 42;0;1.166666667;;0;SIN_DATOS;75979;5
7006;16482; 42;0;1.166666667;;0;SIN_DATOS;7006;4
147836;24649;H32;1;1.166666667;-0.166666667;85.7;FALTA;147836;6
63394;17435;519;1;1.166666667;-0.166666667;85.7;FALTA;63394;5
7139;23452; 41;0;1.166666667;;0;SIN_DATOS;7139;4
146309;26619;I87;1;1.166666667;-0.166666667;85.7;FALTA;146309;6
163891;23478;L39;1;1.166666667;-0.166666667;85.7;FALTA;163891;6
9463;18824; 16;0;1.166666667;;0;SIN_DATOS;9463;4
7409;18940; 41;0;1.166666667;;0;SIN_DATOS;7409;4
113931;13063; 42;0;1.166666667;;0;SIN_DATOS;113931;6
163872;23475;G04;1;1.166666667;-0.166666667;85.7;FALTA;163872;6
56913;19733; 42;0;1.166666667;;0;SIN_DATOS;56913;5
102591;8358;O41;0;1.166666667;;0;SIN_DATOS;102591;6
143192;19622;J66;0;1.166666667;;0;SIN_DATOS;143192;6
63394;15291;787;0;1.166666667;;0;SIN_DATOS;63394;5
59493;17650; 42;0;1.166666667;;0;SIN_DATOS;59493;5
78042;19408;P12;1;1.166666667;-0.166666667;85.7;FALTA;78042;5
59493;17668;152;1;1.166666667;-0.166666667;85.7;FALTA;59493;5
59493;19539;375;0;1.166666667;;0;SIN_DATOS;59493;5
59077;2581;152;1;1.166666667;-0.166666667;85.7;FALTA;59077;5
70588;13239; 16;0;1.166666667;;0;SIN_DATOS;70588;5
98665;7870; 64;0;1.166666667;;0;SIN_DATOS;98665;5
24382;615; 42;0;1.166666667;;0;SIN_DATOS;24382;5
111548;25036; 41;0;1.166666667;;0;SIN_DATOS;111548;6
22739;2570;098;0;1.166666667;;0;SIN_DATOS;22739;5
99042;7986; 42;0;1.166666667;;0;SIN_DATOS;99042;5
104702;8860; 42;0;1.166666667;;0;SIN_DATOS;104702;6
67887;14111; 42;0;1.166666667;;0;SIN_DATOS;67887;5
163832;23473;F35;0;1.166666667;;0;SIN_DATOS;163832;6
54550;15954;L58;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
223108;26462;151;1;1.166666667;-0.166666667;85.7;FALTA;223108;6
59493;9527; 41;0;1.166666667;;0;SIN_DATOS;59493;5
70588;13320; 41;0;1.166666667;;0;SIN_DATOS;70588;5
102591;8563; 41;0;1.166666667;;0;SIN_DATOS;102591;6
124018;19519; 42;0;1.166666667;;0;SIN_DATOS;124018;6
7034;2618; 41;0;1.166666667;;0;SIN_DATOS;7034;4
54550;25956;F35;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
54550;22990;F35;1;1.166666667;-0.166666667;85.7;FALTA;54550;5
63394;15279;519;1;1.166666667;-0.166666667;85.7;FALTA;63394;5
57387;13161; 41;0;1.166666667;;0;SIN_DATOS;57387;5
61262;14658;D45;1;1.166666667;-0.166666667;85.7;FALTA;61262;5
72263;3396;151;1;1.166666667;-0.166666667;85.7;FALTA;72263;5
152598;21702;O58;1;1.166666667;-0.166666667;85.7;FALTA;152598;6
7139;23454; 42;0;1.166666667;;0;SIN_DATOS;7139;4
59493;17659; 42;0;1.166666667;;0;SIN_DATOS;59493;5
124672;13125; 42;0;1.166666667;;0;SIN_DATOS;124672;6
112043;10046;M58;1;1.166666667;-0.166666667;85.7;FALTA;112043;6
63394;15267;G55;1;1.166666667;-0.166666667;85.7;FALTA;63394;5
81865;4504; 41;0;1.166666667;;0;SIN_DATOS;81865;5
111212;21768;305;1;1.166666667;-0.166666667;85.7;FALTA;111212;6
63394;26222; 41;0;1.166666667;;0;SIN_DATOS;63394;5
63394;16375;522;0;1.166666667;;0;SIN_DATOS;63394;5
63394;15974;305;1;1.166666667;-0.166666667;85.7;FALTA;63394;5
146768;20384; 41;0;1.166666667;;0;SIN_DATOS;146768;6
228474;26635; 41;0;1.166666667;;0;SIN_DATOS;228474;6
125631;13335;M61;1;1.166666667;-0.166666667;85.7;FALTA;125631;6
23099;26301;F35;1;1.166666667;-0.166666667;85.7;FALTA;23099;5
22995;26504; 42;0;1.166666667;;0;SIN_DATOS;22995;5
70588;25065;097;0;1.166666667;;0;SIN_DATOS;70588;5
7006;23931; 42;0;1.166666667;;0;SIN_DATOS;7006;4
7409;3422; 42;0;1.166666667;;0;SIN_DATOS;7409;4
