COMPAÑÍA,COD CLIENTE,COD UNID,COD_SERV_JOIN,F. Inicio,Fecha Fin,Requeridos_sum,PersonalEstimado_sum,CLIENTE,UNIDAD,SERVICIO,Lider Zonal,Zona,macro zona,Personal Real,Deficit/Superavit,% Cobertura,% Cobertura Sobrante/Faltante,Estado
Liderman Servicios S.A.C.,54554,23604,M79,2023-08-01,2099-12-31,1,1.0,PROFUTURO AFP,PROFUTURO AFP SEDE SAN ISIDRO,AGENTE MOTORIZADO PARKING 09 HRS L/V DÍA,JESUS BRACAMONTE,ZONA PD1,ZONA PARKING Y DELIVERY,1,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,23597,628,106,2003-04-01,2099-12-31,2,2.3333333333333335,FOSFORERA PERUANA S.A.,FOSFORERA LOCAL PLANTA ATE,JEFE DE GRUPO 24 HRS L/D,ESTEBAN CANDELA,ZONA C2,ZONA CENTRO,3,0.6666666666666665,128.57142857142856,28.57142857142856,Excedente
J&V Resguardo S.A.C.,77667,18966,95,2024-11-01,2099-12-31,2,2.3333333333333335,PESQUERA DIAMANTE S.A.,PESQUERA DIAMANTE PLANTA CALLAO,AGENTE SEGURIDAD 24 HRS L/D,BRADDI CUEVA,ZONA N6,ZONA NORTE,14,11.666666666666666,600.0,500.0,Excedente
J&V Resguardo S.A.C.,22776,15132,95,2019-07-01,2099-12-31,2,2.3333333333333335,CAL & CEMENTO SUR S.A.,RONDA PLANTA CARACOTO,AGENTE SEGURIDAD 24 HRS L/D,JUAN CARLOS LEON,REGION PUNO,REGION SUR,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,70028,2083,95,2023-09-01,2099-12-31,2,2.3333333333333335,RICOH DEL PERU S.A.C.,RICOH SEDE SURQUILLO,AGENTE SEGURIDAD 24 HRS L/D,GABRIEL HERNANDEZ,ZONA S3,ZONA SUR,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,75979,6554,446,2019-07-01,2099-12-31,1,1.0,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,PLANTA VARIANTE UCHUMAYO,COORDINADOR 12 HRS L/S DIA,PERCY PEREZ,REGION AREQUIPA,REGION SUR,1,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,81865,8593,42,2024-05-01,2099-12-31,1,1.1666666666666667,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,SANNA CLÍNICA EL GOLF,AGENTE SEGURIDAD 12 HRS L/D NOCHE,JHOMAR MONTENEGRO,ZONA C10,ZONA CENTRO,2,0.8333333333333333,171.42857142857142,71.42857142857142,Excedente
J&V Resguardo S.A.C.,9463,26648,D96,2025-05-11,2025-05-11,1,1.1666666666666667,BANCO INTERNACIONAL DEL PERU-INTERBANK,SERV. ADIC. INTERBANK 400 TIENDA ICA,AGENTE SEGURIDAD 18 HRS L/D DÍA,LUIS MELO,REGION ICA,REGION SUR,0,,,,Déficit
J&V Resguardo S.A.C.,77526,4660,B07,2018-02-01,2099-12-31,3,3.0,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,CMBV EDIFICIO LAS BEGONIAS,OPERADOR CONTROL TRANSITO 24 HRS L/V (3 TURNOS) + 12 HRS SAB Y DOM DIA,WASHINGTON CHINININ,ZONA C6,ZONA CENTRO,3,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,62007,22189,95,2022-09-01,2099-12-31,2,2.3333333333333335,CONTRANS S.A.C.,CONTRANS DAS LURÍN,AGENTE SEGURIDAD 24 HRS L/D,FERNANDO YUCRA,ZONA S7,ZONA SUR,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,97938,17907,372,2022-03-18,2099-12-31,1,1.0,INSTITUTO DE EDUCACION SUPERIOR PRIVADO CIBERTEC S,CIBERTEC SEDE BREÑA,AGENTE SEGURIDAD 08 HRS L/S TARDE,JORGE VILCHEZ,ZONA C9,ZONA CENTRO,1,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,23973,2832,156,2011-11-01,2099-12-31,1,1.0,MEDIFARMA S A,MEDIFARMA LOCAL ATE,SUPERVISOR SEGURIDAD 12 HRS L/S (DIA),JOSE SIFUENTES,ZONA C3,ZONA CENTRO,1,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,70588,6675,41,2025-05-09,2025-05-09,1,1.1666666666666667,REAL PLAZA S.R.L.,SERV. ADIC. REAL PLAZA SALAVERRY,AGENTE SEGURIDAD 12 HRS L/D DÍA,JUAN CANGALAYA,ZONA RT1,ZONA RETAIL,0,,,,Déficit
J&V Resguardo S.A.C.,106877,25761,95,2024-08-15,2099-12-31,2,2.3333333333333335,UNIVERSIDAD CONTINENTAL SOCIEDAD ANONIMA CERRADA,U. CONT. OFICINA COLLASUYO CUSCO,AGENTE SEGURIDAD 24 HRS L/D,JOSE CANAL BACA,REGION CUZCO,REGION SUR,3,0.6666666666666665,128.57142857142856,28.57142857142856,Excedente
J&V Resguardo S.A.C.,23085,7865,C40,2024-10-13,2099-12-31,1,1.0,YURA S.A.,YURA SERVICIO DE RESGUARDOS,RESGUARDO ESPECIAL 12 HRS L/S (DÍA),JORGE DELGADO,ZONA CR2,ZONA RESGUARDOS,2,1.0,200.0,100.0,Excedente
Liderman Servicios S.A.C.,54550,23330,F35,2023-06-01,2099-12-31,2,2.3333333333333335,HIPERMERCADOS TOTTUS S.A.,TOTTUS SEDE LA FONTANA PARKING,AGENTE PARKING 08 HRS L/D TARDE,ANDRES ALALUNA,ZONA PD2,ZONA PARKING Y DELIVERY,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,153728,21920,95,2022-07-11,2099-12-31,2,2.3333333333333335,SUMINISTROS FERMAR S.A.C.,FERMAR SEDE CHILCA,AGENTE SEGURIDAD 24 HRS L/D,GILMER GARCIA,ZONA S5,ZONA SUR,5,2.6666666666666665,214.28571428571428,114.28571428571428,Excedente
J&V Resguardo S.A.C.,70588,13230,882,2022-09-01,2099-12-31,2,2.3333333333333335,REAL PLAZA S.R.L.,REAL PLAZA CUSCO,PREVENCIONISTA 24 HRS L/D,JOSE CANAL BACA,REGION CUZCO,REGION SUR,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,106559,9056,41,2025-01-01,2099-12-31,3,3.5,SUPERDEPORTE PLUS PERU S.A.C.,MARATHON PLAZA NORTE,AGENTE SEGURIDAD 12 HRS L/D DÍA,JUAN MAYHUIRE,ZONA N7,ZONA NORTE,4,0.5,114.28571428571428,14.28571428571428,Excedente
J&V Resguardo S.A.C.,167804,23814,95,2023-10-15,2099-12-31,2,2.3333333333333335,ASOCIACION YACHT CLUB QUIPA,CLUB QUIPA PUCUSANA,AGENTE SEGURIDAD 24 HRS L/D,GILMER GARCIA,ZONA S5,ZONA SUR,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,154176,21974,95,2022-07-22,2099-12-31,2,2.3333333333333335,INVERSIONES MIRAFLORES 1 S.A.C.,HOTEL IBIS BUDGET MIRAFLORES,AGENTE SEGURIDAD 24 HRS L/D,JHOMAR MONTENEGRO,ZONA C10,ZONA CENTRO,5,2.6666666666666665,214.28571428571428,114.28571428571428,Excedente
J&V Resguardo S.A.C.,62594,8891,Q74,2025-05-01,2099-12-31,1,1.5,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PER",SOUTHERN PERÚ TOQUEPALA,INGENIERO 12 HRS L/D (DIA),BERARDO ROMERO,REGION TACNA,REGION SUR,1,-0.5,66.66666666666666,-33.333333333333336,Déficit
J&V Resguardo S.A.C.,85652,25047,48,2025-01-01,2099-12-31,1,1.0,SERVICIOS GENERALES INMOBILIARIOS NUEVO MUNDO S.A.,RESIDENCIA JORGE CHAVEZ,AGENTE SEGURIDAD 12 HRS L/S DÍA,MARINO BURGA,ZONA RG2,ZONA RESIDENCIAS,1,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,81865,24445,95,2023-12-08,2025-05-18,2,2.3333333333333335,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,SANNA OBRA PROCERES SJL,AGENTE SEGURIDAD 24 HRS L/D,RONNIE SIMON,ZONA C5,ZONA CENTRO,0,,,,Déficit
J&V Resguardo S.A.C.,75608,2665,95,2021-02-01,2099-12-31,8,9.333333333333334,TECNOLOGICA DE ALIMENTOS S.A.,TASA PLANTA COMPLEJO CALLAO NORTE,AGENTE SEGURIDAD 24 HRS L/D,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE,29,19.666666666666664,310.71428571428567,210.71428571428567,Excedente
J&V Resguardo S.A.C.,102591,17874,15,2025-03-30,2099-12-31,0,0.16666666666666666,UNIVERSIDAD PRIVADA DEL NORTE SAC,UPN SEDE SUR CHORRILLOS,AGENTE SEGURIDAD 08 HRS DOMINGOS DÍA,WILMAR SALAS,ZONA S4,ZONA SUR,1,0.8333333333333334,600.0,500.0,Excedente
J&V Resguardo S.A.C.,96577,8211,53,2025-01-06,2099-12-31,1,1.0,IFF PERU S.A.,TIENDA SANTA ANITA ROSALES 294,AGENTE SEGURIDAD 12 HRS L/V (DÍA),DAVID ROJAS,ZONA DISPONIBLES LIMA CENTRO,ZONA CENTRO,1,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,81865,24984,95,2024-03-01,2099-12-31,2,2.3333333333333335,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,SANNA CENTRO MÉDICO LA MOLINA,AGENTE SEGURIDAD 24 HRS L/D,HERNAN QUISPE,ZONA S6,ZONA SUR,3,0.6666666666666665,128.57142857142856,28.57142857142856,Excedente
J&V Resguardo S.A.C.,66944,7719,37,2020-07-05,2099-12-31,0,0.16666666666666666,GESTION DE SERVICIOS AMBIENTALES S.A.C.,DISAL ILO,AGENTE SEGURIDAD 12 HRS DOM DÍA,BERARDO ROMERO,REGION MOQUEGUA,REGION SUR,0,,,,Déficit
J&V Resguardo S.A.C.,62007,26191,48,2024-12-28,2099-12-31,1,1.0,CONTRANS S.A.C.,CONTRANS LOCAL CALLAO 3,AGENTE SEGURIDAD 12 HRS L/S DÍA,BRADDI CUEVA,ZONA N6,ZONA NORTE,1,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,82747,17234,95,2024-04-01,2099-12-31,2,2.3333333333333335,FERREYROS SOCIEDAD ANÓNIMA,FERREYROS ALMACÉN EX DEPÓSITOS EFE,AGENTE SEGURIDAD 24 HRS L/D,MARTIN MENDOZA,ZONA RT3,ZONA RETAIL,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,70588,13521,42,2025-05-26,2025-06-01,1,1.1666666666666667,REAL PLAZA S.R.L.,SERV. ADIC. REAL PLAZA PRIMAVERA,AGENTE SEGURIDAD 12 HRS L/D NOCHE,JUAN CANGALAYA,ZONA RT1,ZONA RETAIL,0,,,,Déficit
J&V Resguardo S.A.C.,22739,3096,95,2025-01-01,2099-12-31,2,2.3333333333333335,ADMINISTRACION INMOBILIARIA SOCIEDAD ANONIMA CERRA,BINSWANGER EDIFICIO ALTAVISTA SAN ISIDRO,AGENTE SEGURIDAD 24 HRS L/D,WASHINGTON CHINININ,ZONA C6,ZONA CENTRO,3,0.6666666666666665,128.57142857142856,28.57142857142856,Excedente
J&V Resguardo S.A.C.,57917,19229,D20,2024-06-01,2099-12-31,1,1.0,PETROLEOS DEL PERU PETROPERU SA,PETROPERÚ REFINERIA CONCHAN,ASISTENTE ADMINISTRATIVO 08 HRS L/V DÍA,WILMAR SALAS,ZONA S4,ZONA SUR,1,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,22994,9145,95,2016-06-01,2099-12-31,2,2.3333333333333335,ANDERS PERU S.A.C.,QUIMICA ANDERS LOCAL LURIN,AGENTE SEGURIDAD 24 HRS L/D,FERNANDO YUCRA,ZONA S7,ZONA SUR,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,71965,12906,165,2025-01-01,2099-12-31,2,2.3333333333333335,AEROPUERTOS ANDINOS DEL PERU S.A.,AAP AEROPUERTO JULIACA,SUPERVISOR SEGURIDAD 24 HRS L/D,JUAN CARLOS LEON,REGION PUNO,REGION SUR,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,75608,11761,42,2024-04-16,2099-12-31,1,1.1666666666666667,TECNOLOGICA DE ALIMENTOS S.A.,SERV. ADIC. TASA VEGUETA,AGENTE SEGURIDAD 12 HRS L/D NOCHE,JORGE ANTON,REGION HUACHO,REGION NORTE,2,0.8333333333333333,171.42857142857142,71.42857142857142,Excedente
J&V Resguardo S.A.C.,23973,20339,95,2024-11-20,2099-12-31,2,2.3333333333333335,MEDIFARMA S A,MEDIFARMA ALDEA LOGÍSTICA VES,AGENTE SEGURIDAD 24 HRS L/D,CARLOS HUAMAN,ZONA S2,ZONA SUR,7,4.666666666666666,300.0,200.0,Excedente
J&V Resguardo S.A.C.,55024,21246,626,2022-12-21,2099-12-31,2,2.3333333333333335,DP WORLD LOGISTICS S.R.L.,DPW LOGISTICS ARGENTINA CCTV,OPERADOR CCTV 24 HRS L/D,JUAN MAYHUIRE,ZONA N7,ZONA NORTE,7,4.666666666666666,300.0,200.0,Excedente
J&V Resguardo S.A.C.,144638,19987,E15,2021-04-01,2099-12-31,1,1.5,MINERA BARRICK PERU S.A.,MINERA BARRICK PIERINA,SUPERVISOR GENERAL 08 HRS L/D DÍA,GINO GONZALES,REGION HUARAZ,REGION NORTE,1,-0.5,66.66666666666666,-33.333333333333336,Déficit
J&V Resguardo S.A.C.,59493,9527,41,2025-01-06,2099-12-31,1,1.1666666666666667,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP CENTRUM,AGENTE SEGURIDAD 12 HRS L/D DÍA,GEORGE GARCIA,ZONA S1,ZONA SUR,1,-0.16666666666666674,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,58766,21693,K26,2022-05-01,2099-12-31,2,2.3333333333333335,CLINICA BELLAVISTA SOCIEDAD ANONIMA CERRADA,AUNA CASA BELLAVISTA,AGENTE PREVENCIÓN 08 HRS L/D DÍA,JORGE NAKANO,ZONA N1,ZONA NORTE,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,82615,3201,95,2022-05-01,2099-12-31,2,2.3333333333333335,TEXTIL SAN RAMON S A,TEXTIL SAN RAMÓN LOCAL SAN LUIS,AGENTE SEGURIDAD 24 HRS L/D,WILFREDO NEIRA,ZONA C4,ZONA CENTRO,4,1.6666666666666665,171.42857142857142,71.42857142857142,Excedente
J&V Resguardo S.A.C.,59221,1724,95,2016-09-08,2099-12-31,2,2.3333333333333335,LUCKY S.A.C.,LUCKY LOCAL TRUJILLO,AGENTE SEGURIDAD 24 HRS L/D,JAN INGA,REGION TRUJILLO,REGION NORTE,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,124017,12983,351,2024-03-01,2099-12-31,1,1.0,DROKASA PERU S.A.,DROKASA LOCAL CAJAMARQUILLA,OPERADOR CENTRO CONTROL 12 HRS L/S DIA,ANDERSON GUTARA,ZONA C1,ZONA CENTRO,1,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,56948,1477,41,2025-01-01,2099-12-31,3,3.5,AEROPUERTOS DEL PERU S.A.,ADP AEROPUERTO PISCO,AGENTE SEGURIDAD 12 HRS L/D DÍA,LUIS MELO,REGION ICA,REGION SUR,5,1.5,142.85714285714286,42.85714285714286,Excedente
J&V Resguardo S.A.C.,23418,25492,L03,2024-05-01,2099-12-31,1,1.0,IMPALA TERMINALS PERU S.A.C.,IMPALA SSOMA (VA),INGENIERO DE SEGURIDAD 12 HRS L/S DÍA,SANTIAGO BRAVO,ZONA N9,ZONA NORTE,1,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,55712,1264,165,2019-07-01,2099-12-31,2,2.3333333333333335,AGROINDUSTRIAL DEL PERU SOCIEDAD ANONIMA CERRADA,PLANTA MAJES,SUPERVISOR SEGURIDAD 24 HRS L/D,PERCY PEREZ,REGION AREQUIPA,REGION SUR,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,23649,4924,080,2014-03-03,2099-12-31,1,1.1538461538461537,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,GUARDIANÍA LOS VIÑEDOS,GUARDIAN 24 HRS L/D,LUIS CRISTOBAL,ZONA RG1,ZONA RESIDENCIAS,2,0.8461538461538463,173.33333333333334,73.33333333333334,Excedente
J&V Resguardo S.A.C.,8386,13959,C44,2020-05-11,2099-12-31,1,1.0,A W FABER CASTELL PERUANA S A,FABER CASTELL LOCAL ATE,AGENTE FEMENINA 12 HRS L/S (DÍA),ESTEBAN CANDELA,ZONA C2,ZONA CENTRO,1,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,70588,6617,106,2025-03-01,2099-12-31,2,2.3333333333333335,REAL PLAZA S.R.L.,REAL PLAZA SALAVERRY,JEFE DE GRUPO 24 HRS L/D,JUAN CANGALAYA,ZONA RT1,ZONA RETAIL,3,0.6666666666666665,128.57142857142856,28.57142857142856,Excedente
J&V Resguardo S.A.C.,124172,26677,30,2025-05-16,2025-05-18,1,1.1666666666666667,PROMOTORA GENESIS S.A.C.,SERV. ADIC. SOCOPUR ARENA 1,AGENTE SEGURIDAD 11 HRS L/D (DÍA),JOSE ESCALANTE,ZONA C11,ZONA CENTRO,0,,,,Déficit
J&V Resguardo S.A.C.,54555,10275,53,2022-05-01,2099-12-31,1,1.0,SANDVIK DEL PERU S A,SANDVIK LOCAL CAJAMARQUILLA,AGENTE SEGURIDAD 12 HRS L/V (DÍA),ANDERSON GUTARA,ZONA C1,ZONA CENTRO,1,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,111548,13225,95,2022-07-01,2099-12-31,2,2.3333333333333335,CENTENARIO DESARROLLO URBANO S.A.C,HU HUANCAYO VALLE REAL COLOMBINA NORTE Y SUR,AGENTE SEGURIDAD 24 HRS L/D,RICHARD CONDO,REGION JUNIN,REGION CENTRO,7,4.666666666666666,300.0,200.0,Excedente
J&V Resguardo S.A.C.,82747,22169,95,2022-08-22,2099-12-31,2,2.3333333333333335,FERREYROS SOCIEDAD ANÓNIMA,LOCAL LURÍN,AGENTE SEGURIDAD 24 HRS L/D,MARTIN MENDOZA,ZONA RT3,ZONA RETAIL,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,55081,12408,42,2024-07-18,2099-12-31,1,1.1666666666666667,MAERSK LOGISTICS & SERVICES PERU S.A.,APM INLAND ALMACÉN OTIURA,AGENTE SEGURIDAD 12 HRS L/D NOCHE,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE,1,-0.16666666666666674,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,59493,17635,151,2016-08-01,2099-12-31,1,1.1666666666666667,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP SERVICIOS GENERALES CAMPUS,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),ALEJANDRO RIVAS,ZONA N8,ZONA NORTE,1,-0.16666666666666674,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,71965,12905,519,2025-01-01,2099-12-31,5,5.833333333333333,AEROPUERTOS ANDINOS DEL PERU S.A.,AAP AEROPUERTO AREQUIPA,AGENTE SEGURIDAD 08 HRS L/D TARDE,PERCY PEREZ,REGION AREQUIPA,REGION SUR,5,-0.833333333333333,85.71428571428572,-14.28571428571428,Déficit
J&V Resguardo S.A.C.,71436,10102,068,2016-09-01,2099-12-31,2,2.3333333333333335,ALICORP SAA,ALICORP OPERATIVOS MOLINO CALLAO,CONDUCTOR SEGURIDAD 12 HRS L/D NOCHE,JORGE DELGADO,ZONA CR2,ZONA RESGUARDOS,5,2.6666666666666665,214.28571428571428,114.28571428571428,Excedente
J&V Resguardo S.A.C.,153728,21873,165,2022-07-11,2099-12-31,2,2.3333333333333335,SUMINISTROS FERMAR S.A.C.,FERMAR SEDE VILLA EL SALVADOR 1,SUPERVISOR SEGURIDAD 24 HRS L/D,CARLOS HUAMAN,ZONA S2,ZONA SUR,3,0.6666666666666665,128.57142857142856,28.57142857142856,Excedente
J&V Resguardo Selva S.A.C.,56948,1465,41,2025-01-01,2099-12-31,1,1.1666666666666667,AEROPUERTOS DEL PERU S.A.,ADP CIUDAD IQUITOS,AGENTE SEGURIDAD 12 HRS L/D DÍA,LUIS FARFAN,REGION IQUITOS,REGION ORIENTE,0,,,,Déficit
J&V Resguardo S.A.C.,56913,19732,95,2021-03-01,2099-12-31,8,9.333333333333334,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,BACKUS PLANTA ATE,AGENTE SEGURIDAD 24 HRS L/D,ESTEBAN CANDELA,ZONA C2,ZONA CENTRO,10,0.6666666666666661,107.14285714285714,7.14285714285714,Excedente
J&V Resguardo S.A.C.,98454,13411,106,2022-05-01,2099-12-31,2,2.3333333333333335,XIMESA S.A.C.,REYPLAST PLANTA ATE,JEFE DE GRUPO 24 HRS L/D,JOSE SIFUENTES,ZONA C3,ZONA CENTRO,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,75604,2602,95,2012-08-01,2099-12-31,2,2.3333333333333335,EXSA S A,EXSA TACNA (PLANTA EMULSIÓN),AGENTE SEGURIDAD 24 HRS L/D,BERARDO ROMERO,REGION TACNA,REGION SUR,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,73633,2421,95,2018-05-07,2099-12-31,2,2.3333333333333335,FARGOLINE SOCIEDAD ANONIMA - FARGOLINE S.A.,FARGOLINE LOCAL NESTOR GAMBETTA,AGENTE SEGURIDAD 24 HRS L/D,FREDDY CERRON,ZONA RT2,ZONA RETAIL,17,14.666666666666666,728.5714285714286,628.5714285714286,Excedente
J&V Resguardo S.A.C.,153921,21925,95,2022-07-09,2099-12-31,2,2.3333333333333335,POLYROOF SOCIEDAD ANONIMA CERRADA - POLYROOF S.A.C,POLYROOF SEDE LURÍN,AGENTE SEGURIDAD 24 HRS L/D,FERNANDO YUCRA,ZONA S7,ZONA SUR,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,8570,26614,Q69,2025-05-01,2099-12-31,3,3.5,MIBANCO - BANCO DE LA MICROEMPRESA S.A.,MIBANCO SEDE SURQUILLO,OPERADOR CENTRO CONTROL Y ALARMAS 24 HRS L/D (3 TURNOS),LUIS PEREZ,ZONA C8,ZONA CENTRO,3,-0.5,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,7139,17932,K68,2020-03-02,2099-12-31,5,5.0,BANCO DE CREDITO DEL PERU,BCP OPERADOR MIRAFLORES 2DO GRUPO,ANALISTA CIBERINTELIGENCIA 08 HRS L/S DÍA,JHOMAR MONTENEGRO,CENTRO DE CONTROL LIMA - BCP,ZONA CENTRO,0,,,,Déficit
J&V Resguardo S.A.C.,111548,10989,95,2021-09-01,2099-12-31,2,2.3333333333333335,CENTENARIO DESARROLLO URBANO S.A.C,OAC OFICINA CASA BLANCA CHICLAYO,AGENTE SEGURIDAD 24 HRS L/D,DARCY SAMILLAN,REGION CHICLAYO,REGION NORTE,6,3.6666666666666665,257.1428571428571,157.1428571428571,Excedente
J&V Resguardo S.A.C.,82747,3374,965,2024-04-01,2099-12-31,1,1.1666666666666667,FERREYROS SOCIEDAD ANÓNIMA,RESIDENCIA C.F.A.,CONDUCTOR RESGUARDO 15 HRS. L/S (DÍA),VICTOR REATEGUI,ZONA CR1,ZONA RESGUARDOS,1,-0.16666666666666674,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,22995,26504,95,2023-08-01,2099-12-31,2,2.3333333333333335,RACIONALIZACION EMPRESARIAL SA,SEDE MOQUEGUA,AGENTE SEGURIDAD 24 HRS L/D,BERARDO ROMERO,REGION MOQUEGUA,REGION SUR,8,5.666666666666666,342.85714285714283,242.85714285714283,Excedente
J&V Resguardo S.A.C.,22888,1147,48,2021-01-02,2099-12-31,1,1.0,IMPORTACIONES HIRAOKA S.A.C.,HIRAOKA ALMACÉN ARGENTINA II,AGENTE SEGURIDAD 12 HRS L/S DÍA,JORGE NAKANO,ZONA N1,ZONA NORTE,1,0.0,100.0,0.0,Completo
J&V Resguardo S.A.C.,82747,3218,95,2023-01-01,2099-12-31,2,2.3333333333333335,FERREYROS SOCIEDAD ANÓNIMA,LOCAL CIUDAD TUMBES,AGENTE SEGURIDAD 24 HRS L/D,DARWIN BALLADARES,REGION TUMBES,REGION NORTE,3,0.6666666666666665,128.57142857142856,28.57142857142856,Excedente
J&V Resguardo S.A.C.,80448,3032,42,2022-01-01,2099-12-31,3,4.5,PROCESADORA INDUSTRIAL RIO SECO S.A.,PROCESADORA RIO SECO,AGENTE SEGURIDAD 12 HRS L/D NOCHE,JORGE ANTON,REGION HUACHO,REGION NORTE,5,0.5,111.11111111111111,11.111111111111116,Excedente
Liderman Servicios S.A.C.,163887,23625,L39,2023-07-01,2099-12-31,1,1.1666666666666667,INMOBILIARIA PISAC S.A.C.,CC MEGA PLAZA CAÑETE DESCANSERO,AGENTE PARKING 04 HRS L/D DÍA,ANDRES ALALUNA,ZONA PARKING Y DELIVERY,ZONA PARKING Y DELIVERY,0,,,,Déficit
J&V Resguardo S.A.C.,24097,144,165,2022-03-16,2099-12-31,2,2.3333333333333335,PERUFARMA S A,PERUFARMA SEDE SANTA FRANCISCA,SUPERVISOR SEGURIDAD 24 HRS L/D,JORGE VILCHEZ,ZONA C9,ZONA CENTRO,3,0.6666666666666665,128.57142857142856,28.57142857142856,Excedente
J&V Resguardo S.A.C.,64608,24407,95,2023-11-29,2099-12-31,2,2.3333333333333335,DIVECENTER S.A.C.,DIVEMOTOR LOCAL TOMÁS MARSANO SURQUILLO,AGENTE SEGURIDAD 24 HRS L/D,GABRIEL HERNANDEZ,ZONA S3,ZONA SUR,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,90912,5059,95,2014-05-01,2099-12-31,4,4.666666666666667,RED DE ENERGIA DEL PERU SA,REP SE SAN JUAN,AGENTE SEGURIDAD 24 HRS L/D,CARLOS HUAMAN,ZONA S2,ZONA SUR,5,0.33333333333333304,107.14285714285714,7.14285714285714,Excedente
J&V Resguardo S.A.C.,23973,21718,95,2022-05-06,2099-12-31,2,2.3333333333333335,MEDIFARMA S A,MEDIFARMA ALMACÉN SINEX SANTA SOFIA,AGENTE SEGURIDAD 24 HRS L/D,JOSE SIFUENTES,ZONA C3,ZONA CENTRO,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
J&V Resguardo S.A.C.,67887,26671,42,2025-05-18,2025-05-18,1,1.1666666666666667,TRANSALTISA S.A.,SERV. ADIC. TRANSALTISA GRIFO PRIMAX KM 307,AGENTE SEGURIDAD 12 HRS L/D NOCHE,LUIS MELO,REGION ICA,REGION SUR,0,,,,Déficit
J&V Resguardo S.A.C.,133200,15152,95,2019-07-10,2099-12-31,2,2.3333333333333335,LINDE PERU S.R.L.,PRAXAIR CHICLAYO,AGENTE SEGURIDAD 24 HRS L/D,DARCY SAMILLAN,REGION CHICLAYO,REGION NORTE,2,-0.3333333333333335,85.71428571428571,-14.28571428571429,Déficit
