Cliente_Final,COD UNID,Servicio_Limpio,Personal_Real,Compañía_PA,Nombre_Cliente_PA,Nombre_Unidad_PA,Nombre_Servicio_PA,Clave_Mezclado,Cliente_Final_right,Unidad_Str,Servicio_Limpio_right,Personal_Estimado,Compañía_SV,Nombre_Cliente_SV,Nombre_Unidad_SV,Nombre_Servicio_SV,Zona_SV,Macrozona_SV,Diferencia,Cobertura_Pct,Estado
58113,3959.0,95,3,J&V Resguardo S.A.C.,CONSTRUCCIONES ELECTROMECANICAS DELCROSA S.A. O DELCROSA S.A.,Delcrosa Planta Argentina,AGENTE SEGURIDAD 24 HRS L/D,58113_3959_95,58113,3959,95,2.3333333333333335,J&V Resguardo S.A.C.,CONSTRUCCIONES ELECTROMECANICAS DELCROSA S.A. O DE,Delcrosa Planta Argentina,AGENTE SEGURIDAD 24 HRS L/D,ZONA C5,ZONA CENTRO,0.67,128.57,SOBRECARGA
131380,14707.0,O81,1,J&V Resguardo S.A.C.,PERUANA DE MOLDEADOS S.A.C.,Pamolsa Planta Faucett,AGENTE SEGURIDAD ESPECIAL 10 HRS L/S NOCHE,131380_14707_O81,131380,14707,O81,1.0,J&V Resguardo S.A.C.,PERUANA DE MOLDEADOS S.A.C.,Pamolsa Planta Faucett,AGENTE SEGURIDAD ESPECIAL 10 HRS L/S NOCHE,ZONA N5,ZONA NORTE,0.0,100.0,EXACTO
,,,0,,,,,23251_79_635,23251,79,635,1.1666666666666667,J&V Resguardo S.A.C.,BRAEDT S.A. Ó BRSA,Braedt Planta Ate Principal,AGENTE SEGURIDAD 12 HRS SAB Y DOM (NOCHE),ZONA C3,ZONA CENTRO,,,INDETERMINADO
142061,21303.0,95,2,J&V Resguardo S.A.C.,DIAGNOSTICA PERUANA S.A.C.,Diagnostica Almacén Planteros 1,AGENTE SEGURIDAD 24 HRS L/D,142061_21303_95,142061,21303,95,2.3333333333333335,J&V Resguardo S.A.C.,DIAGNOSTICA PERUANA S.A.C.,Diagnostica Almacén Planteros 1,AGENTE SEGURIDAD 24 HRS L/D,ZONA C2,ZONA CENTRO,-0.33,85.71,FALTA
143729,19743.0,41,2,J&V Resguardo S.A.C.,LABORATORIOS AC FARMA S.A.,Lab. AC Farma Calle 5 Los Hornos 110 Ate,AGENTE SEGURIDAD 12 HRS L/D DÍA,143729_19743_41,143729,19743,41,2.3333333333333335,J&V Resguardo S.A.C.,LABORATORIOS AC FARMA S.A.,Lab. AC Farma Calle 5 Los Hornos 110 Ate,AGENTE SEGURIDAD 12 HRS L/D DÍA,ZONA C3,ZONA CENTRO,-0.33,85.71,FALTA
,,,0,,,,,70588_13521_D85,70588,13521,D85,1.0,J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,Serv. Adic. Real Plaza Primavera,PREVENCIONISTA 12 HRS L/S DÍA,ZONA RT1,ZONA RETAIL,,,INDETERMINADO
10864,847.0,156,1,J&V Resguardo S.A.C.,COLEGIO SS CC RECOLETA,Colegio Recoleta La Molina,SUPERVISOR SEGURIDAD 12 HRS L/S (DIA),10864_847_156,10864,847,156,1.0,J&V Resguardo S.A.C.,COLEGIO SS CC RECOLETA,Colegio Recoleta La Molina,SUPERVISOR SEGURIDAD 12 HRS L/S (DIA),ZONA S6,ZONA SUR,0.0,100.0,EXACTO
,,,0,,,,,145649_20379_42,145649,20379,42,1.1666666666666667,J&V Resguardo S.A.C.,METALPREN S. A.,Serv. Adic. Metalpren Local Principal,AGENTE SEGURIDAD 12 HRS L/D NOCHE,ZONA N8,ZONA NORTE,,,INDETERMINADO
131380,14706.0,113,5,J&V Resguardo S.A.C.,PERUANA DE MOLDEADOS S.A.C.,Pamolsa Planta Gambetta,OPERADOR CENTRO CONTROL 24 HRS L/D,131380_14706_113,131380,14706,113,4.666666666666667,J&V Resguardo S.A.C.,PERUANA DE MOLDEADOS S.A.C.,Pamolsa Planta Gambetta,OPERADOR CENTRO CONTROL 24 HRS L/D,ZONA N5,ZONA NORTE,0.33,107.14,SOBRECARGA
54550,25945.0,F36,2,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,Tottus La Pólvora El Agustino Parking,AGENTE PARKING 08 HRS L/D DÍA,54550_25945_F36,54550,25945,F36,2.3333333333333335,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,Tottus La Pólvora El Agustino Parking,AGENTE PARKING 08 HRS L/D DÍA,ZONA PARKING Y DELIVERY,ZONA PARKING Y DELIVERY,-0.33,85.71,FALTA
73701,2426.0,113,3,J&V Resguardo S.A.C.,ATTON SAN ISIDRO S.A.C.,Hotel Pullman San Isidro,OPERADOR CENTRO CONTROL 24 HRS L/D,73701_2426_113,73701,2426,113,2.3333333333333335,J&V Resguardo S.A.C.,ATTON SAN ISIDRO S.A.C.,Hotel Pullman San Isidro,OPERADOR CENTRO CONTROL 24 HRS L/D,ZONA C11,ZONA CENTRO,0.67,128.57,SOBRECARGA
,,,0,,,,,8330_23968_95,8330,23968,95,2.3333333333333335,J&V Resguardo S.A.C.,SAN FERNANDO S.A.,Serv. Adic. San Fernando Chancay,AGENTE SEGURIDAD 24 HRS L/D,REGION HUACHO,REGION NORTE,,,INDETERMINADO
8795,1001.0,53,1,J&V Resguardo S.A.C.,ELECTRO DUNAS S.A.A.,Sede Chincha,AGENTE SEGURIDAD 12 HRS L/V (DÍA),8795_1001_53,8795,1001,53,1.0,J&V Resguardo S.A.C.,ELECTRO DUNAS S.A.A.,Sede Chincha,AGENTE SEGURIDAD 12 HRS L/V (DÍA),REGION ICA,REGION SUR,0.0,100.0,EXACTO
54550,25965.0,L58,1,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,HB Uno Puente Piedra Parking,AGENTE PARKING 12 HRS L/D TARDE,54550_25965_L58,54550,25965,L58,1.1666666666666667,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,HB Uno Puente Piedra Parking,AGENTE PARKING 12 HRS L/D TARDE,ZONA PARKING Y DELIVERY,ZONA PARKING Y DELIVERY,-0.17,85.71,FALTA
9463,22059.0,59,1,J&V Resguardo S.A.C.,BANCO INTERNACIONAL DEL PERU-INTERBANK,Interbank Aramburú Cobranzas Miraflores,AGENTE SEGURIDAD 12 HRS L/V + 06 HRS SÁB DÍA,9463_22059_59,9463,22059,59,1.0,J&V Resguardo S.A.C.,BANCO INTERNACIONAL DEL PERU-INTERBANK,Interbank Aramburú Cobranzas Miraflores,AGENTE SEGURIDAD 12 HRS L/V + 06 HRS SÁB DÍA,ZONA C8,ZONA CENTRO,0.0,100.0,EXACTO
61262,14916.0,41,1,J&V Resguardo S.A.C.,COMPAÑIA PERUANA DE RADIODIFUSION S.A.,America TV Sede 50 Años,AGENTE SEGURIDAD 12 HRS L/D DÍA,61262_14916_41,61262,14916,41,1.1666666666666667,J&V Resguardo S.A.C.,COMPAÑIA PERUANA DE RADIODIFUSION S.A.,America TV Sede 50 Años,AGENTE SEGURIDAD 12 HRS L/D DÍA,ZONA C7,ZONA CENTRO,-0.17,85.71,FALTA
,,,0,,,,,163912_23488_F35,163912,23488,F35,1.1666666666666667,Liderman Servicios S.A.C.,INMOBILIARIA COSTA NUEVA S.A.C.,CC Mega Plaza Barranca,AGENTE PARKING 08 HRS L/D TARDE,ZONA PARKING Y DELIVERY,ZONA PARKING Y DELIVERY,,,INDETERMINADO
144133,22331.0,L15,1,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,AUNA Guardia Civil San Borja Parking,VALET PARKING 12 HRS L/V + 09 HRS SAB DÍA,144133_22331_L15,144133,22331,L15,1.0,Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,AUNA Guardia Civil San Borja Parking,VALET PARKING 12 HRS L/V + 09 HRS SAB DÍA,ZONA PD1,ZONA PARKING Y DELIVERY,0.0,100.0,EXACTO
23001,26420.0,95,5,J&V Resguardo S.A.C.,SOLGAS S.A.,Solgas Planta Piura,AGENTE SEGURIDAD 24 HRS L/D,23001_26420_95,23001,26420,95,4.666666666666667,J&V Resguardo S.A.C.,SOLGAS S.A.,Solgas Planta Piura,AGENTE SEGURIDAD 24 HRS L/D,REGION PIURA,REGION NORTE,0.33,107.14,SOBRECARGA
57787,1099.0,F25,1,J&V Resguardo S.A.C.,INVERSIONES PENTA S A,Pana Residencia San Isidro,CONDUCTOR RESGUARDO 10 HRS L/S DIA,57787_1099_F25,57787,1099,F25,1.0,J&V Resguardo S.A.C.,INVERSIONES PENTA S A,Pana Residencia San Isidro,CONDUCTOR RESGUARDO 10 HRS L/S DIA,ZONA CR1,ZONA RESGUARDOS,0.0,100.0,EXACTO
23973,2832.0,41,4,J&V Resguardo S.A.C.,MEDIFARMA S A,Medifarma Local Ate,AGENTE SEGURIDAD 12 HRS L/D DÍA,23973_2832_41,23973,2832,41,2.3333333333333335,J&V Resguardo S.A.C.,MEDIFARMA S A,Medifarma Local Ate,AGENTE SEGURIDAD 12 HRS L/D DÍA,ZONA C3,ZONA CENTRO,1.67,171.43,SOBRECARGA
91529,25964.0,L58,1,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS ORIENTE S.A.C.,HB Uno Moyobamba Parking,AGENTE PARKING 12 HRS L/D TARDE,91529_25964_L58,91529,25964,L58,1.1666666666666667,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS ORIENTE S.A.C.,HB Uno Moyobamba Parking,AGENTE PARKING 12 HRS L/D TARDE,ZONA PARKING Y DELIVERY,ZONA PARKING Y DELIVERY,-0.17,85.71,FALTA
114371,25721.0,95,2,J&V Resguardo S.A.C.,NUESTRA SENORA DEL SAGRADO CORAZON,Clinica Stella Belgrano Pueblo Libre,AGENTE SEGURIDAD 24 HRS L/D,114371_25721_95,114371,25721,95,2.3333333333333335,J&V Resguardo S.A.C.,NUESTRA SENORA DEL SAGRADO CORAZON,Clinica Stella Belgrano Pueblo Libre,AGENTE SEGURIDAD 24 HRS L/D,ZONA C11,ZONA CENTRO,-0.33,85.71,FALTA
133200,18909.0,48,1,J&V Resguardo S.A.C.,LINDE PERU S.R.L.,Tecnogas Argentina 2,AGENTE SEGURIDAD 12 HRS L/S DÍA,133200_18909_48,133200,18909,48,1.0,J&V Resguardo S.A.C.,LINDE PERU S.R.L.,Tecnogas Argentina 2,AGENTE SEGURIDAD 12 HRS L/S DÍA,ZONA N1,ZONA NORTE,0.0,100.0,EXACTO
54550,23333.0,F36,1,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,Tottus Sede Puente Piedra Parking,AGENTE PARKING 08 HRS L/D DÍA,54550_23333_F36,54550,23333,F36,1.1666666666666667,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,Tottus Sede Puente Piedra Parking,AGENTE PARKING 08 HRS L/D DÍA,ZONA PD2,ZONA PARKING Y DELIVERY,-0.17,85.71,FALTA
66110,12775.0,42,3,J&V Resguardo S.A.C.,COMPAÑIA MINERA QUECHUA S.A.,Minera Quechua Local Espinar Cusco,AGENTE SEGURIDAD 12 HRS L/D NOCHE,66110_12775_42,66110,12775,42,3.0,J&V Resguardo S.A.C.,COMPAÑIA MINERA QUECHUA S.A.,Minera Quechua Local Espinar Cusco,AGENTE SEGURIDAD 12 HRS L/D NOCHE,REGION CUZCO,REGION SUR,0.0,100.0,EXACTO
71965,12907.0,41,1,J&V Resguardo S.A.C.,AEROPUERTOS ANDINOS DEL PERU S.A.,AAP Aeropuerto Ayacucho,AGENTE SEGURIDAD 12 HRS L/D DÍA,71965_12907_41,71965,12907,41,1.1666666666666667,J&V Resguardo S.A.C.,AEROPUERTOS ANDINOS DEL PERU S.A.,AAP Aeropuerto Ayacucho,AGENTE SEGURIDAD 12 HRS L/D DÍA,REGION AYACUCHO,REGION CENTRO,-0.17,85.71,FALTA
7006,20139.0,L11,5,J&V Resguardo S.A.C.,REPSOL COMERCIAL SAC,Repsol Mandos Medios,SUPERVISOR MOTORIZADO 12 HRS L/D NOCHE,7006_20139_L11,7006,20139,L11,4.666666666666667,J&V Resguardo S.A.C.,REPSOL COMERCIAL SAC,Repsol Mandos Medios,SUPERVISOR MOTORIZADO 12 HRS L/D NOCHE,ZONA REPSOL MANDOS MEDIOS,ZONA SUR,0.33,107.14,SOBRECARGA
63597,26390.0,G69,2,J&V Resguardo S.A.C.,UNITRADE S.A.C.,Unitrade Sede Gambeta,BOMBERO 24 HRS L/D,63597_26390_G69,63597,26390,G69,2.8,J&V Resguardo S.A.C.,UNITRADE S.A.C.,Unitrade Sede Gambeta,BOMBERO 24 HRS L/D,ZONA N9,ZONA NORTE,-0.8,71.43,FALTA
128994,14035.0,95,3,J&V Resguardo S.A.C.,SECURESOFT CORPORATION S.A.C,Securesoft Local Surco,AGENTE SEGURIDAD 24 HRS L/D,128994_14035_95,128994,14035,95,2.3333333333333335,J&V Resguardo S.A.C.,SECURESOFT CORPORATION S.A.C,Securesoft Local Surco,AGENTE SEGURIDAD 24 HRS L/D,ZONA S1,ZONA SUR,0.67,128.57,SOBRECARGA
56948,1472.0,16,1,J&V Resguardo Selva SAC,AEROPUERTOS DEL PERU S.A.,ADP Ciudad Chachapoyas,AGENTE SEGURIDAD 08 HRS L/D DÍA,56948_1472_16,56948,1472,16,1.1666666666666667,J&V Resguardo Selva S.A.C.,AEROPUERTOS DEL PERU S.A.,ADP Ciudad Chachapoyas,AGENTE SEGURIDAD 08 HRS L/D DÍA,REGION CHICLAYO,REGION NORTE,-0.17,85.71,FALTA
163894,23481.0,M51,1,Liderman Servicios S.A.C.,INMOBILIARIA EBURNS S.A.C.,CC Mega Plaza Jaén,SUPERVISOR PARKING 09 HRS L/D TARDE,163894_23481_M51,163894,23481,M51,1.1666666666666667,Liderman Servicios S.A.C.,INMOBILIARIA EBURNS S.A.C.,CC Mega Plaza Jaén,SUPERVISOR PARKING 09 HRS L/D TARDE,ZONA PD3,ZONA PARKING Y DELIVERY,-0.17,85.71,FALTA
121077,12386.0,95,5,J&V Resguardo S.A.C.,INMOBILIARIA EL MORRO S.A.C.,Inmob. El Morro Centro Empresarial Armendariz,AGENTE SEGURIDAD 24 HRS L/D,121077_12386_95,121077,12386,95,4.666666666666667,J&V Resguardo S.A.C.,INMOBILIARIA EL MORRO S.A.C.,Inmob. El Morro Centro Empresarial Armendariz,AGENTE SEGURIDAD 24 HRS L/D,ZONA C12,ZONA CENTRO,0.33,107.14,SOBRECARGA
62544,25660.0,95,3,J&V Resguardo S.A.C.,FARMINDUSTRIA S.A.,Farmindustria Terreno Baldio Lurín,AGENTE SEGURIDAD 24 HRS L/D,62544_25660_95,62544,25660,95,2.3333333333333335,J&V Resguardo S.A.C.,FARMINDUSTRIA S.A.,Farmindustria Terreno Baldio Lurín,AGENTE SEGURIDAD 24 HRS L/D,ZONA S6,ZONA SUR,0.67,128.57,SOBRECARGA
110850,12448.0,42,2,J&V Resguardo S.A.C.,JARDINES DE LURIN SOCIEDAD ANONIMA,Serv. Adic. Jardines Lurin Local Lurín,AGENTE SEGURIDAD 12 HRS L/D NOCHE,110850_12448_42,110850,12448,42,1.1666666666666667,J&V Resguardo S.A.C.,JARDINES DE LURIN SOCIEDAD ANONIMA,Serv. Adic. Jardines Lurin Local Lurín,AGENTE SEGURIDAD 12 HRS L/D NOCHE,ZONA S4,ZONA SUR,0.83,171.43,SOBRECARGA
23649,106.0,48,4,J&V Resguardo S.A.C.,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,Planta Huachipa,AGENTE SEGURIDAD 12 HRS L/S DÍA,23649_106_48,23649,106,48,4.0,J&V Resguardo S.A.C.,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,Planta Huachipa,AGENTE SEGURIDAD 12 HRS L/S DÍA,ZONA C1,ZONA CENTRO,0.0,100.0,EXACTO
22739,13354.0,95,5,J&V Resguardo S.A.C.,ADMINISTRACION INMOBILIARIA SOCIEDAD ANONIMA CERRADA,Binswanger Edificio América San Isidro,AGENTE SEGURIDAD 24 HRS L/D,22739_13354_95,22739,13354,95,4.666666666666667,J&V Resguardo S.A.C.,ADMINISTRACION INMOBILIARIA SOCIEDAD ANONIMA CERRA,Binswanger Edificio América San Isidro,AGENTE SEGURIDAD 24 HRS L/D,ZONA C7,ZONA CENTRO,0.33,107.14,SOBRECARGA
59493,25057.0,L38,2,J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP PDR Campus,PREVENCIONISTA DE RIESGOS 08 HRS MA/D DÍA,59493_25057_L38,59493,25057,L38,2.3333333333333335,J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP PDR Campus,PREVENCIONISTA DE RIESGOS 08 HRS MA/D DÍA,ZONA N8,ZONA NORTE,-0.33,85.71,FALTA
,,,0,,,,,165970_25701_O91,165970,25701,O91,1.1666666666666667,Liderman Servicios S.A.C.,ABU ABU SAC,Olivia Restaurante Bar Surco,VALET PARKING 11 HRS L/D TARDE,ZONA PARKING Y DELIVERY,ZONA PARKING Y DELIVERY,,,INDETERMINADO
113623,10973.0,95,5,J&V Resguardo S.A.C.,COMPANIA MINERA ARES S.A.C.,Minera Ares Oficina Lima,AGENTE SEGURIDAD 24 HRS L/D,113623_10973_95,113623,10973,95,4.666666666666667,J&V Resguardo S.A.C.,COMPANIA MINERA ARES S.A.C.,Minera Ares Oficina Lima,AGENTE SEGURIDAD 24 HRS L/D,ZONA S1,ZONA SUR,0.33,107.14,SOBRECARGA
59493,9513.0,95,3,J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP Casa O´Higgins,AGENTE SEGURIDAD 24 HRS L/D,59493_9513_95,59493,9513,95,2.3333333333333335,J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP Casa O´Higgins,AGENTE SEGURIDAD 24 HRS L/D,ZONA C4,ZONA CENTRO,0.67,128.57,SOBRECARGA
124172,13017.0,788,1,J&V Resguardo S.A.C.,PROMOTORA GENESIS S.A.C.,Socopur Almacén Lurín,AGENTE SEGURIDAD 10 HRS L/V + 06 HRS SÁB DÍA,124172_13017_788,124172,13017,788,1.0,J&V Resguardo S.A.C.,PROMOTORA GENESIS S.A.C.,Socopur Almacén Lurín,AGENTE SEGURIDAD 10 HRS L/V + 06 HRS SÁB DÍA,ZONA S7,ZONA SUR,0.0,100.0,EXACTO
64608,24407.0,48,1,J&V Resguardo S.A.C.,DIVECENTER S.A.C.,Divemotor Local Tomás Marsano Surquillo,AGENTE SEGURIDAD 12 HRS L/S DÍA,64608_24407_48,64608,24407,48,1.0,J&V Resguardo S.A.C.,DIVECENTER S.A.C.,Divemotor Local Tomás Marsano Surquillo,AGENTE SEGURIDAD 12 HRS L/S DÍA,ZONA S3,ZONA SUR,0.0,100.0,EXACTO
24449,246.0,165,2,J&V Resguardo S.A.C.,TOYOTA DEL PERU S A,Toyota División de Vehiculos,SUPERVISOR SEGURIDAD 24 HRS L/D,24449_246_165,24449,246,165,2.3333333333333335,J&V Resguardo S.A.C.,TOYOTA DEL PERU S A,Toyota División de Vehiculos,SUPERVISOR SEGURIDAD 24 HRS L/D,ZONA N4,ZONA NORTE,-0.33,85.71,FALTA
124672,20419.0,885,3,J&V Resguardo S.A.C.,GRIO S.A.,Resguardo Gerencia GR,RESGUARDO 15 HRS L/D (DÍA),124672_20419_885,124672,20419,885,2.3333333333333335,J&V Resguardo S.A.C.,GRIO S.A.,Resguardo Gerencia GR,RESGUARDO 15 HRS L/D (DÍA),ZONA CR2,ZONA RESGUARDOS,0.67,128.57,SOBRECARGA
134403,15736.0,99,2,J&V Resguardo S.A.C.,INTRADEVCO INDUSTRIAL S.A.,Intradevco Planta Chorrillos,AGENTE SEGURIDAD 24 HRS L/S,134403_15736_99,134403,15736,99,2.0,J&V Resguardo S.A.C.,INTRADEVCO INDUSTRIAL S.A.,Intradevco Planta Chorrillos,AGENTE SEGURIDAD 24 HRS L/S,ZONA S4,ZONA SUR,0.0,100.0,EXACTO
59493,17650.0,41,1,J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP Facultad de Artes Escénicas,AGENTE SEGURIDAD 12 HRS L/D DÍA,59493_17650_41,59493,17650,41,1.1666666666666667,J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP Facultad de Artes Escénicas,AGENTE SEGURIDAD 12 HRS L/D DÍA,ZONA N8,ZONA NORTE,-0.17,85.71,FALTA
,,,0,,,,,71436_10102_068,71436,10102,068,4.666666666666667,J&V Resguardo S.A.C.,ALICORP SAA,Alicorp Operativos Molino Callao,CONDUCTOR SEGURIDAD 12 HRS L/D NOCHE,ZONA CR2,ZONA RESGUARDOS,,,INDETERMINADO
7034,2619.0,41,4,J&V Resguardo S.A.C.,INVERSIONES NACIONALES DE TURISMO S.A.,Westin Lima Hotel & Convention Center,AGENTE SEGURIDAD 12 HRS L/D DÍA,7034_2619_41,7034,2619,41,4.666666666666667,J&V Resguardo S.A.C.,INVERSIONES NACIONALES DE TURISMO S.A.,Westin Lima Hotel & Convention Center,AGENTE SEGURIDAD 12 HRS L/D DÍA,ZONA C8,ZONA CENTRO,-0.67,85.71,FALTA
111548,26364.0,95,4,J&V Resguardo S.A.C.,CENTENARIO DESARROLLO URBANO S.A.C,HU Valle Las Higueras Pachacamac,AGENTE SEGURIDAD 24 HRS L/D,111548_26364_95,111548,26364,95,2.3333333333333335,J&V Resguardo S.A.C.,CENTENARIO DESARROLLO URBANO S.A.C,HU Valle Las Higueras Pachacamac,AGENTE SEGURIDAD 24 HRS L/D,ZONA RT3,ZONA RETAIL,1.67,171.43,SOBRECARGA
54550,22988.0,F36,2,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,Tottus Campoy Parking,AGENTE PARKING 08 HRS L/D DÍA,54550_22988_F36,54550,22988,F36,1.1666666666666667,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,Tottus Campoy Parking,AGENTE PARKING 08 HRS L/D DÍA,ZONA PD2,ZONA PARKING Y DELIVERY,0.83,171.43,SOBRECARGA
78042,19408.0,355,1,J&V Resguardo S.A.C.,APM TERMINALS CALLAO SOCIEDAD ANONIMA,Serv. Adic. APM Callao Refrigerantes,CONTROLADOR DE RIESGO 08 HRS L/D DÍA,78042_19408_355,78042,19408,355,1.1666666666666667,J&V Resguardo S.A.C.,APM TERMINALS CALLAO SOCIEDAD ANONIMA,Serv. Adic. APM Callao Refrigerantes,CONTROLADOR DE RIESGO 08 HRS L/D DÍA,ZONA N6,ZONA NORTE,-0.17,85.71,FALTA
88625,20448.0,113,3,J&V Resguardo S.A.C.,URBANOVA INMOBILIARIA S.A.C,Torre del Parque II,OPERADOR CENTRO CONTROL 24 HRS L/D,88625_20448_113,88625,20448,113,2.3333333333333335,J&V Resguardo S.A.C.,URBANOVA INMOBILIARIA S.A.C,Torre del Parque II,OPERADOR CENTRO CONTROL 24 HRS L/D,ZONA C6,ZONA CENTRO,0.67,128.57,SOBRECARGA
55024,21151.0,95,27,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW Logistics Gambetta 1 Operaciones,AGENTE SEGURIDAD 24 HRS L/D,55024_21151_95,55024,21151,95,25.666666666666668,J&V Resguardo S.A.C.,DP WORLD LOGISTICS S.R.L.,DPW Logistics Gambetta 1 Operaciones,AGENTE SEGURIDAD 24 HRS L/D,ZONA N5,ZONA NORTE,1.33,105.19,SOBRECARGA
146768,20384.0,41,1,J&V Resguardo S.A.C.,ATTKO S.A.C.,Hotel Pullman Miraflores,AGENTE SEGURIDAD 12 HRS L/D DÍA,146768_20384_41,146768,20384,41,1.1666666666666667,J&V Resguardo S.A.C.,ATTKO S.A.C.,Hotel Pullman Miraflores,AGENTE SEGURIDAD 12 HRS L/D DÍA,ZONA C10,ZONA CENTRO,-0.17,85.71,FALTA
106658,11210.0,41,1,J&V Resguardo S.A.C.,FUNERARIA JARDINES S.A - FUNJAR,Funjar Local Villa El Salvador,AGENTE SEGURIDAD 12 HRS L/D DÍA,106658_11210_41,106658,11210,41,1.1666666666666667,J&V Resguardo S.A.C.,FUNERARIA JARDINES S.A - FUNJAR,Funjar Local Villa El Salvador,AGENTE SEGURIDAD 12 HRS L/D DÍA,ZONA S2,ZONA SUR,-0.17,85.71,FALTA
70028,2083.0,95,2,J&V Resguardo S.A.C.,RICOH DEL PERU S.A.C.,Ricoh Sede Surquillo,AGENTE SEGURIDAD 24 HRS L/D,70028_2083_95,70028,2083,95,2.3333333333333335,J&V Resguardo S.A.C.,RICOH DEL PERU S.A.C.,Ricoh Sede Surquillo,AGENTE SEGURIDAD 24 HRS L/D,ZONA S3,ZONA SUR,-0.33,85.71,FALTA
154886,22159.0,106,2,J&V Resguardo S.A.C.,INDUSTRIAS DEL ENVASE S A,Industrias del Envase Sede Bocanegra Callao,JEFE DE GRUPO 24 HRS L/D,154886_22159_106,154886,22159,106,2.3333333333333335,J&V Resguardo S.A.C.,INDUSTRIAS DEL ENVASE S A,Industrias del Envase Sede Bocanegra Callao,JEFE DE GRUPO 24 HRS L/D,ZONA N3,ZONA NORTE,-0.33,85.71,FALTA
69289,26665.0,113,3,J&V Resguardo S.A.C.,MINSUR S. A.,UM Pucamarca,OPERADOR CENTRO CONTROL 24 HRS L/D,69289_26665_113,69289,26665,113,3.0,J&V Resguardo S.A.C.,MINSUR S. A.,UM Pucamarca,OPERADOR CENTRO CONTROL 24 HRS L/D,REGION TACNA,REGION SUR,0.0,100.0,EXACTO
24546,1148.0,95,7,J&V Resguardo S.A.C.,TRUPAL S.A.,Papeles 1,AGENTE SEGURIDAD 24 HRS L/D,24546_1148_95,24546,1148,95,7.0,J&V Resguardo S.A.C.,TRUPAL S.A.,Papeles 1,AGENTE SEGURIDAD 24 HRS L/D,ZONA N3,ZONA NORTE,0.0,100.0,EXACTO
12351,25494.0,E57,5,J&V Resguardo Selva SAC,CEMENTOS SELVA S.A.C.,Cantera Pajonal Polvorin,AGENTE SEGURIDAD ARMADO 24 HRS L/D,12351_25494_E57,12351,25494,E57,4.666666666666667,J&V Resguardo Selva S.A.C.,CEMENTOS SELVA S.A.C.,Cantera Pajonal Polvorin,AGENTE SEGURIDAD ARMADO 24 HRS L/D,REGION SAN MARTIN,REGION ORIENTE,0.33,107.14,SOBRECARGA
120215,11845.0,165,3,J&V Resguardo S.A.C.,KALLPA GENERACION S.A.,Kallpa Principal,SUPERVISOR SEGURIDAD 24 HRS L/D,120215_11845_165,120215,11845,165,2.3333333333333335,J&V Resguardo S.A.C.,KALLPA GENERACION S.A.,Kallpa Principal,SUPERVISOR SEGURIDAD 24 HRS L/D,ZONA S5,ZONA SUR,0.67,128.57,SOBRECARGA
7242,22735.0,626,3,J&V Resguardo S.A.C.,TRANSPORTES CRUZ DEL SUR S.A.C.,Cruz del Sur Santa Anita,OPERADOR CCTV 24 HRS L/D,7242_22735_626,7242,22735,626,2.3333333333333335,J&V Resguardo S.A.C.,TRANSPORTES CRUZ DEL SUR S.A.C.,Cruz del Sur Santa Anita,OPERADOR CCTV 24 HRS L/D,ZONA C2,ZONA CENTRO,0.67,128.57,SOBRECARGA
64990,2766.0,26,1,J&V Resguardo S.A.C.,FINANCIERA QAPAQ S.A.,Qapaq Agencia Puente Piedra,AGENTE SEGURIDAD 10 HRS L/S DIA,64990_2766_26,64990,2766,26,1.0,J&V Resguardo S.A.C.,FINANCIERA QAPAQ S.A.,Qapaq Agencia Puente Piedra,AGENTE SEGURIDAD 10 HRS L/S DIA,ZONA C8,ZONA CENTRO,0.0,100.0,EXACTO
